Comunidades y Ciudades Autónomas;General. vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Comunidad Foral de Navarra;Vivienda nueva;Índice;2014T3;99.789
Comunidad Foral de Navarra;Vivienda nueva;Índice;2014T2;100.317
Comunidad Foral de Navarra;Vivienda nueva;Índice;2014T1;97.027
Comunidad Foral de Navarra;Vivienda nueva;Índice;2013T4;100.385
Comunidad Foral de Navarra;Vivienda nueva;Índice;2013T3;106.551
Comunidad Foral de Navarra;Vivienda nueva;Índice;2013T2;104.842
Comunidad Foral de Navarra;Vivienda nueva;Índice;2013T1;109.608
Comunidad Foral de Navarra;Vivienda nueva;Índice;2012T4;119.908
Comunidad Foral de Navarra;Vivienda nueva;Índice;2012T3;119.658
Comunidad Foral de Navarra;Vivienda nueva;Índice;2012T2;119.289
Comunidad Foral de Navarra;Vivienda nueva;Índice;2012T1;118.978
Comunidad Foral de Navarra;Vivienda nueva;Índice;2011T4;130.306
Comunidad Foral de Navarra;Vivienda nueva;Índice;2011T3;138.682
Comunidad Foral de Navarra;Vivienda nueva;Índice;2011T2;137.640
Comunidad Foral de Navarra;Vivienda nueva;Índice;2011T1;141.392
Comunidad Foral de Navarra;Vivienda nueva;Índice;2010T4;144.120
Comunidad Foral de Navarra;Vivienda nueva;Índice;2010T3;143.662
Comunidad Foral de Navarra;Vivienda nueva;Índice;2010T2;147.287
Comunidad Foral de Navarra;Vivienda nueva;Índice;2010T1;148.428
Comunidad Foral de Navarra;Vivienda nueva;Índice;2009T4;154.675
Comunidad Foral de Navarra;Vivienda nueva;Índice;2009T3;156.117
Comunidad Foral de Navarra;Vivienda nueva;Índice;2009T2;161.105
Comunidad Foral de Navarra;Vivienda nueva;Índice;2009T1;162.371
Comunidad Foral de Navarra;Vivienda nueva;Índice;2008T4;169.375
Comunidad Foral de Navarra;Vivienda nueva;Índice;2008T3;170.870
Comunidad Foral de Navarra;Vivienda nueva;Índice;2008T2;175.516
Comunidad Foral de Navarra;Vivienda nueva;Índice;2008T1;171.506
Comunidad Foral de Navarra;Vivienda nueva;Índice;2007T4;171.165
Comunidad Foral de Navarra;Vivienda nueva;Índice;2007T3;171.329
Comunidad Foral de Navarra;Vivienda nueva;Índice;2007T2;167.825
Comunidad Foral de Navarra;Vivienda nueva;Índice;2007T1;165.294
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2019T4;-0.3
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2019T3;0.0
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2019T2;-0.7
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2019T1;3.4
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2018T4;2.3
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2018T3;2.2
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2018T2;1.4
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2018T1;2.2
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2017T4;-1.2
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2017T3;0.2
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2017T2;1.4
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2017T1;2.5
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2016T4;-2.1
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2016T3;0.8
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2016T2;1.4
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2016T1;2.4
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2015T4;1.2
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2015T3;-2.2
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2015T2;2.5
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2015T1;3.2
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2014T4;-3.8
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2014T3;-0.5
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2014T2;3.4
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2014T1;-3.3
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2013T4;-5.8
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2013T3;1.6
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2013T2;-4.3
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2013T1;-8.6
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2012T4;0.2
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2012T3;0.3
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2012T2;0.3
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2012T1;-8.7
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2011T4;-6.0
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2011T3;0.8
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2011T2;-2.7
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2011T1;-1.9
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2010T4;0.3
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2010T3;-2.5
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2010T2;-0.8
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2010T1;-4.0
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2009T4;-0.9
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2009T3;-3.1
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2009T2;-0.8
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2009T1;-4.1
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2008T4;-0.9
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2008T3;-2.6
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2008T2;2.3
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2008T1;0.2
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2007T4;-0.1
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2007T3;2.1
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2007T2;1.5
Comunidad Foral de Navarra;Vivienda nueva;Variación trimestral;2007T1;1.2
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2019T4;2.4
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2019T3;5.1
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2019T2;7.3
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2019T1;9.6
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2018T4;8.4
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2018T3;4.7
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2018T2;2.7
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2018T1;2.7
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2017T4;2.9
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2017T3;2.0
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2017T2;2.6
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2017T1;2.5
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2016T4;2.5
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2016T3;6.0
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2016T2;2.8
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2016T1;3.9
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2015T4;4.6
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2015T3;-0.6
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2015T2;1.1
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2015T1;2.0
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2014T4;-4.4
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2014T3;-6.3
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2014T2;-4.3
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2014T1;-11.5
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2013T4;-16.3
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2013T3;-11.0
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2013T2;-12.1
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2013T1;-7.9
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2012T4;-8.0
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2012T3;-13.7
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2012T2;-13.3
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2012T1;-15.9
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2011T4;-9.6
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2011T3;-3.5
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2011T2;-6.5
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2011T1;-4.7
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2010T4;-6.8
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2010T3;-8.0
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2010T2;-8.6
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2010T1;-8.6
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2009T4;-8.7
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2009T3;-8.6
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2009T2;-8.2
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2009T1;-5.3
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2008T4;-1.0
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2008T3;-0.3
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2008T2;4.6
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2008T1;3.8
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2007T4;4.8
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2007T3;10.1
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2007T2;11.0
Comunidad Foral de Navarra;Vivienda nueva;Variación anual;2007T1;11.3
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2019T4;2.4
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2019T3;2.7
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2019T2;2.6
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2019T1;3.4
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2018T4;8.4
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2018T3;6.0
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2018T2;3.7
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2018T1;2.2
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2017T4;2.9
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2017T3;4.2
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2017T2;4.0
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2017T1;2.5
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2016T4;2.5
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2016T3;4.7
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2016T2;3.9
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2016T1;2.4
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2015T4;4.6
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2015T3;3.4
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2015T2;5.7
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2015T1;3.2
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2014T4;-4.4
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2014T3;-0.6
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2014T2;-0.1
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2014T1;-3.3
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2013T4;-16.3
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2013T3;-11.1
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2013T2;-12.6
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2013T1;-8.6
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2012T4;-8.0
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2012T3;-8.2
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2012T2;-8.5
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2012T1;-8.7
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2011T4;-9.6
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2011T3;-3.8
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2011T2;-4.5
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2011T1;-1.9
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2010T4;-6.8
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2010T3;-7.1
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2010T2;-4.8
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2010T1;-4.0
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2009T4;-8.7
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2009T3;-7.8
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2009T2;-4.9
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2009T1;-4.1
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2008T4;-1.0
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2008T3;-0.2
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2008T2;2.5
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2008T1;0.2
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2007T4;4.8
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2007T3;4.9
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2007T2;2.8
Comunidad Foral de Navarra;Vivienda nueva;Variación en lo que va de año;2007T1;1.2
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2019T4;110.001
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2019T3;110.558
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2019T2;109.818
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2019T1;107.222
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2018T4;106.138
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2018T3;107.916
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2018T2;106.928
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2018T1;104.104
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2017T4;103.637
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2017T3;103.775
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2017T2;103.270
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2017T1;102.253
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2016T4;101.617
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2016T3;101.205
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2016T2;100.219
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2016T1;100.228
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2015T4;99.898
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2015T3;100.762
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2015T2;101.109
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2015T1;98.232
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2014T4;99.859
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2014T3;98.939
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2014T2;101.943
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2014T1;100.923
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2013T4;104.088
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2013T3;105.902
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2013T2;109.403
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2013T1;108.298
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2012T4;117.064
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2012T3;119.569
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2012T2;124.007
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2012T1;124.728
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2011T4;136.731
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2011T3;142.042
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2011T2;147.481
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2011T1;147.114
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2010T4;156.661
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2010T3;156.472
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2010T2;162.472
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2010T1;160.903
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2009T4;163.295
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2009T3;162.398
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2009T2;164.920
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2009T1;165.853
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2008T4;176.694
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2008T3;185.611
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2008T2;196.880
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2008T1;200.462
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2007T4;201.450
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2007T3;211.263
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2007T2;206.996
Comunidad Foral de Navarra;Vivienda segunda mano;Índice;2007T1;206.482
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2019T4;-0.5
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2019T3;0.7
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2019T2;2.4
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2019T1;1.0
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2018T4;-1.6
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2018T3;0.9
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2018T2;2.7
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2018T1;0.5
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2017T4;-0.1
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2017T3;0.5
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2017T2;1.0
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2017T1;0.6
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2016T4;0.4
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2016T3;1.0
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2016T2;0.0
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2016T1;0.3
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2015T4;-0.9
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2015T3;-0.3
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2015T2;2.9
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2015T1;-1.6
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2014T4;0.9
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2014T3;-2.9
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2014T2;1.0
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2014T1;-3.0
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2013T4;-1.7
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2013T3;-3.2
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2013T2;1.0
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2013T1;-7.5
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2012T4;-2.1
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2012T3;-3.6
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2012T2;-0.6
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2012T1;-8.8
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2011T4;-3.7
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2011T3;-3.7
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2011T2;0.2
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2011T1;-6.1
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2010T4;0.1
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2010T3;-3.7
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2010T2;1.0
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2010T1;-1.5
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2009T4;0.6
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2009T3;-1.5
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2009T2;-0.6
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2009T1;-6.1
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2008T4;-4.8
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2008T3;-5.7
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2008T2;-1.8
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2008T1;-0.5
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2007T4;-4.6
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2007T3;2.1
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2007T2;0.2
Comunidad Foral de Navarra;Vivienda segunda mano;Variación trimestral;2007T1;0.1
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2019T4;3.6
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2019T3;2.4
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2019T2;2.7
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2019T1;3.0
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2018T4;2.4
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2018T3;4.0
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2018T2;3.5
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2018T1;1.8
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2017T4;2.0
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2017T3;2.5
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2017T2;3.0
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2017T1;2.0
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2016T4;1.7
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2016T3;0.4
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2016T2;-0.9
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2016T1;2.0
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2015T4;0.0
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2015T3;1.8
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2015T2;-0.8
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2015T1;-2.7
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2014T4;-4.1
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2014T3;-6.6
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2014T2;-6.8
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2014T1;-6.8
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2013T4;-11.1
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2013T3;-11.4
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2013T2;-11.8
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2013T1;-13.2
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2012T4;-14.4
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2012T3;-15.8
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2012T2;-15.9
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2012T1;-15.2
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2011T4;-12.7
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2011T3;-9.2
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2011T2;-9.2
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2011T1;-8.6
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2010T4;-4.1
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2010T3;-3.6
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2010T2;-1.5
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2010T1;-3.0
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2009T4;-7.6
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2009T3;-12.5
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2009T2;-16.2
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2009T1;-17.3
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2008T4;-12.3
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2008T3;-12.1
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2008T2;-4.9
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2008T1;-2.9
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2007T4;-2.3
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2007T3;7.1
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2007T2;6.0
Comunidad Foral de Navarra;Vivienda segunda mano;Variación anual;2007T1;11.2
Comunidad Foral de Navarra;Vivienda segunda mano;Variación en lo que va de año;2019T4;3.6
Comunidad Foral de Navarra;Vivienda segunda mano;Variación en lo que va de año;2019T3;4.2
Comunidad Foral de Navarra;Vivienda segunda mano;Variación en lo que va de año;2019T2;3.5
