TERRITORIO;TIPOLOGÍA PENAL;2015;2016; Var. % 16/15
ARAGÓN;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);6;7;16,7
ARAGÓN;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);371;465;25,3
ARAGÓN;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);887;956;7,8
ARAGÓN;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);163;170;4,3
ARAGÓN;6.-TRÁFICO DE DROGAS (EU);135;106;-21,5
ARAGÓN;7.-DAÑOS;2675;2606;-2,6
ARAGÓN;8.-HURTOS;6032;5954;-1,3
Provincia de Huesca;1.-DELITOS Y FALTAS (EU);2553;2436;-4,6
Provincia de Huesca;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Provincia de Huesca;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);16;31;93,8
Provincia de Huesca;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);114;120;5,3
Provincia de Huesca;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);25;23;-8,0
Provincia de Huesca;6.-TRÁFICO DE DROGAS (EU);15;20;33,3
Provincia de Huesca;7.-DAÑOS;351;368;4,8
Provincia de Huesca;8.-HURTOS;732;618;-15,6
Municipio de Huesca;1.-DELITOS Y FALTAS (EU);528;534;1,1
Municipio de Huesca;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Huesca;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);4;6;50,0
Municipio de Huesca;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);15;16;6,7
Municipio de Huesca;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);4;2;-50,0
Municipio de Huesca;6.-TRÁFICO DE DROGAS (EU);4;5;25,0
Municipio de Huesca;7.-DAÑOS;70;66;-5,7
Municipio de Huesca;8.-HURTOS;169;183;8,3
Provincia de Teruel;1.-DELITOS Y FALTAS (EU);1253;1144;-8,7
Provincia de Teruel;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;0;-100,0
Provincia de Teruel;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);11;8;-27,3
Provincia de Teruel;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);99;71;-28,3
Provincia de Teruel;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);11;7;-36,4
Provincia de Teruel;6.-TRÁFICO DE DROGAS (EU);7;8;14,3
Provincia de Teruel;7.-DAÑOS;219;161;-26,5
Provincia de Teruel;8.-HURTOS;231;269;16,5
Municipio de Teruel;1.-DELITOS Y FALTAS (EU);305;294;-3,6
Municipio de Teruel;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100,0
Municipio de Teruel;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);2;2;0,0
Municipio de Teruel;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);12;12;0,0
Municipio de Teruel;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);5;1;-80,0
Municipio de Teruel;6.-TRÁFICO DE DROGAS (EU);5;4;-20,0
Municipio de Teruel;7.-DAÑOS;45;43;-4,4
Municipio de Teruel;8.-HURTOS;78;97;24,4
Provincia de Zaragoza;1.-DELITOS Y FALTAS (EU);15210;15293;0,5
Provincia de Zaragoza;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);4;7;75,0
Provincia de Zaragoza;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);344;426;23,8
Provincia de Zaragoza;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);674;765;13,5
Provincia de Zaragoza;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);127;140;10,2
Provincia de Zaragoza;6.-TRÁFICO DE DROGAS (EU);113;78;-31,0
Provincia de Zaragoza;7.-DAÑOS;2105;2077;-1,3
Provincia de Zaragoza;8.-HURTOS;5069;5067;0,0
Municipio de Zaragoza;1.-DELITOS Y FALTAS (EU);11093;11263;1,5
Municipio de Zaragoza;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;5;66,7
Municipio de Zaragoza;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);315;399;26,7
Municipio de Zaragoza;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);297;416;40,1
Municipio de Zaragoza;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);77;92;19,5
Municipio de Zaragoza;6.-TRÁFICO DE DROGAS (EU);84;66;-21,4
Municipio de Zaragoza;7.-DAÑOS;1472;1449;-1,6
Municipio de Zaragoza;8.-HURTOS;4176;4312;3,3
ASTURIAS (PRINCIPADO DE);1.-DELITOS Y FALTAS (EU);13319;12937;-2,9
ASTURIAS (PRINCIPADO DE);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;3;100,0
ASTURIAS (PRINCIPADO DE);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);314;293;-6,7
ASTURIAS (PRINCIPADO DE);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);416;545;31,0
ASTURIAS (PRINCIPADO DE);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);187;173;-7,5
ASTURIAS (PRINCIPADO DE);6.-TRÁFICO DE DROGAS (EU);73;45;-38,4
ASTURIAS (PRINCIPADO DE);7.-DAÑOS;1611;1445;-10,3
ASTURIAS (PRINCIPADO DE);8.-HURTOS;3919;3655;-6,7
Municipio de Avilés;1.-DELITOS Y FALTAS (EU);980;1137;16,0
Municipio de Avilés;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Municipio de Avilés;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);22;36;63,6
Municipio de Avilés;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);29;58;100,0
Municipio de Avilés;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);26;30;15,4
Municipio de Avilés;6.-TRÁFICO DE DROGAS (EU);12;3;-75,0
Municipio de Avilés;7.-DAÑOS;118;150;27,1
Municipio de Avilés;8.-HURTOS;295;344;16,6
Municipio de Gijón;1.-DELITOS Y FALTAS (EU);3382;3577;5,8
Municipio de Gijón;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Municipio de Gijón;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);102;77;-24,5
Municipio de Gijón;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);94;113;20,2
Municipio de Gijón;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);38;34;-10,5
Municipio de Gijón;6.-TRÁFICO DE DROGAS (EU);21;17;-19,0
Municipio de Gijón;7.-DAÑOS;362;374;3,3
Municipio de Gijón;8.-HURTOS;962;1083;12,6
Municipio de Oviedo;1.-DELITOS Y FALTAS (EU);3528;3068;-13,0
Municipio de Oviedo;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Oviedo;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);133;136;2,3
Municipio de Oviedo;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);86;66;-23,3
Municipio de Oviedo;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);52;35;-32,7
Municipio de Oviedo;6.-TRÁFICO DE DROGAS (EU);19;6;-68,4
Municipio de Oviedo;7.-DAÑOS;319;276;-13,5
Municipio de Oviedo;8.-HURTOS;1464;1120;-23,5
Municipio de Siero;1.-DELITOS Y FALTAS (EU);819;753;-8,1
Municipio de Siero;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Siero;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);12;9;-25,0
Municipio de Siero;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);23;40;73,9
Municipio de Siero;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);10;12;20,0
Municipio de Siero;6.-TRÁFICO DE DROGAS (EU);0;1;100,0
Municipio de Siero;7.-DAÑOS;101;75;-25,7
Municipio de Siero;8.-HURTOS;277;246;-11,2
BALEARS (ILLES);1.-DELITOS Y FALTAS (EU);28407;29343;3,3
BALEARS (ILLES);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;5;66,7
BALEARS (ILLES);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);402;453;12,7
BALEARS (ILLES);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);1417;1419;0,1
BALEARS (ILLES);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);625;747;19,5
BALEARS (ILLES);6.-TRÁFICO DE DROGAS (EU);187;209;11,8
BALEARS (ILLES);7.-DAÑOS;2378;2326;-2,2
BALEARS (ILLES);8.-HURTOS;10698;11342;6,0
Isla de Eivissa;1.-DELITOS Y FALTAS (EU);5088;5230;2,8
Isla de Eivissa;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100,0
Isla de Eivissa;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);64;73;14,1
Isla de Eivissa;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);194;253;30,4
Isla de Eivissa;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);195;218;11,8
Isla de Eivissa;6.-TRÁFICO DE DROGAS (EU);67;89;32,8
Isla de Eivissa;7.-DAÑOS;345;374;8,4
Isla de Eivissa;8.-HURTOS;2149;2048;-4,7
Municipio de Eivissa;1.-DELITOS Y FALTAS (EU);1489;1393;-6,4
Municipio de Eivissa;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Eivissa;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);18;21;16,7
Municipio de Eivissa;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);24;16;-33,3
Municipio de Eivissa;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);71;79;11,3
Municipio de Eivissa;6.-TRÁFICO DE DROGAS (EU);37;29;-21,6
Municipio de Eivissa;7.-DAÑOS;80;82;2,5
Municipio de Eivissa;8.-HURTOS;556;542;-2,5
Isla de Formentera;1.-DELITOS Y FALTAS (EU);259;295;13,9
Isla de Formentera;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Isla de Formentera;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);0;0;0,0
Isla de Formentera;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);37;56;51,4
Isla de Formentera;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);29;29;0,0
Isla de Formentera;6.-TRÁFICO DE DROGAS (EU);3;3;0,0
Isla de Formentera;7.-DAÑOS;27;44;63,0
Isla de Formentera;8.-HURTOS;61;45;-26,2
Isla de Mallorca;1.-DELITOS Y FALTAS (EU);21836;22447;2,8
Isla de Mallorca;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;5;150,0
Isla de Mallorca;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);326;361;10,7
Isla de Mallorca;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);1125;1038;-7,7
Isla de Mallorca;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);390;485;24,4
Isla de Mallorca;6.-TRÁFICO DE DROGAS (EU);111;108;-2,7
Isla de Mallorca;7.-DAÑOS;1858;1757;-5,4
Isla de Mallorca;8.-HURTOS;8146;8820;8,3
Municipio de Calvià;1.-DELITOS Y FALTAS (EU);1989;2267;14,0
Municipio de Calvià;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;2;100,0
Municipio de Calvià;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);46;57;23,9
Municipio de Calvià;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);101;129;27,7
Municipio de Calvià;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);12;23;91,7
Municipio de Calvià;6.-TRÁFICO DE DROGAS (EU);21;25;19,0
Municipio de Calvià;7.-DAÑOS;150;163;8,7
Municipio de Calvià;8.-HURTOS;856;948;10,7
Municipio de Palma;1.-DELITOS Y FALTAS (EU);12200;12066;-1,1
Municipio de Palma;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;0;-100,0
Municipio de Palma;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);229;228;-0,4
Municipio de Palma;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);309;221;-28,5
Municipio de Palma;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);280;299;6,8
Municipio de Palma;6.-TRÁFICO DE DROGAS (EU);43;50;16,3
Municipio de Palma;7.-DAÑOS;969;867;-10,5
Municipio de Palma;8.-HURTOS;4746;5085;7,1
Isla de Menorca;1.-DELITOS Y FALTAS (EU);1224;1371;12,0
Isla de Menorca;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Isla de Menorca;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);12;19;58,3
Isla de Menorca;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);61;72;18,0
Isla de Menorca;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);11;15;36,4
Isla de Menorca;6.-TRÁFICO DE DROGAS (EU);6;9;50,0
Isla de Menorca;7.-DAÑOS;148;151;2,0
Isla de Menorca;8.-HURTOS;342;429;25,4
CANARIAS;1.-DELITOS Y FALTAS (EU);45425;44067;-3,0
CANARIAS;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);10;10;0,0
CANARIAS;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);767;761;-0,8
CANARIAS;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);1610;1716;6,6
CANARIAS;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);829;816;-1,6
CANARIAS;6.-TRÁFICO DE DROGAS (EU);297;301;1,3
CANARIAS;7.-DAÑOS;3643;3526;-3,2
CANARIAS;8.-HURTOS;15584;15742;1,0
Provincia de Palmas (Las);1.-DELITOS Y FALTAS (EU);23800;23150;-2,7
Provincia de Palmas (Las);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);9;5;-44,4
Provincia de Palmas (Las);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);371;412;11,1
Provincia de Palmas (Las);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);682;815;19,5
Provincia de Palmas (Las);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);456;403;-11,6
Provincia de Palmas (Las);6.-TRÁFICO DE DROGAS (EU);169;199;17,8
Provincia de Palmas (Las);7.-DAÑOS;2074;2018;-2,7
Provincia de Palmas (Las);8.-HURTOS;7530;7601;0,9
Isla de Fuerteventura;1.-DELITOS Y FALTAS (EU);2369;2438;2,9
Isla de Fuerteventura;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0,0
Isla de Fuerteventura;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);32;41;28,1
Isla de Fuerteventura;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);103;140;35,9
Isla de Fuerteventura;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);46;23;-50,0
Isla de Fuerteventura;6.-TRÁFICO DE DROGAS (EU);20;16;-20,0
Isla de Fuerteventura;7.-DAÑOS;217;215;-0,9
Isla de Fuerteventura;8.-HURTOS;712;735;3,2
Isla de Gran Canaria;1.-DELITOS Y FALTAS (EU);18116;17351;-4,2
Isla de Gran Canaria;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);6;4;-33,3
Isla de Gran Canaria;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);298;306;2,7
Isla de Gran Canaria;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);421;460;9,3
Isla de Gran Canaria;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);338;326;-3,6
Isla de Gran Canaria;6.-TRÁFICO DE DROGAS (EU);138;162;17,4
Isla de Gran Canaria;7.-DAÑOS;1544;1482;-4,0
Isla de Gran Canaria;8.-HURTOS;5888;5871;-0,3
Municipio de Palmas de Gran Canaria (Las);1.-DELITOS Y FALTAS (EU);8139;8070;-0,8
Municipio de Palmas de Gran Canaria (Las);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;1;-50,0
Municipio de Palmas de Gran Canaria (Las);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);176;177;0,6
Municipio de Palmas de Gran Canaria (Las);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);148;171;15,5
Municipio de Palmas de Gran Canaria (Las);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);175;167;-4,6
Municipio de Palmas de Gran Canaria (Las);6.-TRÁFICO DE DROGAS (EU);95;107;12,6
Municipio de Palmas de Gran Canaria (Las);7.-DAÑOS;665;653;-1,8
Municipio de Palmas de Gran Canaria (Las);8.-HURTOS;2944;2921;-0,8
Municipio de San Bartolomé de Tirajana;1.-DELITOS Y FALTAS (EU);2609;2506;-3,9
Municipio de San Bartolomé de Tirajana;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100,0
Municipio de San Bartolomé de Tirajana;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);54;53;-1,9
Municipio de San Bartolomé de Tirajana;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);42;59;40,5
Municipio de San Bartolomé de Tirajana;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);39;33;-15,4
Municipio de San Bartolomé de Tirajana;6.-TRÁFICO DE DROGAS (EU);16;17;6,3
Municipio de San Bartolomé de Tirajana;7.-DAÑOS;172;157;-8,7
Municipio de San Bartolomé de Tirajana;8.-HURTOS;1181;1187;0,5
Municipio de Santa Lucía de Tirajana;1.-DELITOS Y FALTAS (EU);1465;1314;-10,3
Municipio de Santa Lucía de Tirajana;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0,0
Municipio de Santa Lucía de Tirajana;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);20;21;5,0
Municipio de Santa Lucía de Tirajana;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);55;57;3,6
Municipio de Santa Lucía de Tirajana;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);29;26;-10,3
Municipio de Santa Lucía de Tirajana;6.-TRÁFICO DE DROGAS (EU);5;5;0,0
Municipio de Santa Lucía de Tirajana;7.-DAÑOS;136;107;-21,3
Municipio de Santa Lucía de Tirajana;8.-HURTOS;388;339;-12,6
Municipio de Telde;1.-DELITOS Y FALTAS (EU);2305;2133;-7,5
Municipio de Telde;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;0;-100,0
Municipio de Telde;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);28;28;0,0
Municipio de Telde;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);58;38;-34,5
Municipio de Telde;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);51;60;17,6
Municipio de Telde;6.-TRÁFICO DE DROGAS (EU);13;15;15,4
Municipio de Telde;7.-DAÑOS;184;211;14,7
Municipio de Telde;8.-HURTOS;541;477;-11,8
Isla de Lanzarote;1.-DELITOS Y FALTAS (EU);3315;3361;1,4
Isla de Lanzarote;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;0;-100,0
Isla de Lanzarote;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);41;65;58,5
Isla de Lanzarote;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);158;215;36,1
Isla de Lanzarote;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);72;54;-25,0
Isla de Lanzarote;6.-TRÁFICO DE DROGAS (EU);11;21;90,9
Isla de Lanzarote;7.-DAÑOS;313;321;2,6
Isla de Lanzarote;8.-HURTOS;930;995;7,0
Municipio de Arrecife;1.-DELITOS Y FALTAS (EU);1127;1297;15,1
Municipio de Arrecife;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;0;-100,0
Municipio de Arrecife;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);18;34;88,9
Municipio de Arrecife;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);36;66;83,3
Municipio de Arrecife;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);45;27;-40,0
Municipio de Arrecife;6.-TRÁFICO DE DROGAS (EU);3;11;266,7
Municipio de Arrecife;7.-DAÑOS;139;165;18,7
Municipio de Arrecife;8.-HURTOS;252;327;29,8
Provincia de Santa Cruz de Tenerife;1.-DELITOS Y FALTAS (EU);21625;20917;-3,3
Provincia de Santa Cruz de Tenerife;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;5;400,0
Provincia de Santa Cruz de Tenerife;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);396;349;-11,9
Provincia de Santa Cruz de Tenerife;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);928;901;-2,9
Provincia de Santa Cruz de Tenerife;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);373;413;10,7
Provincia de Santa Cruz de Tenerife;6.-TRÁFICO DE DROGAS (EU);128;102;-20,3
Provincia de Santa Cruz de Tenerife;7.-DAÑOS;1569;1508;-3,9
Provincia de Santa Cruz de Tenerife;8.-HURTOS;8054;8141;1,1
Isla de Gomera (La);1.-DELITOS Y FALTAS (EU);185;148;-20,0
Isla de Gomera (La);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Isla de Gomera (La);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);0;1;100,0
Isla de Gomera (La);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);2;6;200,0
Isla de Gomera (La);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);1;2;100,0
Isla de Gomera (La);6.-TRÁFICO DE DROGAS (EU);1;4;300,0
Isla de Gomera (La);7.-DAÑOS;32;27;-15,6
Isla de Gomera (La);8.-HURTOS;29;25;-13,8
Isla de Hierro (El);1.-DELITOS Y FALTAS (EU);71;65;-8,5
Isla de Hierro (El);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Isla de Hierro (El);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);1;1;0,0
Isla de Hierro (El);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);3;1;-66,7
Isla de Hierro (El);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);1;0;-100,0
Isla de Hierro (El);6.-TRÁFICO DE DROGAS (EU);0;0;0,0
Isla de Hierro (El);7.-DAÑOS;10;8;-20,0
Isla de Hierro (El);8.-HURTOS;20;11;-45,0
Isla de Palma (La);1.-DELITOS Y FALTAS (EU);981;1004;2,3
Isla de Palma (La);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Isla de Palma (La);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);5;4;-20,0
Isla de Palma (La);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);53;78;47,2
Isla de Palma (La);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);10;11;10,0
Isla de Palma (La);6.-TRÁFICO DE DROGAS (EU);7;7;0,0
Isla de Palma (La);7.-DAÑOS;124;92;-25,8
Isla de Palma (La);8.-HURTOS;261;291;11,5
Isla de Tenerife;1.-DELITOS Y FALTAS (EU);20388;19700;-3,4
Isla de Tenerife;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;5;400,0
Isla de Tenerife;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);390;343;-12,1
Isla de Tenerife;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);870;816;-6,2
Isla de Tenerife;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);361;400;10,8
Isla de Tenerife;6.-TRÁFICO DE DROGAS (EU);120;91;-24,2
Isla de Tenerife;7.-DAÑOS;1403;1381;-1,6
Isla de Tenerife;8.-HURTOS;7744;7814;0,9
Municipio de Arona;1.-DELITOS Y FALTAS (EU);2838;2671;-5,9
Municipio de Arona;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Arona;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);77;66;-14,3
Municipio de Arona;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);120;160;33,3
Municipio de Arona;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);67;51;-23,9
Municipio de Arona;6.-TRÁFICO DE DROGAS (EU);18;12;-33,3
Municipio de Arona;7.-DAÑOS;136;162;19,1
Municipio de Arona;8.-HURTOS;1292;1213;-6,1
Municipio de San Cristóbal de la Laguna;1.-DELITOS Y FALTAS (EU);2924;2752;-5,9
Municipio de San Cristóbal de la Laguna;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de San Cristóbal de la Laguna;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);71;62;-12,7
Municipio de San Cristóbal de la Laguna;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);143;107;-25,2
Municipio de San Cristóbal de la Laguna;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);75;61;-18,7
Municipio de San Cristóbal de la Laguna;6.-TRÁFICO DE DROGAS (EU);26;16;-38,5
Municipio de San Cristóbal de la Laguna;7.-DAÑOS;245;227;-7,3
Municipio de San Cristóbal de la Laguna;8.-HURTOS;867;850;-2,0
Municipio de Santa Cruz de Tenerife;1.-DELITOS Y FALTAS (EU);5579;4645;-16,7
Municipio de Santa Cruz de Tenerife;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;3;100,0
Municipio de Santa Cruz de Tenerife;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);130;97;-25,4
Municipio de Santa Cruz de Tenerife;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);172;143;-16,9
Municipio de Santa Cruz de Tenerife;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);84;133;58,3
Municipio de Santa Cruz de Tenerife;6.-TRÁFICO DE DROGAS (EU);32;26;-18,8
Municipio de Santa Cruz de Tenerife;7.-DAÑOS;406;410;1,0
Municipio de Santa Cruz de Tenerife;8.-HURTOS;2111;1743;-17,4
CANTABRIA;1.-DELITOS Y FALTAS (EU);8054;8055;0,0
CANTABRIA;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;0;-100,0
CANTABRIA;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);123;101;-17,9
CANTABRIA;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);335;468;39,7
CANTABRIA;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);117;99;-15,4
CANTABRIA;6.-TRÁFICO DE DROGAS (EU);57;44;-22,8
CANTABRIA;7.-DAÑOS;807;937;16,1
