TERRITORIO;TIPOLOGÍA PENAL;2013;2014;Var. % 14/13
Municipio de Puerto de Santa María (El);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Puerto de Santa María (El);3.-DELINCUENCIA VIOLENTA (EU);119;93;-21,8
Municipio de Puerto de Santa María (El);3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);89;64;-28,1
Municipio de Puerto de Santa María (El);4.-ROBOS CON FUERZA;459;433;-5,7
Municipio de Puerto de Santa María (El);4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);113;144;27,4
Municipio de Puerto de Santa María (El);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);89;79;-11,2
Municipio de Puerto de Santa María (El);6.-TRÁFICO DE DROGAS (EU);15;28;86,7
Municipio de Puerto de Santa María (El);7.-DAÑOS;606;505;-16,7
Municipio de Puerto de Santa María (El);8.-HURTOS;1384;1261;-8,9
Municipio de San Fernando;1.-DELITOS Y FALTAS (EU);2862;2567;-10,3
Municipio de San Fernando;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de San Fernando;3.-DELINCUENCIA VIOLENTA (EU);71;52;-26,8
Municipio de San Fernando;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);54;30;-44,4
Municipio de San Fernando;4.-ROBOS CON FUERZA;247;217;-12,1
Municipio de San Fernando;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);54;57;5,6
Municipio de San Fernando;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);90;71;-21,1
Municipio de San Fernando;6.-TRÁFICO DE DROGAS (EU);7;9;28,6
Municipio de San Fernando;7.-DAÑOS;289;251;-13,1
Municipio de San Fernando;8.-HURTOS;1226;1015;-17,2
Municipio de Sanlúcar de Barrameda;1.-DELITOS Y FALTAS (EU);2071;2080;0,4
Municipio de Sanlúcar de Barrameda;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Municipio de Sanlúcar de Barrameda;3.-DELINCUENCIA VIOLENTA (EU);91;75;-17,6
Municipio de Sanlúcar de Barrameda;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);75;53;-29,3
Municipio de Sanlúcar de Barrameda;4.-ROBOS CON FUERZA;304;384;26,3
Municipio de Sanlúcar de Barrameda;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);120;143;19,2
Municipio de Sanlúcar de Barrameda;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);100;102;2,0
Municipio de Sanlúcar de Barrameda;6.-TRÁFICO DE DROGAS (EU);10;22;120,0
Municipio de Sanlúcar de Barrameda;7.-DAÑOS;255;244;-4,3
Municipio de Sanlúcar de Barrameda;8.-HURTOS;793;744;-6,2
Provincia de Córdoba;1.-DELITOS Y FALTAS (EU);22079;20497;-7,2
Provincia de Córdoba;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);4;3;-25,0
Provincia de Córdoba;3.-DELINCUENCIA VIOLENTA (EU);843;601;-28,7
Provincia de Córdoba;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);711;446;-37,3
Provincia de Córdoba;4.-ROBOS CON FUERZA;4133;3535;-14,5
Provincia de Córdoba;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);1182;991;-16,2
Provincia de Córdoba;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);372;255;-31,5
Provincia de Córdoba;6.-TRÁFICO DE DROGAS (EU);126;142;12,7
Provincia de Córdoba;7.-DAÑOS;2367;2055;-13,2
Provincia de Córdoba;8.-HURTOS;7312;6360;-13,0
Municipio de Córdoba;1.-DELITOS Y FALTAS (EU);12633;12104;-4,2
Municipio de Córdoba;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;2;0,0
Municipio de Córdoba;3.-DELINCUENCIA VIOLENTA (EU);631;416;-34,1
Municipio de Córdoba;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);581;360;-38,0
Municipio de Córdoba;4.-ROBOS CON FUERZA;1788;1577;-11,8
Municipio de Córdoba;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);517;458;-11,4
Municipio de Córdoba;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);234;166;-29,1
Municipio de Córdoba;6.-TRÁFICO DE DROGAS (EU);61;85;39,3
Municipio de Córdoba;7.-DAÑOS;1318;1170;-11,2
Municipio de Córdoba;8.-HURTOS;4724;4228;-10,5
Provincia de Granada;1.-DELITOS Y FALTAS (EU);27920;25661;-8,1
Provincia de Granada;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);6;6;0,0
Provincia de Granada;3.-DELINCUENCIA VIOLENTA (EU);1245;900;-27,7
Provincia de Granada;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);1041;675;-35,2
Provincia de Granada;4.-ROBOS CON FUERZA;4914;4133;-15,9
Provincia de Granada;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);1663;1601;-3,7
Provincia de Granada;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);769;601;-21,8
Provincia de Granada;6.-TRÁFICO DE DROGAS (EU);259;310;19,7
Provincia de Granada;7.-DAÑOS;2832;2922;3,2
Provincia de Granada;8.-HURTOS;9394;8127;-13,5
Municipio de Granada;1.-DELITOS Y FALTAS (EU);11500;9981;-13,2
Municipio de Granada;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0,0
Municipio de Granada;3.-DELINCUENCIA VIOLENTA (EU);814;568;-30,2
Municipio de Granada;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);726;471;-35,1
Municipio de Granada;4.-ROBOS CON FUERZA;1536;1039;-32,4
Municipio de Granada;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);393;329;-16,3
Municipio de Granada;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);381;253;-33,6
Municipio de Granada;6.-TRÁFICO DE DROGAS (EU);68;90;32,4
Municipio de Granada;7.-DAÑOS;965;953;-1,2
Municipio de Granada;8.-HURTOS;4838;4048;-16,3
Municipio de Motril;1.-DELITOS Y FALTAS (EU);2232;2015;-9,7
Municipio de Motril;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Motril;3.-DELINCUENCIA VIOLENTA (EU);77;53;-31,2
Municipio de Motril;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);62;32;-48,4
Municipio de Motril;4.-ROBOS CON FUERZA;385;384;-0,3
Municipio de Motril;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);122;137;12,3
Municipio de Motril;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);51;38;-25,5
Municipio de Motril;6.-TRÁFICO DE DROGAS (EU);29;41;41,4
Municipio de Motril;7.-DAÑOS;265;261;-1,5
Municipio de Motril;8.-HURTOS;618;500;-19,1
Provincia de Huelva;1.-DELITOS Y FALTAS (EU);16745;15831;-5,5
Provincia de Huelva;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;4;100,0
Provincia de Huelva;3.-DELINCUENCIA VIOLENTA (EU);568;500;-12,0
Provincia de Huelva;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);352;288;-18,2
Provincia de Huelva;4.-ROBOS CON FUERZA;3385;3143;-7,1
Provincia de Huelva;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);1280;1166;-8,9
Provincia de Huelva;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);241;265;10,0
Provincia de Huelva;6.-TRÁFICO DE DROGAS (EU);131;120;-8,4
Provincia de Huelva;7.-DAÑOS;1158;996;-14,0
Provincia de Huelva;8.-HURTOS;5438;4853;-10,8
Municipio de Huelva;1.-DELITOS Y FALTAS (EU);6602;6029;-8,7
Municipio de Huelva;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0,0
Municipio de Huelva;3.-DELINCUENCIA VIOLENTA (EU);258;248;-3,9
Municipio de Huelva;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);206;177;-14,1
Municipio de Huelva;4.-ROBOS CON FUERZA;748;668;-10,7
Municipio de Huelva;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);141;131;-7,1
Municipio de Huelva;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);57;61;7,0
Municipio de Huelva;6.-TRÁFICO DE DROGAS (EU);32;33;3,1
Municipio de Huelva;7.-DAÑOS;647;487;-24,7
Municipio de Huelva;8.-HURTOS;2850;2413;-15,3
Provincia de Jaén;1.-DELITOS Y FALTAS (EU);13511;13275;-1,7
Provincia de Jaén;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);5;3;-40,0
Provincia de Jaén;3.-DELINCUENCIA VIOLENTA (EU);498;427;-14,3
Provincia de Jaén;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);403;306;-24,1
Provincia de Jaén;4.-ROBOS CON FUERZA;2273;2191;-3,6
Provincia de Jaén;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);619;593;-4,2
Provincia de Jaén;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);310;221;-28,7
Provincia de Jaén;6.-TRÁFICO DE DROGAS (EU);110;74;-32,7
Provincia de Jaén;7.-DAÑOS;1612;1516;-6,0
Provincia de Jaén;8.-HURTOS;3849;3629;-5,7
Municipio de Jaén;1.-DELITOS Y FALTAS (EU);3861;3653;-5,4
Municipio de Jaén;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100,0
Municipio de Jaén;3.-DELINCUENCIA VIOLENTA (EU);259;181;-30,1
Municipio de Jaén;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);233;161;-30,9
Municipio de Jaén;4.-ROBOS CON FUERZA;511;582;13,9
Municipio de Jaén;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);121;118;-2,5
Municipio de Jaén;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);146;102;-30,1
Municipio de Jaén;6.-TRÁFICO DE DROGAS (EU);16;13;-18,8
Municipio de Jaén;7.-DAÑOS;487;454;-6,8
Municipio de Jaén;8.-HURTOS;1296;1092;-15,7
Municipio de Linares;1.-DELITOS Y FALTAS (EU);1699;1710;0,6
Municipio de Linares;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Linares;3.-DELINCUENCIA VIOLENTA (EU);68;58;-14,7
Municipio de Linares;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);61;48;-21,3
Municipio de Linares;4.-ROBOS CON FUERZA;235;220;-6,4
Municipio de Linares;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);51;73;43,1
Municipio de Linares;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);38;26;-31,6
Municipio de Linares;6.-TRÁFICO DE DROGAS (EU);12;9;-25,0
Municipio de Linares;7.-DAÑOS;213;185;-13,1
Municipio de Linares;8.-HURTOS;574;602;4,9
Provincia de Málaga;1.-DELITOS Y FALTAS (EU);69603;60222;-13,5
Provincia de Málaga;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);13;16;23,1
Provincia de Málaga;3.-DELINCUENCIA VIOLENTA (EU);2451;1940;-20,8
Provincia de Málaga;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);1783;1352;-24,2
Provincia de Málaga;4.-ROBOS CON FUERZA;10777;8704;-19,2
Provincia de Málaga;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);4014;3283;-18,2
Provincia de Málaga;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);1933;1709;-11,6
Provincia de Málaga;6.-TRÁFICO DE DROGAS (EU);613;642;4,7
Provincia de Málaga;7.-DAÑOS;6548;5473;-16,4
Provincia de Málaga;8.-HURTOS;27069;22236;-17,9
Municipio de Benalmádena;1.-DELITOS Y FALTAS (EU);4175;3478;-16,7
Municipio de Benalmádena;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Municipio de Benalmádena;3.-DELINCUENCIA VIOLENTA (EU);145;87;-40,0
Municipio de Benalmádena;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);101;59;-41,6
Municipio de Benalmádena;4.-ROBOS CON FUERZA;594;347;-41,6
Municipio de Benalmádena;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);241;164;-32,0
Municipio de Benalmádena;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);87;79;-9,2
Municipio de Benalmádena;6.-TRÁFICO DE DROGAS (EU);35;13;-62,9
Municipio de Benalmádena;7.-DAÑOS;471;421;-10,6
Municipio de Benalmádena;8.-HURTOS;1757;1330;-24,3
Municipio de Estepona;1.-DELITOS Y FALTAS (EU);2688;2659;-1,1
Municipio de Estepona;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;1;-50,0
Municipio de Estepona;3.-DELINCUENCIA VIOLENTA (EU);66;76;15,2
Municipio de Estepona;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);43;50;16,3
Municipio de Estepona;4.-ROBOS CON FUERZA;547;555;1,5
Municipio de Estepona;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);223;253;13,5
Municipio de Estepona;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);71;98;38,0
Municipio de Estepona;6.-TRÁFICO DE DROGAS (EU);30;37;23,3
Municipio de Estepona;7.-DAÑOS;337;300;-11,0
Municipio de Estepona;8.-HURTOS;792;779;-1,6
Municipio de Fuengirola;1.-DELITOS Y FALTAS (EU);5816;4737;-18,6
Municipio de Fuengirola;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100,0
Municipio de Fuengirola;3.-DELINCUENCIA VIOLENTA (EU);326;219;-32,8
Municipio de Fuengirola;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);252;151;-40,1
Municipio de Fuengirola;4.-ROBOS CON FUERZA;639;510;-20,2
Municipio de Fuengirola;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);242;192;-20,7
Municipio de Fuengirola;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);195;152;-22,1
Municipio de Fuengirola;6.-TRÁFICO DE DROGAS (EU);54;67;24,1
Municipio de Fuengirola;7.-DAÑOS;592;457;-22,8
Municipio de Fuengirola;8.-HURTOS;2528;1900;-24,8
Municipio de Málaga;1.-DELITOS Y FALTAS (EU);23091;20626;-10,7
Municipio de Málaga;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;3;0,0
Municipio de Málaga;3.-DELINCUENCIA VIOLENTA (EU);928;769;-17,1
Municipio de Málaga;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);690;568;-17,7
Municipio de Málaga;4.-ROBOS CON FUERZA;2622;1989;-24,1
Municipio de Málaga;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);719;497;-30,9
Municipio de Málaga;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);765;593;-22,5
Municipio de Málaga;6.-TRÁFICO DE DROGAS (EU);219;215;-1,8
Municipio de Málaga;7.-DAÑOS;1731;1308;-24,4
Municipio de Málaga;8.-HURTOS;9836;9141;-7,1
Municipio de Marbella;1.-DELITOS Y FALTAS (EU);10152;7879;-22,4
Municipio de Marbella;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;5;400,0
Municipio de Marbella;3.-DELINCUENCIA VIOLENTA (EU);318;290;-8,8
Municipio de Marbella;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);238;219;-8,0
Municipio de Marbella;4.-ROBOS CON FUERZA;1433;1400;-2,3
Municipio de Marbella;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);548;453;-17,3
Municipio de Marbella;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);249;272;9,2
Municipio de Marbella;6.-TRÁFICO DE DROGAS (EU);57;57;0,0
Municipio de Marbella;7.-DAÑOS;828;633;-23,6
Municipio de Marbella;8.-HURTOS;4524;2901;-35,9
Municipio de Mijas;1.-DELITOS Y FALTAS (EU);4563;4141;-9,2
Municipio de Mijas;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;0;-100,0
Municipio de Mijas;3.-DELINCUENCIA VIOLENTA (EU);141;93;-34,0
Municipio de Mijas;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);120;67;-44,2
Municipio de Mijas;4.-ROBOS CON FUERZA;1171;1024;-12,6
Municipio de Mijas;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);528;492;-6,8
Municipio de Mijas;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);176;163;-7,4
Municipio de Mijas;6.-TRÁFICO DE DROGAS (EU);31;42;35,5
Municipio de Mijas;7.-DAÑOS;557;508;-8,8
Municipio de Mijas;8.-HURTOS;1344;1225;-8,9
Municipio de Vélez-Málaga;1.-DELITOS Y FALTAS (EU);2666;2135;-19,9
