TERRITORIO;TIPOLOGÍA PENAL;2013;2014;Var. % 14/13
Municipio de Sanlúcar de Barrameda;4.-ROBOS CON FUERZA;408;487;19,4
Municipio de Sanlúcar de Barrameda;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);174;187;7,5
Municipio de Sanlúcar de Barrameda;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);119;143;20,2
Municipio de Sanlúcar de Barrameda;6.-TRÁFICO DE DROGAS (EU);16;24;50,0
Municipio de Sanlúcar de Barrameda;7.-DAÑOS;330;326;-1,2
Municipio de Sanlúcar de Barrameda;8.-HURTOS;1050;962;-8,4
Provincia de Córdoba;1.-DELITOS Y FALTAS (EU);28713;27139;-5,5
Provincia de Córdoba;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);5;3;-40,0
Provincia de Córdoba;3.-DELINCUENCIA VIOLENTA (EU);1030;794;-22,9
Provincia de Córdoba;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);857;581;-32,2
Provincia de Córdoba;4.-ROBOS CON FUERZA;5307;4562;-14,0
Provincia de Córdoba;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);1553;1228;-20,9
Provincia de Córdoba;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);460;360;-21,7
Provincia de Córdoba;6.-TRÁFICO DE DROGAS (EU);190;164;-13,7
Provincia de Córdoba;7.-DAÑOS;3091;2677;-13,4
Provincia de Córdoba;8.-HURTOS;9471;8473;-10,5
Municipio de Córdoba;1.-DELITOS Y FALTAS (EU);16531;16087;-2,7
Municipio de Córdoba;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;2;0,0
Municipio de Córdoba;3.-DELINCUENCIA VIOLENTA (EU);770;540;-29,9
Municipio de Córdoba;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);704;461;-34,5
Municipio de Córdoba;4.-ROBOS CON FUERZA;2302;2019;-12,3
Municipio de Córdoba;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);701;558;-20,4
Municipio de Córdoba;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);299;232;-22,4
Municipio de Córdoba;6.-TRÁFICO DE DROGAS (EU);100;97;-3,0
Municipio de Córdoba;7.-DAÑOS;1715;1551;-9,6
Municipio de Córdoba;8.-HURTOS;6173;5601;-9,3
Provincia de Granada;1.-DELITOS Y FALTAS (EU);36662;34186;-6,8
Provincia de Granada;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);6;9;50,0
Provincia de Granada;3.-DELINCUENCIA VIOLENTA (EU);1616;1224;-24,3
Provincia de Granada;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);1352;917;-32,2
Provincia de Granada;4.-ROBOS CON FUERZA;6408;5468;-14,7
Provincia de Granada;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);2203;2136;-3,0
Provincia de Granada;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);1061;804;-24,2
Provincia de Granada;6.-TRÁFICO DE DROGAS (EU);352;401;13,9
Provincia de Granada;7.-DAÑOS;3774;3796;0,6
Provincia de Granada;8.-HURTOS;12279;10907;-11,2
Municipio de Granada;1.-DELITOS Y FALTAS (EU);15236;13447;-11,7
Municipio de Granada;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0,0
Municipio de Granada;3.-DELINCUENCIA VIOLENTA (EU);1057;770;-27,2
Municipio de Granada;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);934;636;-31,9
Municipio de Granada;4.-ROBOS CON FUERZA;1954;1369;-29,9
Municipio de Granada;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);515;444;-13,8
Municipio de Granada;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);518;348;-32,8
Municipio de Granada;6.-TRÁFICO DE DROGAS (EU);88;111;26,1
Municipio de Granada;7.-DAÑOS;1293;1243;-3,9
Municipio de Granada;8.-HURTOS;6432;5503;-14,4
Municipio de Motril;1.-DELITOS Y FALTAS (EU);2859;2710;-5,2
Municipio de Motril;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Motril;3.-DELINCUENCIA VIOLENTA (EU);90;74;-17,8
Municipio de Motril;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);73;46;-37,0
Municipio de Motril;4.-ROBOS CON FUERZA;481;541;12,5
Municipio de Motril;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);160;185;15,6
Municipio de Motril;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);68;56;-17,6
Municipio de Motril;6.-TRÁFICO DE DROGAS (EU);48;48;0,0
Municipio de Motril;7.-DAÑOS;349;338;-3,2
Municipio de Motril;8.-HURTOS;785;683;-13,0
Provincia de Huelva;1.-DELITOS Y FALTAS (EU);21678;21028;-3,0
Provincia de Huelva;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;5;150,0
Provincia de Huelva;3.-DELINCUENCIA VIOLENTA (EU);717;643;-10,3
Provincia de Huelva;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);429;370;-13,8
Provincia de Huelva;4.-ROBOS CON FUERZA;4481;4243;-5,3
Provincia de Huelva;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);1628;1550;-4,8
Provincia de Huelva;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);332;346;4,2
Provincia de Huelva;6.-TRÁFICO DE DROGAS (EU);169;156;-7,7
Provincia de Huelva;7.-DAÑOS;1430;1340;-6,3
Provincia de Huelva;8.-HURTOS;6907;6379;-7,6
Municipio de Huelva;1.-DELITOS Y FALTAS (EU);8628;8266;-4,2
Municipio de Huelva;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0,0
Municipio de Huelva;3.-DELINCUENCIA VIOLENTA (EU);337;319;-5,3
Municipio de Huelva;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);257;232;-9,7
Municipio de Huelva;4.-ROBOS CON FUERZA;1007;1014;0,7
Municipio de Huelva;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);173;174;0,6
Municipio de Huelva;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);81;82;1,2
Municipio de Huelva;6.-TRÁFICO DE DROGAS (EU);43;45;4,7
Municipio de Huelva;7.-DAÑOS;778;667;-14,3
Municipio de Huelva;8.-HURTOS;3684;3283;-10,9
Provincia de Jaén;1.-DELITOS Y FALTAS (EU);17913;17870;-0,2
Provincia de Jaén;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);6;3;-50,0
Provincia de Jaén;3.-DELINCUENCIA VIOLENTA (EU);670;557;-16,9
Provincia de Jaén;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);528;408;-22,7
Provincia de Jaén;4.-ROBOS CON FUERZA;2917;2920;0,1
Provincia de Jaén;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);781;823;5,4
Provincia de Jaén;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);377;316;-16,2
Provincia de Jaén;6.-TRÁFICO DE DROGAS (EU);137;97;-29,2
Provincia de Jaén;7.-DAÑOS;2092;2001;-4,3
Provincia de Jaén;8.-HURTOS;5235;4976;-4,9
Municipio de Jaén;1.-DELITOS Y FALTAS (EU);5331;5064;-5,0
Municipio de Jaén;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;0;-100,0
Municipio de Jaén;3.-DELINCUENCIA VIOLENTA (EU);360;241;-33,1
Municipio de Jaén;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);311;212;-31,8
Municipio de Jaén;4.-ROBOS CON FUERZA;716;747;4,3
Municipio de Jaén;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);157;164;4,5
Municipio de Jaén;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);181;150;-17,1
Municipio de Jaén;6.-TRÁFICO DE DROGAS (EU);20;17;-15,0
Municipio de Jaén;7.-DAÑOS;632;591;-6,5
Municipio de Jaén;8.-HURTOS;1850;1626;-12,1
Municipio de Linares;1.-DELITOS Y FALTAS (EU);2229;2289;2,7
Municipio de Linares;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Linares;3.-DELINCUENCIA VIOLENTA (EU);87;82;-5,7
Municipio de Linares;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);79;71;-10,1
Municipio de Linares;4.-ROBOS CON FUERZA;291;320;10,0
Municipio de Linares;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);65;117;80,0
Municipio de Linares;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);49;33;-32,7
Municipio de Linares;6.-TRÁFICO DE DROGAS (EU);16;11;-31,3
Municipio de Linares;7.-DAÑOS;274;253;-7,7
Municipio de Linares;8.-HURTOS;780;808;3,6
Provincia de Málaga;1.-DELITOS Y FALTAS (EU);88670;78154;-11,9
Provincia de Málaga;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);18;18;0,0
Provincia de Málaga;3.-DELINCUENCIA VIOLENTA (EU);3080;2551;-17,2
Provincia de Málaga;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);2222;1764;-20,6
Provincia de Málaga;4.-ROBOS CON FUERZA;13731;11320;-17,6
Provincia de Málaga;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);5073;4212;-17,0
Provincia de Málaga;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);2484;2251;-9,4
Provincia de Málaga;6.-TRÁFICO DE DROGAS (EU);789;810;2,7
Provincia de Málaga;7.-DAÑOS;8311;7204;-13,3
Provincia de Málaga;8.-HURTOS;34000;28474;-16,3
Municipio de Benalmádena;1.-DELITOS Y FALTAS (EU);5267;4415;-16,2
Municipio de Benalmádena;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Municipio de Benalmádena;3.-DELINCUENCIA VIOLENTA (EU);165;101;-38,8
Municipio de Benalmádena;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);116;69;-40,5
Municipio de Benalmádena;4.-ROBOS CON FUERZA;731;460;-37,1
Municipio de Benalmádena;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);292;211;-27,7
Municipio de Benalmádena;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);125;96;-23,2
Municipio de Benalmádena;6.-TRÁFICO DE DROGAS (EU);48;24;-50,0
Municipio de Benalmádena;7.-DAÑOS;604;543;-10,1
Municipio de Benalmádena;8.-HURTOS;2166;1644;-24,1
Municipio de Estepona;1.-DELITOS Y FALTAS (EU);3410;3420;0,3
Municipio de Estepona;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;1;-50,0
Municipio de Estepona;3.-DELINCUENCIA VIOLENTA (EU);83;98;18,1
Municipio de Estepona;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);55;56;1,8
Municipio de Estepona;4.-ROBOS CON FUERZA;717;685;-4,5
Municipio de Estepona;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);283;315;11,3
Municipio de Estepona;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);90;121;34,4
Municipio de Estepona;6.-TRÁFICO DE DROGAS (EU);40;50;25,0
Municipio de Estepona;7.-DAÑOS;428;389;-9,1
Municipio de Estepona;8.-HURTOS;987;994;0,7
Municipio de Fuengirola;1.-DELITOS Y FALTAS (EU);7238;6256;-13,6
Municipio de Fuengirola;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;1;-50,0
Municipio de Fuengirola;3.-DELINCUENCIA VIOLENTA (EU);402;298;-25,9
Municipio de Fuengirola;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);305;217;-28,9
Municipio de Fuengirola;4.-ROBOS CON FUERZA;799;672;-15,9
Municipio de Fuengirola;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);294;244;-17,0
Municipio de Fuengirola;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);242;216;-10,7
Municipio de Fuengirola;6.-TRÁFICO DE DROGAS (EU);66;83;25,8
Municipio de Fuengirola;7.-DAÑOS;727;594;-18,3
Municipio de Fuengirola;8.-HURTOS;3140;2561;-18,4
Municipio de Málaga;1.-DELITOS Y FALTAS (EU);29983;27028;-9,9
Municipio de Málaga;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);4;4;0,0
Municipio de Málaga;3.-DELINCUENCIA VIOLENTA (EU);1214;1010;-16,8
Municipio de Málaga;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);890;727;-18,3
Municipio de Málaga;4.-ROBOS CON FUERZA;3412;2583;-24,3
Municipio de Málaga;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);916;628;-31,4
Municipio de Málaga;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);983;794;-19,2
Municipio de Málaga;6.-TRÁFICO DE DROGAS (EU);284;266;-6,3
Municipio de Málaga;7.-DAÑOS;2210;1773;-19,8
Municipio de Málaga;8.-HURTOS;12735;11820;-7,2
Municipio de Marbella;1.-DELITOS Y FALTAS (EU);12772;10193;-20,2
Municipio de Marbella;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;5;400,0
Municipio de Marbella;3.-DELINCUENCIA VIOLENTA (EU);402;382;-5,0
Municipio de Marbella;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);307;287;-6,5
Municipio de Marbella;4.-ROBOS CON FUERZA;1824;1822;-0,1
Municipio de Marbella;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);687;549;-20,1
Municipio de Marbella;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);317;351;10,7
Municipio de Marbella;6.-TRÁFICO DE DROGAS (EU);72;69;-4,2
Municipio de Marbella;7.-DAÑOS;1046;880;-15,9
Municipio de Marbella;8.-HURTOS;5509;3627;-34,2
Municipio de Mijas;1.-DELITOS Y FALTAS (EU);5793;5442;-6,1
Municipio de Mijas;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;0;-100,0
Municipio de Mijas;3.-DELINCUENCIA VIOLENTA (EU);165;126;-23,6
Municipio de Mijas;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);141;96;-31,9
Municipio de Mijas;4.-ROBOS CON FUERZA;1505;1373;-8,8
Municipio de Mijas;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);698;669;-4,2
Municipio de Mijas;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);225;234;4,0
Municipio de Mijas;6.-TRÁFICO DE DROGAS (EU);42;49;16,7
Municipio de Mijas;7.-DAÑOS;707;641;-9,3
Municipio de Mijas;8.-HURTOS;1684;1574;-6,5
Municipio de Vélez-Málaga;1.-DELITOS Y FALTAS (EU);3333;2736;-17,9
