TERRITORIO;TIPOLOGÍA PENAL;2014;2015;Var. % 15/14
Municipio de Utrera;7.-DAÑOS;246;247;0,4
Municipio de Utrera;8.-HURTOS;829;751;-9,4
ARAGÓN;1.-DELITOS Y FALTAS (EU);40460;38436;-5,0
ARAGÓN;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);5;9;80,0
ARAGÓN;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);915;833;-9,0
ARAGÓN;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);1894;1886;-0,4
ARAGÓN;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);406;378;-6,9
ARAGÓN;6.-TRÁFICO DE DROGAS (EU);313;285;-8,9
ARAGÓN;7.-DAÑOS;5754;5352;-7,0
ARAGÓN;8.-HURTOS;12775;12180;-4,7
Provincia de Huesca;1.-DELITOS Y FALTAS (EU);5338;5050;-5,4
Provincia de Huesca;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Provincia de Huesca;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);64;35;-45,3
Provincia de Huesca;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);210;237;12,9
Provincia de Huesca;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);50;55;10,0
Provincia de Huesca;6.-TRÁFICO DE DROGAS (EU);57;44;-22,8
Provincia de Huesca;7.-DAÑOS;740;697;-5,8
Provincia de Huesca;8.-HURTOS;1613;1390;-13,8
Municipio de Huesca;1.-DELITOS Y FALTAS (EU);1200;1175;-2,1
Municipio de Huesca;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Huesca;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);15;10;-33,3
Municipio de Huesca;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);27;32;18,5
Municipio de Huesca;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);13;13;0,0
Municipio de Huesca;6.-TRÁFICO DE DROGAS (EU);16;9;-43,8
Municipio de Huesca;7.-DAÑOS;153;154;0,7
Municipio de Huesca;8.-HURTOS;407;389;-4,4
Provincia de Teruel;1.-DELITOS Y FALTAS (EU);2976;2592;-12,9
Provincia de Teruel;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;2;100,0
Provincia de Teruel;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);37;23;-37,8
Provincia de Teruel;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);194;177;-8,8
Provincia de Teruel;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);29;21;-27,6
Provincia de Teruel;6.-TRÁFICO DE DROGAS (EU);34;20;-41,2
Provincia de Teruel;7.-DAÑOS;493;430;-12,8
Provincia de Teruel;8.-HURTOS;740;543;-26,6
Municipio de Teruel;1.-DELITOS Y FALTAS (EU);779;669;-14,1
Municipio de Teruel;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Municipio de Teruel;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);18;8;-55,6
Municipio de Teruel;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);34;27;-20,6
Municipio de Teruel;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);12;6;-50,0
Municipio de Teruel;6.-TRÁFICO DE DROGAS (EU);11;11;0,0
Municipio de Teruel;7.-DAÑOS;132;99;-25,0
Municipio de Teruel;8.-HURTOS;242;201;-16,9
Provincia de Zaragoza;1.-DELITOS Y FALTAS (EU);32146;30794;-4,2
Provincia de Zaragoza;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);5;6;20,0
Provincia de Zaragoza;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);814;775;-4,8
Provincia de Zaragoza;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);1490;1472;-1,2
Provincia de Zaragoza;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);327;302;-7,6
Provincia de Zaragoza;6.-TRÁFICO DE DROGAS (EU);222;221;-0,5
Provincia de Zaragoza;7.-DAÑOS;4521;4225;-6,5
Provincia de Zaragoza;8.-HURTOS;10422;10247;-1,7
Municipio de Zaragoza;1.-DELITOS Y FALTAS (EU);23268;22656;-2,6
Municipio de Zaragoza;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);5;4;-20,0
Municipio de Zaragoza;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);749;719;-4,0
Municipio de Zaragoza;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);725;788;8,7
Municipio de Zaragoza;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);215;182;-15,3
Municipio de Zaragoza;6.-TRÁFICO DE DROGAS (EU);148;166;12,2
Municipio de Zaragoza;7.-DAÑOS;3239;2992;-7,6
Municipio de Zaragoza;8.-HURTOS;8514;8464;-0,6
ASTURIAS (PRINCIPADO DE);1.-DELITOS Y FALTAS (EU);28430;27013;-5,0
ASTURIAS (PRINCIPADO DE);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);7;4;-42,9
ASTURIAS (PRINCIPADO DE);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);683;603;-11,7
ASTURIAS (PRINCIPADO DE);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);931;955;2,6
ASTURIAS (PRINCIPADO DE);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);484;455;-6,0
ASTURIAS (PRINCIPADO DE);6.-TRÁFICO DE DROGAS (EU);167;154;-7,8
ASTURIAS (PRINCIPADO DE);7.-DAÑOS;3265;3118;-4,5
ASTURIAS (PRINCIPADO DE);8.-HURTOS;8715;8288;-4,9
Municipio de Avilés;1.-DELITOS Y FALTAS (EU);2102;2028;-3,5
Municipio de Avilés;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100,0
Municipio de Avilés;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);71;43;-39,4
Municipio de Avilés;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);60;58;-3,3
Municipio de Avilés;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);74;86;16,2
Municipio de Avilés;6.-TRÁFICO DE DROGAS (EU);12;21;75,0
Municipio de Avilés;7.-DAÑOS;299;248;-17,1
Municipio de Avilés;8.-HURTOS;578;593;2,6
Municipio de Gijón;1.-DELITOS Y FALTAS (EU);6999;6968;-0,4
Municipio de Gijón;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0,0
Municipio de Gijón;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);204;174;-14,7
Municipio de Gijón;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);149;199;33,6
Municipio de Gijón;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);112;95;-15,2
Municipio de Gijón;6.-TRÁFICO DE DROGAS (EU);41;39;-4,9
Municipio de Gijón;7.-DAÑOS;744;727;-2,3
Municipio de Gijón;8.-HURTOS;2335;2094;-10,3
Municipio de Oviedo;1.-DELITOS Y FALTAS (EU);6838;6859;0,3
Municipio de Oviedo;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0,0
Municipio de Oviedo;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);279;274;-1,8
Municipio de Oviedo;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);202;164;-18,8
Municipio de Oviedo;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);103;114;10,7
Municipio de Oviedo;6.-TRÁFICO DE DROGAS (EU);26;36;38,5
Municipio de Oviedo;7.-DAÑOS;692;584;-15,6
Municipio de Oviedo;8.-HURTOS;2822;2879;2,0
Municipio de Siero;1.-DELITOS Y FALTAS (EU);1833;1741;-5,0
Municipio de Siero;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Siero;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);36;30;-16,7
Municipio de Siero;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);80;61;-23,8
Municipio de Siero;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);32;22;-31,3
Municipio de Siero;6.-TRÁFICO DE DROGAS (EU);10;3;-70,0
Municipio de Siero;7.-DAÑOS;183;195;6,6
Municipio de Siero;8.-HURTOS;655;627;-4,3
BALEARS (ILLES);1.-DELITOS Y FALTAS (EU);68747;66728;-2,9
BALEARS (ILLES);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);12;8;-33,3
BALEARS (ILLES);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);1217;1074;-11,8
BALEARS (ILLES);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);3608;3323;-7,9
BALEARS (ILLES);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);1445;1774;22,8
BALEARS (ILLES);6.-TRÁFICO DE DROGAS (EU);560;419;-25,2
BALEARS (ILLES);7.-DAÑOS;4949;4999;1,0
BALEARS (ILLES);8.-HURTOS;29784;27680;-7,1
Isla de Eivissa;1.-DELITOS Y FALTAS (EU);16639;15154;-8,9
Isla de Eivissa;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;1;-66,7
Isla de Eivissa;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);358;276;-22,9
Isla de Eivissa;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);627;711;13,4
Isla de Eivissa;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);461;715;55,1
Isla de Eivissa;6.-TRÁFICO DE DROGAS (EU);252;175;-30,6
Isla de Eivissa;7.-DAÑOS;880;850;-3,4
Isla de Eivissa;8.-HURTOS;8893;7465;-16,1
Municipio de Eivissa;1.-DELITOS Y FALTAS (EU);4177;4004;-4,1
Municipio de Eivissa;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100,0
Municipio de Eivissa;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);97;64;-34,0
Municipio de Eivissa;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);81;69;-14,8
Municipio de Eivissa;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);179;286;59,8
Municipio de Eivissa;6.-TRÁFICO DE DROGAS (EU);106;72;-32,1
Municipio de Eivissa;7.-DAÑOS;213;202;-5,2
Municipio de Eivissa;8.-HURTOS;2067;1851;-10,4
Isla de Formentera;1.-DELITOS Y FALTAS (EU);728;769;5,6
Isla de Formentera;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Isla de Formentera;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);3;3;0,0
Isla de Formentera;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);98;151;54,1
Isla de Formentera;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);59;90;52,5
Isla de Formentera;6.-TRÁFICO DE DROGAS (EU);2;6;200,0
Isla de Formentera;7.-DAÑOS;79;86;8,9
Isla de Formentera;8.-HURTOS;211;185;-12,3
Isla de Mallorca;1.-DELITOS Y FALTAS (EU);48386;48045;-0,7
Isla de Mallorca;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);9;7;-22,2
Isla de Mallorca;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);842;775;-8,0
Isla de Mallorca;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);2724;2344;-14,0
Isla de Mallorca;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);889;932;4,8
Isla de Mallorca;6.-TRÁFICO DE DROGAS (EU);281;221;-21,4
Isla de Mallorca;7.-DAÑOS;3685;3777;2,5
Isla de Mallorca;8.-HURTOS;19720;19180;-2,7
Municipio de Calvià;1.-DELITOS Y FALTAS (EU);5350;5100;-4,7
Municipio de Calvià;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Calvià;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);142;160;12,7
Municipio de Calvià;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);252;258;2,4
Municipio de Calvià;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);53;44;-17,0
Municipio de Calvià;6.-TRÁFICO DE DROGAS (EU);78;41;-47,4
Municipio de Calvià;7.-DAÑOS;335;345;3,0
Municipio de Calvià;8.-HURTOS;2478;2377;-4,1
Municipio de Palma;1.-DELITOS Y FALTAS (EU);26402;26568;0,6
Municipio de Palma;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;7;250,0
Municipio de Palma;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);559;483;-13,6
Municipio de Palma;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);756;601;-20,5
Municipio de Palma;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);592;645;9,0
Municipio de Palma;6.-TRÁFICO DE DROGAS (EU);112;92;-17,9
Municipio de Palma;7.-DAÑOS;1959;1962;0,2
Municipio de Palma;8.-HURTOS;11395;11021;-3,3
Isla de Menorca;1.-DELITOS Y FALTAS (EU);2994;2760;-7,8
Isla de Menorca;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Isla de Menorca;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);14;20;42,9
Isla de Menorca;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);159;117;-26,4
Isla de Menorca;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);36;37;2,8
Isla de Menorca;6.-TRÁFICO DE DROGAS (EU);25;17;-32,0
Isla de Menorca;7.-DAÑOS;305;286;-6,2
Isla de Menorca;8.-HURTOS;960;850;-11,5
CANARIAS;1.-DELITOS Y FALTAS (EU);90133;89550;-0,6
CANARIAS;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);12;20;66,7
CANARIAS;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);1628;1536;-5,7
CANARIAS;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);3609;3393;-6,0
CANARIAS;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);1822;1680;-7,8
CANARIAS;6.-TRÁFICO DE DROGAS (EU);557;568;2,0
CANARIAS;7.-DAÑOS;7170;7180;0,1
CANARIAS;8.-HURTOS;30658;30260;-1,3
Provincia de Palmas (Las);1.-DELITOS Y FALTAS (EU);48543;47177;-2,8
Provincia de Palmas (Las);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);6;15;150,0
Provincia de Palmas (Las);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);918;781;-14,9
Provincia de Palmas (Las);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);1423;1463;2,8
Provincia de Palmas (Las);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);900;883;-1,9
Provincia de Palmas (Las);6.-TRÁFICO DE DROGAS (EU);328;344;4,9
Provincia de Palmas (Las);7.-DAÑOS;4038;4049;0,3
Provincia de Palmas (Las);8.-HURTOS;15499;14967;-3,4
Isla de Fuerteventura;1.-DELITOS Y FALTAS (EU);4716;4916;4,2
Isla de Fuerteventura;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;2;100,0
Isla de Fuerteventura;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);54;62;14,8
Isla de Fuerteventura;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);210;218;3,8
Isla de Fuerteventura;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);57;80;40,4
Isla de Fuerteventura;6.-TRÁFICO DE DROGAS (EU);32;37;15,6
Isla de Fuerteventura;7.-DAÑOS;434;434;0,0
Isla de Fuerteventura;8.-HURTOS;1472;1515;2,9
Isla de Gran Canaria;1.-DELITOS Y FALTAS (EU);36868;35376;-4,0
Isla de Gran Canaria;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);5;10;100,0
Isla de Gran Canaria;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);731;603;-17,5
Isla de Gran Canaria;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);898;936;4,2
Isla de Gran Canaria;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);745;670;-10,1
Isla de Gran Canaria;6.-TRÁFICO DE DROGAS (EU);253;268;5,9
Isla de Gran Canaria;7.-DAÑOS;3008;2980;-0,9
Isla de Gran Canaria;8.-HURTOS;11706;11419;-2,5
Municipio de Palmas de Gran Canaria (Las);1.-DELITOS Y FALTAS (EU);16906;16559;-2,1
Municipio de Palmas de Gran Canaria (Las);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);5;3;-40,0
Municipio de Palmas de Gran Canaria (Las);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);495;353;-28,7
Municipio de Palmas de Gran Canaria (Las);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);285;348;22,1
Municipio de Palmas de Gran Canaria (Las);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);417;376;-9,8
Municipio de Palmas de Gran Canaria (Las);6.-TRÁFICO DE DROGAS (EU);180;194;7,8
Municipio de Palmas de Gran Canaria (Las);7.-DAÑOS;1296;1348;4,0
Municipio de Palmas de Gran Canaria (Las);8.-HURTOS;5730;5828;1,7
Municipio de San Bartolomé de Tirajana;1.-DELITOS Y FALTAS (EU);4994;4759;-4,7
Municipio de San Bartolomé de Tirajana;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;2;100,0
Municipio de San Bartolomé de Tirajana;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);96;94;-2,1
Municipio de San Bartolomé de Tirajana;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);130;97;-25,4
Municipio de San Bartolomé de Tirajana;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);67;66;-1,5
Municipio de San Bartolomé de Tirajana;6.-TRÁFICO DE DROGAS (EU);24;25;4,2
Municipio de San Bartolomé de Tirajana;7.-DAÑOS;326;307;-5,8
Municipio de San Bartolomé de Tirajana;8.-HURTOS;2324;2164;-6,9
Municipio de Santa Lucía de Tirajana;1.-DELITOS Y FALTAS (EU);2568;2744;6,9
Municipio de Santa Lucía de Tirajana;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Municipio de Santa Lucía de Tirajana;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);13;42;223,1
Municipio de Santa Lucía de Tirajana;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);90;96;6,7
Municipio de Santa Lucía de Tirajana;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);28;44;57,1
Municipio de Santa Lucía de Tirajana;6.-TRÁFICO DE DROGAS (EU);8;5;-37,5
Municipio de Santa Lucía de Tirajana;7.-DAÑOS;226;249;10,2
Municipio de Santa Lucía de Tirajana;8.-HURTOS;655;719;9,8
Municipio de Telde;1.-DELITOS Y FALTAS (EU);4399;4521;2,8
Municipio de Telde;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;3;100,0
Municipio de Telde;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);64;64;0,0
Municipio de Telde;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);113;154;36,3
Municipio de Telde;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);112;99;-11,6
Municipio de Telde;6.-TRÁFICO DE DROGAS (EU);19;20;5,3
Municipio de Telde;7.-DAÑOS;351;377;7,4
Municipio de Telde;8.-HURTOS;1005;993;-1,2
Isla de Lanzarote;1.-DELITOS Y FALTAS (EU);6959;6885;-1,1
Isla de Lanzarote;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;3;200,0
Isla de Lanzarote;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);133;116;-12,8
Isla de Lanzarote;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);315;309;-1,9
Isla de Lanzarote;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);98;133;35,7
Isla de Lanzarote;6.-TRÁFICO DE DROGAS (EU);43;39;-9,3
Isla de Lanzarote;7.-DAÑOS;596;635;6,5
Isla de Lanzarote;8.-HURTOS;2321;2033;-12,4
Municipio de Arrecife;1.-DELITOS Y FALTAS (EU);2226;2482;11,5
Municipio de Arrecife;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;3;100,0
Municipio de Arrecife;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);69;65;-5,8
Municipio de Arrecife;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);48;79;64,6
Municipio de Arrecife;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);55;88;60,0
Municipio de Arrecife;6.-TRÁFICO DE DROGAS (EU);16;13;-18,8
Municipio de Arrecife;7.-DAÑOS;237;282;19,0
Municipio de Arrecife;8.-HURTOS;575;551;-4,2
Provincia de Santa Cruz de Tenerife;1.-DELITOS Y FALTAS (EU);41590;42373;1,9
Provincia de Santa Cruz de Tenerife;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);6;5;-16,7
Provincia de Santa Cruz de Tenerife;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);710;755;6,3
Provincia de Santa Cruz de Tenerife;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);2186;1930;-11,7
Provincia de Santa Cruz de Tenerife;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);922;797;-13,6
Provincia de Santa Cruz de Tenerife;6.-TRÁFICO DE DROGAS (EU);229;224;-2,2
Provincia de Santa Cruz de Tenerife;7.-DAÑOS;3132;3131;0,0
Provincia de Santa Cruz de Tenerife;8.-HURTOS;15159;15293;0,9
Isla de Gomera (La);1.-DELITOS Y FALTAS (EU);392;320;-18,4
Isla de Gomera (La);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Isla de Gomera (La);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);0;0;0,0
Isla de Gomera (La);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);12;3;-75,0
Isla de Gomera (La);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);4;2;-50,0
Isla de Gomera (La);6.-TRÁFICO DE DROGAS (EU);12;2;-83,3
Isla de Gomera (La);7.-DAÑOS;65;64;-1,5
Isla de Gomera (La);8.-HURTOS;76;49;-35,5
Isla de Hierro (El);1.-DELITOS Y FALTAS (EU);190;138;-27,4
Isla de Hierro (El);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Isla de Hierro (El);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);0;1;100,0
Isla de Hierro (El);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);8;6;-25,0
Isla de Hierro (El);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);0;1;100,0
Isla de Hierro (El);6.-TRÁFICO DE DROGAS (EU);3;0;-100,0
Isla de Hierro (El);7.-DAÑOS;15;15;0,0
Isla de Hierro (El);8.-HURTOS;28;28;0,0
Isla de Palma (La);1.-DELITOS Y FALTAS (EU);2199;1955;-11,1
Isla de Palma (La);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;2;100,0
Isla de Palma (La);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);16;14;-12,5
Isla de Palma (La);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);96;119;24,0
Isla de Palma (La);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);28;18;-35,7
Isla de Palma (La);6.-TRÁFICO DE DROGAS (EU);12;13;8,3
Isla de Palma (La);7.-DAÑOS;244;223;-8,6
Isla de Palma (La);8.-HURTOS;607;504;-17,0
Isla de Tenerife;1.-DELITOS Y FALTAS (EU);38809;39960;3,0
Isla de Tenerife;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);6;3;-50,0
Isla de Tenerife;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);694;740;6,6
Isla de Tenerife;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);2070;1802;-12,9
Isla de Tenerife;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);890;776;-12,8
Isla de Tenerife;6.-TRÁFICO DE DROGAS (EU);202;209;3,5
Isla de Tenerife;7.-DAÑOS;2808;2829;0,7
Isla de Tenerife;8.-HURTOS;14448;14712;1,8
Municipio de Arona;1.-DELITOS Y FALTAS (EU);5328;5443;2,2
Municipio de Arona;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;0;-100,0
Municipio de Arona;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);141;131;-7,1
Municipio de Arona;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);297;282;-5,1
Municipio de Arona;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);118;120;1,7
Municipio de Arona;6.-TRÁFICO DE DROGAS (EU);25;35;40,0
Municipio de Arona;7.-DAÑOS;321;292;-9,0
Municipio de Arona;8.-HURTOS;2466;2304;-6,6
Municipio de San Cristóbal de la Laguna;1.-DELITOS Y FALTAS (EU);5945;6011;1,1
Municipio de San Cristóbal de la Laguna;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;0;-100,0
Municipio de San Cristóbal de la Laguna;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);131;155;18,3
Municipio de San Cristóbal de la Laguna;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);339;274;-19,2
Municipio de San Cristóbal de la Laguna;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);185;155;-16,2
Municipio de San Cristóbal de la Laguna;6.-TRÁFICO DE DROGAS (EU);37;44;18,9
Municipio de San Cristóbal de la Laguna;7.-DAÑOS;508;548;7,9
Municipio de San Cristóbal de la Laguna;8.-HURTOS;1746;1783;2,1
Municipio de Santa Cruz de Tenerife;1.-DELITOS Y FALTAS (EU);9145;10088;10,3
Municipio de Santa Cruz de Tenerife;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0,0
Municipio de Santa Cruz de Tenerife;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);193;247;28,0
Municipio de Santa Cruz de Tenerife;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);363;317;-12,7
Municipio de Santa Cruz de Tenerife;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);245;197;-19,6
Municipio de Santa Cruz de Tenerife;6.-TRÁFICO DE DROGAS (EU);59;47;-20,3
Municipio de Santa Cruz de Tenerife;7.-DAÑOS;753;765;1,6
Municipio de Santa Cruz de Tenerife;8.-HURTOS;3132;3671;17,2
CANTABRIA;1.-DELITOS Y FALTAS (EU);17187;16746;-2,6
CANTABRIA;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;3;0,0
