TERRITORIO;TIPOLOGÍA PENAL;2013;2014;Var. % 14/13
Municipio de Algeciras;7.-DAÑOS;385;373;-3,1
Municipio de Algeciras;8.-HURTOS;923;890;-3,6
Municipio de Cádiz;1.-DELITOS Y FALTAS (EU);2.899;3.015;4,0
Municipio de Cádiz;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Cádiz;3.-DELINCUENCIA VIOLENTA (EU);64;86;34,4
Municipio de Cádiz;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);46;60;30,4
Municipio de Cádiz;4.-ROBOS CON FUERZA;211;178;-15,6
Municipio de Cádiz;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);32;35;9,4
Municipio de Cádiz;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);101;166;64,4
Municipio de Cádiz;6.-TRÁFICO DE DROGAS (EU);16;47;193,8
Municipio de Cádiz;7.-DAÑOS;245;247;0,8
Municipio de Cádiz;8.-HURTOS;1.282;1.200;-6,4
Municipio de Chiclana de la Frontera;1.-DELITOS Y FALTAS (EU);2.220;1.947;-12,3
Municipio de Chiclana de la Frontera;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;2;100,0
Municipio de Chiclana de la Frontera;3.-DELINCUENCIA VIOLENTA (EU);36;40;11,1
Municipio de Chiclana de la Frontera;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);25;27;8,0
Municipio de Chiclana de la Frontera;4.-ROBOS CON FUERZA;725;503;-30,6
Municipio de Chiclana de la Frontera;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);428;303;-29,2
Municipio de Chiclana de la Frontera;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);57;47;-17,5
Municipio de Chiclana de la Frontera;6.-TRÁFICO DE DROGAS (EU);9;21;133,3
Municipio de Chiclana de la Frontera;7.-DAÑOS;261;215;-17,6
Municipio de Chiclana de la Frontera;8.-HURTOS;642;580;-9,7
Municipio de Jerez de la Frontera;1.-DELITOS Y FALTAS (EU);5.424;5.654;4,2
Municipio de Jerez de la Frontera;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;2;100,0
Municipio de Jerez de la Frontera;3.-DELINCUENCIA VIOLENTA (EU);198;202;2,0
Municipio de Jerez de la Frontera;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);156;163;4,5
Municipio de Jerez de la Frontera;4.-ROBOS CON FUERZA;692;661;-4,5
Municipio de Jerez de la Frontera;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);210;197;-6,2
Municipio de Jerez de la Frontera;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);95;115;21,1
Municipio de Jerez de la Frontera;6.-TRÁFICO DE DROGAS (EU);12;22;83,3
Municipio de Jerez de la Frontera;7.-DAÑOS;523;564;7,8
Municipio de Jerez de la Frontera;8.-HURTOS;2.169;2.174;0,2
Municipio de Línea de la Concepción (La);1.-DELITOS Y FALTAS (EU);1.456;1.618;11,1
Municipio de Línea de la Concepción (La);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0,0
Municipio de Línea de la Concepción (La);3.-DELINCUENCIA VIOLENTA (EU);83;70;-15,7
Municipio de Línea de la Concepción (La);3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);46;46;0,0
Municipio de Línea de la Concepción (La);4.-ROBOS CON FUERZA;166;129;-22,3
Municipio de Línea de la Concepción (La);4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);47;47;0,0
Municipio de Línea de la Concepción (La);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);70;71;1,4
Municipio de Línea de la Concepción (La);6.-TRÁFICO DE DROGAS (EU);15;19;26,7
Municipio de Línea de la Concepción (La);7.-DAÑOS;177;213;20,3
Municipio de Línea de la Concepción (La);8.-HURTOS;343;318;-7,3
Municipio de Puerto de Santa María (El);1.-DELITOS Y FALTAS (EU);2.312;2.200;-4,8
Municipio de Puerto de Santa María (El);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Puerto de Santa María (El);3.-DELINCUENCIA VIOLENTA (EU);72;62;-13,9
Municipio de Puerto de Santa María (El);3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);51;42;-17,6
Municipio de Puerto de Santa María (El);4.-ROBOS CON FUERZA;306;274;-10,5
Municipio de Puerto de Santa María (El);4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);76;81;6,6
Municipio de Puerto de Santa María (El);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);46;50;8,7
Municipio de Puerto de Santa María (El);6.-TRÁFICO DE DROGAS (EU);5;20;300,0
Municipio de Puerto de Santa María (El);7.-DAÑOS;365;317;-13,2
Municipio de Puerto de Santa María (El);8.-HURTOS;814;774;-4,9
Municipio de San Fernando;1.-DELITOS Y FALTAS (EU);1.812;1.698;-6,3
Municipio de San Fernando;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de San Fernando;3.-DELINCUENCIA VIOLENTA (EU);49;36;-26,5
Municipio de San Fernando;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);39;22;-43,6
Municipio de San Fernando;4.-ROBOS CON FUERZA;176;168;-4,5
Municipio de San Fernando;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);33;49;48,5
Municipio de San Fernando;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);59;45;-23,7
Municipio de San Fernando;6.-TRÁFICO DE DROGAS (EU);5;7;40,0
Municipio de San Fernando;7.-DAÑOS;176;177;0,6
Municipio de San Fernando;8.-HURTOS;769;673;-12,5
Municipio de Sanlúcar de Barrameda;1.-DELITOS Y FALTAS (EU);1.240;1.285;3,6
Municipio de Sanlúcar de Barrameda;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Sanlúcar de Barrameda;3.-DELINCUENCIA VIOLENTA (EU);52;46;-11,5
Municipio de Sanlúcar de Barrameda;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);43;31;-27,9
Municipio de Sanlúcar de Barrameda;4.-ROBOS CON FUERZA;179;250;39,7
Municipio de Sanlúcar de Barrameda;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);84;94;11,9
Municipio de Sanlúcar de Barrameda;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);50;75;50,0
Municipio de Sanlúcar de Barrameda;6.-TRÁFICO DE DROGAS (EU);5;16;220,0
Municipio de Sanlúcar de Barrameda;7.-DAÑOS;150;150;0,0
Municipio de Sanlúcar de Barrameda;8.-HURTOS;470;475;1,1
Provincia de Córdoba;1.-DELITOS Y FALTAS (EU);15.354;14.067;-8,4
Provincia de Córdoba;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);4;3;-25,0
Provincia de Córdoba;3.-DELINCUENCIA VIOLENTA (EU);586;399;-31,9
Provincia de Córdoba;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);501;290;-42,1
Provincia de Córdoba;4.-ROBOS CON FUERZA;2.921;2.524;-13,6
Provincia de Córdoba;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);795;743;-6,5
Provincia de Córdoba;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);260;178;-31,5
Provincia de Córdoba;6.-TRÁFICO DE DROGAS (EU);52;95;82,7
Provincia de Córdoba;7.-DAÑOS;1.634;1.406;-14,0
Provincia de Córdoba;8.-HURTOS;5.253;4.535;-13,7
Municipio de Córdoba;1.-DELITOS Y FALTAS (EU);8.821;8.420;-4,5
Municipio de Córdoba;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;2;0,0
Municipio de Córdoba;3.-DELINCUENCIA VIOLENTA (EU);440;283;-35,7
Municipio de Córdoba;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);404;241;-40,3
Municipio de Córdoba;4.-ROBOS CON FUERZA;1.257;1.141;-9,2
Municipio de Córdoba;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);334;343;2,7
Municipio de Córdoba;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);166;113;-31,9
Municipio de Córdoba;6.-TRÁFICO DE DROGAS (EU);35;72;105,7
Municipio de Córdoba;7.-DAÑOS;903;801;-11,3
Municipio de Córdoba;8.-HURTOS;3.409;3.054;-10,4
Provincia de Granada;1.-DELITOS Y FALTAS (EU);19.294;17.307;-10,3
Provincia de Granada;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);4;5;25,0
Provincia de Granada;3.-DELINCUENCIA VIOLENTA (EU);867;619;-28,6
Provincia de Granada;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);734;478;-34,9
Provincia de Granada;4.-ROBOS CON FUERZA;3.526;2.927;-17,0
Provincia de Granada;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);1.167;1.147;-1,7
Provincia de Granada;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);520;414;-20,4
Provincia de Granada;6.-TRÁFICO DE DROGAS (EU);132;165;25,0
Provincia de Granada;7.-DAÑOS;1.977;1.957;-1,0
Provincia de Granada;8.-HURTOS;6.614;5.541;-16,2
Municipio de Granada;1.-DELITOS Y FALTAS (EU);8.342;7.124;-14,6
Municipio de Granada;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Municipio de Granada;3.-DELINCUENCIA VIOLENTA (EU);600;407;-32,2
Municipio de Granada;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);539;340;-36,9
Municipio de Granada;4.-ROBOS CON FUERZA;1.159;771;-33,5
Municipio de Granada;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);276;227;-17,8
Municipio de Granada;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);266;196;-26,3
Municipio de Granada;6.-TRÁFICO DE DROGAS (EU);45;57;26,7
Municipio de Granada;7.-DAÑOS;705;657;-6,8
Municipio de Granada;8.-HURTOS;3.597;2.991;-16,8
Municipio de Motril;1.-DELITOS Y FALTAS (EU);1.453;1.233;-15,1
Municipio de Motril;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Motril;3.-DELINCUENCIA VIOLENTA (EU);45;38;-15,6
Municipio de Motril;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);39;24;-38,5
Municipio de Motril;4.-ROBOS CON FUERZA;256;252;-1,6
Municipio de Motril;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);82;104;26,8
Municipio de Motril;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);27;22;-18,5
Municipio de Motril;6.-TRÁFICO DE DROGAS (EU);13;26;100,0
Municipio de Motril;7.-DAÑOS;176;166;-5,7
Municipio de Motril;8.-HURTOS;383;288;-24,8
Provincia de Huelva;1.-DELITOS Y FALTAS (EU);11.061;10.524;-4,9
Provincia de Huelva;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Provincia de Huelva;3.-DELINCUENCIA VIOLENTA (EU);339;331;-2,4
Provincia de Huelva;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);207;197;-4,8
Provincia de Huelva;4.-ROBOS CON FUERZA;2.260;2.204;-2,5
Provincia de Huelva;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);906;837;-7,6
Provincia de Huelva;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);159;187;17,6
Provincia de Huelva;6.-TRÁFICO DE DROGAS (EU);61;69;13,1
Provincia de Huelva;7.-DAÑOS;794;694;-12,6
Provincia de Huelva;8.-HURTOS;3.592;3.172;-11,7
Municipio de Huelva;1.-DELITOS Y FALTAS (EU);4.588;4.031;-12,1
Municipio de Huelva;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Huelva;3.-DELINCUENCIA VIOLENTA (EU);187;166;-11,2
Municipio de Huelva;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);148;128;-13,5
Municipio de Huelva;4.-ROBOS CON FUERZA;474;430;-9,3
Municipio de Huelva;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);89;77;-13,5
Municipio de Huelva;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);36;41;13,9
Municipio de Huelva;6.-TRÁFICO DE DROGAS (EU);23;23;0,0
Municipio de Huelva;7.-DAÑOS;484;343;-29,1
Municipio de Huelva;8.-HURTOS;2.030;1.687;-16,9
Provincia de Jaén;1.-DELITOS Y FALTAS (EU);9.144;8.827;-3,5
Provincia de Jaén;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);5;3;-40,0
Provincia de Jaén;3.-DELINCUENCIA VIOLENTA (EU);356;284;-20,2
Provincia de Jaén;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);299;212;-29,1
Provincia de Jaén;4.-ROBOS CON FUERZA;1.626;1.491;-8,3
Provincia de Jaén;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);411;393;-4,4
Provincia de Jaén;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);195;148;-24,1
Provincia de Jaén;6.-TRÁFICO DE DROGAS (EU);51;33;-35,3
Provincia de Jaén;7.-DAÑOS;1.056;1.015;-3,9
Provincia de Jaén;8.-HURTOS;2.676;2.492;-6,9
Municipio de Jaén;1.-DELITOS Y FALTAS (EU);2.720;2.524;-7,2
Municipio de Jaén;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100,0
Municipio de Jaén;3.-DELINCUENCIA VIOLENTA (EU);183;131;-28,4
Municipio de Jaén;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);169;119;-29,6
Municipio de Jaén;4.-ROBOS CON FUERZA;394;410;4,1
Municipio de Jaén;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);94;75;-20,2
Municipio de Jaén;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);89;75;-15,7
Municipio de Jaén;6.-TRÁFICO DE DROGAS (EU);12;5;-58,3
Municipio de Jaén;7.-DAÑOS;317;301;-5,0
Municipio de Jaén;8.-HURTOS;946;778;-17,8
Municipio de Linares;1.-DELITOS Y FALTAS (EU);1.175;1.109;-5,6
Municipio de Linares;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Linares;3.-DELINCUENCIA VIOLENTA (EU);55;36;-34,5
Municipio de Linares;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);50;31;-38,0
Municipio de Linares;4.-ROBOS CON FUERZA;170;130;-23,5
Municipio de Linares;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);29;42;44,8
Municipio de Linares;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);20;16;-20,0
Municipio de Linares;6.-TRÁFICO DE DROGAS (EU);8;7;-12,5
Municipio de Linares;7.-DAÑOS;148;126;-14,9
Municipio de Linares;8.-HURTOS;394;412;4,6
Provincia de Málaga;1.-DELITOS Y FALTAS (EU);43.786;38.013;-13,2
Provincia de Málaga;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);6;10;66,7
Provincia de Málaga;3.-DELINCUENCIA VIOLENTA (EU);1.516;1.188;-21,6
Provincia de Málaga;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);1.113;844;-24,2
Provincia de Málaga;4.-ROBOS CON FUERZA;7.057;5.563;-21,2
Provincia de Málaga;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);2.612;1.991;-23,8
Provincia de Málaga;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);1.271;1.105;-13,1
Provincia de Málaga;6.-TRÁFICO DE DROGAS (EU);355;400;12,7
Provincia de Málaga;7.-DAÑOS;4.255;3.440;-19,2
Provincia de Málaga;8.-HURTOS;16.236;13.718;-15,5
Municipio de Benalmádena;1.-DELITOS Y FALTAS (EU);2.470;2.141;-13,3
Municipio de Benalmádena;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Municipio de Benalmádena;3.-DELINCUENCIA VIOLENTA (EU);88;53;-39,8
Municipio de Benalmádena;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);64;38;-40,6
Municipio de Benalmádena;4.-ROBOS CON FUERZA;323;196;-39,3
Municipio de Benalmádena;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);132;95;-28,0
Municipio de Benalmádena;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);57;52;-8,8
Municipio de Benalmádena;6.-TRÁFICO DE DROGAS (EU);19;6;-68,4
Municipio de Benalmádena;7.-DAÑOS;297;269;-9,4
Municipio de Benalmádena;8.-HURTOS;1.004;789;-21,4
Municipio de Estepona;1.-DELITOS Y FALTAS (EU);1.711;1.548;-9,5
Municipio de Estepona;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0,0
Municipio de Estepona;3.-DELINCUENCIA VIOLENTA (EU);37;33;-10,8
Municipio de Estepona;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);24;20;-16,7
Municipio de Estepona;4.-ROBOS CON FUERZA;350;344;-1,7
Municipio de Estepona;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);153;156;2,0
Municipio de Estepona;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);50;64;28,0
Municipio de Estepona;6.-TRÁFICO DE DROGAS (EU);17;30;76,5
Municipio de Estepona;7.-DAÑOS;227;190;-16,3
Municipio de Estepona;8.-HURTOS;473;440;-7,0
Municipio de Fuengirola;1.-DELITOS Y FALTAS (EU);3.553;2.944;-17,1
Municipio de Fuengirola;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Fuengirola;3.-DELINCUENCIA VIOLENTA (EU);224;132;-41,1
Municipio de Fuengirola;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);173;90;-48,0
Municipio de Fuengirola;4.-ROBOS CON FUERZA;417;312;-25,2
Municipio de Fuengirola;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);164;111;-32,3
Municipio de Fuengirola;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);130;93;-28,5
Municipio de Fuengirola;6.-TRÁFICO DE DROGAS (EU);29;47;62,1
Municipio de Fuengirola;7.-DAÑOS;376;269;-28,5
Municipio de Fuengirola;8.-HURTOS;1.506;1.161;-22,9
Municipio de Málaga;1.-DELITOS Y FALTAS (EU);14.904;13.529;-9,2
Municipio de Málaga;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;2;100,0
Municipio de Málaga;3.-DELINCUENCIA VIOLENTA (EU);551;512;-7,1
Municipio de Málaga;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);413;396;-4,1
Municipio de Málaga;4.-ROBOS CON FUERZA;1.787;1.353;-24,3
Municipio de Málaga;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);478;289;-39,5
Municipio de Málaga;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);515;415;-19,4
Municipio de Málaga;6.-TRÁFICO DE DROGAS (EU);149;153;2,7
Municipio de Málaga;7.-DAÑOS;1.151;852;-26,0
Municipio de Málaga;8.-HURTOS;6.077;5.863;-3,5
Municipio de Marbella;1.-DELITOS Y FALTAS (EU);5.934;4.706;-20,7
Municipio de Marbella;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;3;100,0
Municipio de Marbella;3.-DELINCUENCIA VIOLENTA (EU);194;170;-12,4
Municipio de Marbella;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);140;128;-8,6
Municipio de Marbella;4.-ROBOS CON FUERZA;870;870;0,0
Municipio de Marbella;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);301;282;-6,3
Municipio de Marbella;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);149;161;8,1
Municipio de Marbella;6.-TRÁFICO DE DROGAS (EU);37;31;-16,2
Municipio de Marbella;7.-DAÑOS;527;365;-30,7
Municipio de Marbella;8.-HURTOS;2.392;1.663;-30,5
Municipio de Mijas;1.-DELITOS Y FALTAS (EU);2.844;2.564;-9,8
Municipio de Mijas;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;0;-100,0
Municipio de Mijas;3.-DELINCUENCIA VIOLENTA (EU);97;60;-38,1
Municipio de Mijas;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);84;47;-44,0
Municipio de Mijas;4.-ROBOS CON FUERZA;718;601;-16,3
Municipio de Mijas;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);321;263;-18,1
Municipio de Mijas;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);101;98;-3,0
Municipio de Mijas;6.-TRÁFICO DE DROGAS (EU);14;26;85,7
Municipio de Mijas;7.-DAÑOS;335;312;-6,9
Municipio de Mijas;8.-HURTOS;835;752;-9,9
