TERRITORIO;TIPOLOGÍA PENAL;2014;2015;Var. % 15/14
Provincia de Granada;7.-DAÑOS;1068;962;-9,9
Provincia de Granada;8.-HURTOS;2644;2766;4,6
Municipio de Granada;1.-DELITOS Y FALTAS (EU);3459;3413;-1,3
Municipio de Granada;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100
Municipio de Granada;3.-DELINCUENCIA VIOLENTA (EU);205;152;-25,9
Municipio de Granada;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);174;132;-24,1
Municipio de Granada;4.-ROBOS CON FUERZA;408;356;-12,7
Municipio de Granada;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);138;98;-29
Municipio de Granada;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);101;85;-15,8
Municipio de Granada;6.-TRÁFICO DE DROGAS (EU);26;42;61,5
Municipio de Granada;7.-DAÑOS;329;292;-11,2
Municipio de Granada;8.-HURTOS;1392;1439;3,4
Municipio de Motril;1.-DELITOS Y FALTAS (EU);598;663;10,9
Municipio de Motril;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Motril;3.-DELINCUENCIA VIOLENTA (EU);21;29;38,1
Municipio de Motril;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);14;20;42,9
Municipio de Motril;4.-ROBOS CON FUERZA;132;124;-6,1
Municipio de Motril;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);56;24;-57,1
Municipio de Motril;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);10;16;60
Municipio de Motril;6.-TRÁFICO DE DROGAS (EU);9;9;0
Municipio de Motril;7.-DAÑOS;87;79;-9,2
Municipio de Motril;8.-HURTOS;136;174;27,9
Provincia de Huelva;1.-DELITOS Y FALTAS (EU);5262;5203;-1,1
Provincia de Huelva;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0
Provincia de Huelva;3.-DELINCUENCIA VIOLENTA (EU);161;143;-11,2
Provincia de Huelva;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);99;78;-21,2
Provincia de Huelva;4.-ROBOS CON FUERZA;1205;1162;-3,6
Provincia de Huelva;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);483;498;3,1
Provincia de Huelva;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);91;86;-5,5
Provincia de Huelva;6.-TRÁFICO DE DROGAS (EU);33;34;3
Provincia de Huelva;7.-DAÑOS;368;401;9
Provincia de Huelva;8.-HURTOS;1577;1489;-5,6
Municipio de Huelva;1.-DELITOS Y FALTAS (EU);1995;2132;6,9
Municipio de Huelva;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Huelva;3.-DELINCUENCIA VIOLENTA (EU);83;62;-25,3
Municipio de Huelva;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);63;38;-39,7
Municipio de Huelva;4.-ROBOS CON FUERZA;221;268;21,3
Municipio de Huelva;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);35;44;25,7
Municipio de Huelva;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);22;35;59,1
Municipio de Huelva;6.-TRÁFICO DE DROGAS (EU);13;13;0
Municipio de Huelva;7.-DAÑOS;171;224;31
Municipio de Huelva;8.-HURTOS;872;877;0,6
Provincia de Jaén;1.-DELITOS Y FALTAS (EU);4436;4463;0,6
Provincia de Jaén;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;2;-33,3
Provincia de Jaén;3.-DELINCUENCIA VIOLENTA (EU);155;117;-24,5
Provincia de Jaén;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);113;78;-31
Provincia de Jaén;4.-ROBOS CON FUERZA;749;723;-3,5
Provincia de Jaén;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);206;219;6,3
Provincia de Jaén;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);60;84;40
Provincia de Jaén;6.-TRÁFICO DE DROGAS (EU);17;14;-17,6
Provincia de Jaén;7.-DAÑOS;519;551;6,2
Provincia de Jaén;8.-HURTOS;1289;1295;0,5
Municipio de Jaén;1.-DELITOS Y FALTAS (EU);1269;1253;-1,3
Municipio de Jaén;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Jaén;3.-DELINCUENCIA VIOLENTA (EU);64;44;-31,3
Municipio de Jaén;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);60;37;-38,3
Municipio de Jaén;4.-ROBOS CON FUERZA;201;174;-13,4
Municipio de Jaén;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);33;46;39,4
Municipio de Jaén;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);27;42;55,6
Municipio de Jaén;6.-TRÁFICO DE DROGAS (EU);3;3;0
Municipio de Jaén;7.-DAÑOS;160;189;18,1
Municipio de Jaén;8.-HURTOS;402;390;-3
Municipio de Linares;1.-DELITOS Y FALTAS (EU);523;526;0,6
Municipio de Linares;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Linares;3.-DELINCUENCIA VIOLENTA (EU);22;15;-31,8
Municipio de Linares;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);17;13;-23,5
Municipio de Linares;4.-ROBOS CON FUERZA;71;55;-22,5
Municipio de Linares;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);20;19;-5
Municipio de Linares;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);6;11;83,3
Municipio de Linares;6.-TRÁFICO DE DROGAS (EU);6;3;-50
Municipio de Linares;7.-DAÑOS;67;55;-17,9
Municipio de Linares;8.-HURTOS;197;197;0
Provincia de Málaga;1.-DELITOS Y FALTAS (EU);18476;17888;-3,2
Provincia de Málaga;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;2;-33,3
Provincia de Málaga;3.-DELINCUENCIA VIOLENTA (EU);582;508;-12,7
Provincia de Málaga;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);428;354;-17,3
Provincia de Málaga;4.-ROBOS CON FUERZA;2902;2814;-3
Provincia de Málaga;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);1025;1013;-1,2
Provincia de Málaga;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);555;599;7,9
Provincia de Málaga;6.-TRÁFICO DE DROGAS (EU);194;202;4,1
Provincia de Málaga;7.-DAÑOS;1814;1756;-3,2
Provincia de Málaga;8.-HURTOS;6493;5988;-7,8
Municipio de Benalmádena;1.-DELITOS Y FALTAS (EU);1051;964;-8,3
Municipio de Benalmádena;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Benalmádena;3.-DELINCUENCIA VIOLENTA (EU);27;23;-14,8
Municipio de Benalmádena;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);21;16;-23,8
Municipio de Benalmádena;4.-ROBOS CON FUERZA;122;122;0
Municipio de Benalmádena;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);54;39;-27,8
Municipio de Benalmádena;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);20;30;50
Municipio de Benalmádena;6.-TRÁFICO DE DROGAS (EU);3;9;200
Municipio de Benalmádena;7.-DAÑOS;142;129;-9,2
Municipio de Benalmádena;8.-HURTOS;364;300;-17,6
Municipio de Estepona;1.-DELITOS Y FALTAS (EU);817;764;-6,5
Municipio de Estepona;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Estepona;3.-DELINCUENCIA VIOLENTA (EU);17;16;-5,9
Municipio de Estepona;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);10;12;20
Municipio de Estepona;4.-ROBOS CON FUERZA;195;162;-16,9
Municipio de Estepona;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);83;70;-15,7
Municipio de Estepona;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);34;29;-14,7
Municipio de Estepona;6.-TRÁFICO DE DROGAS (EU);16;13;-18,8
Municipio de Estepona;7.-DAÑOS;113;88;-22,1
Municipio de Estepona;8.-HURTOS;234;187;-20,1
Municipio de Fuengirola;1.-DELITOS Y FALTAS (EU);1339;1420;6
Municipio de Fuengirola;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Fuengirola;3.-DELINCUENCIA VIOLENTA (EU);73;48;-34,2
Municipio de Fuengirola;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);49;32;-34,7
Municipio de Fuengirola;4.-ROBOS CON FUERZA;157;177;12,7
Municipio de Fuengirola;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);52;47;-9,6
Municipio de Fuengirola;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);44;40;-9,1
Municipio de Fuengirola;6.-TRÁFICO DE DROGAS (EU);25;20;-20
Municipio de Fuengirola;7.-DAÑOS;123;125;1,6
Municipio de Fuengirola;8.-HURTOS;509;599;17,7
Municipio de Málaga;1.-DELITOS Y FALTAS (EU);6657;6127;-8
Municipio de Málaga;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Municipio de Málaga;3.-DELINCUENCIA VIOLENTA (EU);251;199;-20,7
Municipio de Málaga;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);199;139;-30,2
Municipio de Málaga;4.-ROBOS CON FUERZA;733;624;-14,9
Municipio de Málaga;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);148;166;12,2
Municipio de Málaga;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);206;225;9,2
Municipio de Málaga;6.-TRÁFICO DE DROGAS (EU);64;73;14,1
Municipio de Málaga;7.-DAÑOS;457;407;-10,9
Municipio de Málaga;8.-HURTOS;2846;2557;-10,2
Municipio de Marbella;1.-DELITOS Y FALTAS (EU);2199;2283;3,8
Municipio de Marbella;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100
Municipio de Marbella;3.-DELINCUENCIA VIOLENTA (EU);83;62;-25,3
Municipio de Marbella;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);66;52;-21,2
Municipio de Marbella;4.-ROBOS CON FUERZA;391;447;14,3
Municipio de Marbella;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);121;117;-3,3
Municipio de Marbella;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);83;92;10,8
Municipio de Marbella;6.-TRÁFICO DE DROGAS (EU);10;19;90
Municipio de Marbella;7.-DAÑOS;183;238;30,1
Municipio de Marbella;8.-HURTOS;777;692;-10,9
Municipio de Mijas;1.-DELITOS Y FALTAS (EU);1243;1239;-0,3
Municipio de Mijas;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Mijas;3.-DELINCUENCIA VIOLENTA (EU);25;31;24
Municipio de Mijas;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);20;25;25
Municipio de Mijas;4.-ROBOS CON FUERZA;313;367;17,3
Municipio de Mijas;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);130;137;5,4
Municipio de Mijas;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);60;63;5
Municipio de Mijas;6.-TRÁFICO DE DROGAS (EU);17;11;-35,3
Municipio de Mijas;7.-DAÑOS;167;148;-11,4
Municipio de Mijas;8.-HURTOS;332;295;-11,1
Municipio de Vélez-Málaga;1.-DELITOS Y FALTAS (EU);702;645;-8,1
Municipio de Vélez-Málaga;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Vélez-Málaga;3.-DELINCUENCIA VIOLENTA (EU);15;9;-40
Municipio de Vélez-Málaga;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);10;7;-30
Municipio de Vélez-Málaga;4.-ROBOS CON FUERZA;90;102;13,3
Municipio de Vélez-Málaga;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);27;53;96,3
Municipio de Vélez-Málaga;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);12;14;16,7
