TERRITORIO;TIPOLOGÍA PENAL;2015;2016; Var. % 16/15
Provincia de Córdoba;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Provincia de Córdoba;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);120;127;5,8
Provincia de Córdoba;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);297;321;8,1
Provincia de Córdoba;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);113;113;0,0
Provincia de Córdoba;6.-TRÁFICO DE DROGAS (EU);26;36;38,5
Provincia de Córdoba;7.-DAÑOS;710;630;-11,3
Provincia de Córdoba;8.-HURTOS;2146;1976;-7,9
Municipio de Córdoba;1.-DELITOS Y FALTAS;3935;3456;-12,2
Municipio de Córdoba;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Córdoba;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);94;92;-2,1
Municipio de Córdoba;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);136;112;-17,6
Municipio de Córdoba;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);79;70;-11,4
Municipio de Córdoba;6.-TRÁFICO DE DROGAS (EU);19;31;63,2
Municipio de Córdoba;7.-DAÑOS;412;365;-11,4
Municipio de Córdoba;8.-HURTOS;1361;1223;-10,1
Provincia de Granada;1.-DELITOS Y FALTAS;8486;8150;-4,0
Provincia de Granada;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;0;-100,0
Provincia de Granada;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);214;183;-14,5
Provincia de Granada;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);514;593;15,4
Provincia de Granada;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);203;238;17,2
Provincia de Granada;6.-TRÁFICO DE DROGAS (EU);128;101;-21,1
Provincia de Granada;7.-DAÑOS;960;938;-2,3
Provincia de Granada;8.-HURTOS;2761;2630;-4,7
Municipio de Granada;1.-DELITOS Y FALTAS;3374;3184;-5,6
Municipio de Granada;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Granada;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);123;120;-2,4
Municipio de Granada;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);98;88;-10,2
Municipio de Granada;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);84;89;6,0
Municipio de Granada;6.-TRÁFICO DE DROGAS (EU);41;20;-51,2
Municipio de Granada;7.-DAÑOS;291;333;14,4
Municipio de Granada;8.-HURTOS;1435;1389;-3,2
Municipio de Motril;1.-DELITOS Y FALTAS;663;667;0,6
Municipio de Motril;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Motril;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);20;14;-30,0
Municipio de Motril;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);24;55;129,2
Municipio de Motril;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);16;41;156,3
Municipio de Motril;6.-TRÁFICO DE DROGAS (EU);9;10;11,1
Municipio de Motril;7.-DAÑOS;79;90;13,9
Municipio de Motril;8.-HURTOS;175;172;-1,7
Provincia de Huelva;1.-DELITOS Y FALTAS;5206;5045;-3,1
Provincia de Huelva;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0,0
Provincia de Huelva;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);79;75;-5,1
Provincia de Huelva;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);497;453;-8,9
Provincia de Huelva;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);85;101;18,8
Provincia de Huelva;6.-TRÁFICO DE DROGAS (EU);34;22;-35,3
Provincia de Huelva;7.-DAÑOS;401;486;21,2
Provincia de Huelva;8.-HURTOS;1486;1408;-5,2
Municipio de Huelva;1.-DELITOS Y FALTAS;2134;1917;-10,2
Municipio de Huelva;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Huelva;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);39;42;7,7
Municipio de Huelva;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);43;24;-44,2
Municipio de Huelva;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);34;28;-17,6
Municipio de Huelva;6.-TRÁFICO DE DROGAS (EU);13;4;-69,2
Municipio de Huelva;7.-DAÑOS;224;229;2,2
Municipio de Huelva;8.-HURTOS;874;795;-9,0
Provincia de Jaén;1.-DELITOS Y FALTAS;4462;4527;1,5
Provincia de Jaén;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;1;-50,0
Provincia de Jaén;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);78;76;-2,6
Provincia de Jaén;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);219;313;42,9
Provincia de Jaén;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);84;98;16,7
Provincia de Jaén;6.-TRÁFICO DE DROGAS (EU);14;24;71,4
Provincia de Jaén;7.-DAÑOS;551;551;0,0
Provincia de Jaén;8.-HURTOS;1292;1283;-0,7
Municipio de Jaén;1.-DELITOS Y FALTAS;1252;1250;-0,2
Municipio de Jaén;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Jaén;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);37;43;16,2
Municipio de Jaén;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);46;84;82,6
Municipio de Jaén;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);42;48;14,3
Municipio de Jaén;6.-TRÁFICO DE DROGAS (EU);3;9;200,0
Municipio de Jaén;7.-DAÑOS;189;161;-14,8
Municipio de Jaén;8.-HURTOS;389;390;0,3
Municipio de Linares;1.-DELITOS Y FALTAS;525;533;1,5
Municipio de Linares;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Linares;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);13;9;-30,8
Municipio de Linares;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);19;16;-15,8
Municipio de Linares;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);11;10;-9,1
Municipio de Linares;6.-TRÁFICO DE DROGAS (EU);3;6;100,0
Municipio de Linares;7.-DAÑOS;55;83;50,9
Municipio de Linares;8.-HURTOS;196;195;-0,5
Provincia de Málaga;1.-DELITOS Y FALTAS;17987;17371;-3,4
Provincia de Málaga;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;7;250,0
Provincia de Málaga;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);348;372;6,9
Provincia de Málaga;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);1012;903;-10,8
Provincia de Málaga;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);597;535;-10,4
Provincia de Málaga;6.-TRÁFICO DE DROGAS (EU);202;174;-13,9
Provincia de Málaga;7.-DAÑOS;1752;1826;4,2
Provincia de Málaga;8.-HURTOS;6100;6207;1,8
Municipio de Benalmádena;1.-DELITOS Y FALTAS;962;818;-15,0
Municipio de Benalmádena;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Benalmádena;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);13;12;-7,7
Municipio de Benalmádena;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);39;31;-20,5
Municipio de Benalmádena;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);30;25;-16,7
Municipio de Benalmádena;6.-TRÁFICO DE DROGAS (EU);9;8;-11,1
Municipio de Benalmádena;7.-DAÑOS;129;111;-14,0
Municipio de Benalmádena;8.-HURTOS;299;270;-9,7
Municipio de Estepona;1.-DELITOS Y FALTAS;767;731;-4,7
Municipio de Estepona;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;2;100,0
Municipio de Estepona;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);12;6;-50,0
Municipio de Estepona;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);70;63;-10,0
Municipio de Estepona;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);29;23;-20,7
Municipio de Estepona;6.-TRÁFICO DE DROGAS (EU);13;11;-15,4
Municipio de Estepona;7.-DAÑOS;88;97;10,2
Municipio de Estepona;8.-HURTOS;186;205;10,2
Municipio de Fuengirola;1.-DELITOS Y FALTAS;1423;1219;-14,3
Municipio de Fuengirola;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Municipio de Fuengirola;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);32;25;-21,9
Municipio de Fuengirola;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);47;22;-53,2
Municipio de Fuengirola;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);40;48;20,0
Municipio de Fuengirola;6.-TRÁFICO DE DROGAS (EU);20;21;5,0
Municipio de Fuengirola;7.-DAÑOS;125;116;-7,2
Municipio de Fuengirola;8.-HURTOS;601;492;-18,1
Municipio de Málaga;1.-DELITOS Y FALTAS;6168;5963;-3,3
Municipio de Málaga;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;2;100,0
Municipio de Málaga;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);136;182;33,8
Municipio de Málaga;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);165;139;-15,8
Municipio de Málaga;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);223;165;-26,0
Municipio de Málaga;6.-TRÁFICO DE DROGAS (EU);73;50;-31,5
Municipio de Málaga;7.-DAÑOS;406;441;8,6
Municipio de Málaga;8.-HURTOS;2614;2708;3,6
Municipio de Marbella;1.-DELITOS Y FALTAS;2336;2507;7,3
Municipio de Marbella;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Marbella;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);52;45;-13,5
Municipio de Marbella;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);118;117;-0,8
Municipio de Marbella;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);92;114;23,9
Municipio de Marbella;6.-TRÁFICO DE DROGAS (EU);19;18;-5,3
Municipio de Marbella;7.-DAÑOS;237;298;25,7
Municipio de Marbella;8.-HURTOS;748;842;12,6
Municipio de Mijas;1.-DELITOS Y FALTAS;1240;1077;-13,1
Municipio de Mijas;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Mijas;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);25;17;-32,0
Municipio de Mijas;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);137;88;-35,8
Municipio de Mijas;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);63;50;-20,6
Municipio de Mijas;6.-TRÁFICO DE DROGAS (EU);10;12;20,0
Municipio de Mijas;7.-DAÑOS;148;157;6,1
Municipio de Mijas;8.-HURTOS;295;289;-2,0
Municipio de Vélez-Málaga;1.-DELITOS Y FALTAS;642;626;-2,5
Municipio de Vélez-Málaga;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Vélez-Málaga;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);7;10;42,9
Municipio de Vélez-Málaga;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);53;21;-60,4
Municipio de Vélez-Málaga;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);14;6;-57,1
Municipio de Vélez-Málaga;6.-TRÁFICO DE DROGAS (EU);13;7;-46,2
Municipio de Vélez-Málaga;7.-DAÑOS;87;74;-14,9
Municipio de Vélez-Málaga;8.-HURTOS;181;202;11,6
Municipio de Torremolinos;1.-DELITOS Y FALTAS;1055;966;-8,4
Municipio de Torremolinos;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;2;100,0
Municipio de Torremolinos;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);27;22;-18,5
Municipio de Torremolinos;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);31;33;6,5
Municipio de Torremolinos;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);18;16;-11,1
Municipio de Torremolinos;6.-TRÁFICO DE DROGAS (EU);9;17;88,9
Municipio de Torremolinos;7.-DAÑOS;111;110;-0,9
Municipio de Torremolinos;8.-HURTOS;333;340;2,1
Provincia de Sevilla;1.-DELITOS Y FALTAS;22318;19728;-11,6
Provincia de Sevilla;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;3;50,0
Provincia de Sevilla;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);595;624;4,9
Provincia de Sevilla;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);897;895;-0,2
Provincia de Sevilla;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);559;449;-19,7
Provincia de Sevilla;6.-TRÁFICO DE DROGAS (EU);75;96;28,0
Provincia de Sevilla;7.-DAÑOS;2054;1781;-13,3
Provincia de Sevilla;8.-HURTOS;7777;7202;-7,4
Municipio de Alcalá de Guadaíra;1.-DELITOS Y FALTAS;1193;923;-22,6
Municipio de Alcalá de Guadaíra;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Alcalá de Guadaíra;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);14;7;-50,0
Municipio de Alcalá de Guadaíra;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);57;71;24,6
Municipio de Alcalá de Guadaíra;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);30;21;-30,0
Municipio de Alcalá de Guadaíra;6.-TRÁFICO DE DROGAS (EU);6;2;-66,7
Municipio de Alcalá de Guadaíra;7.-DAÑOS;113;98;-13,3
Municipio de Alcalá de Guadaíra;8.-HURTOS;345;317;-8,1
Municipio de Dos Hermanas;1.-DELITOS Y FALTAS;1300;1157;-11,0
Municipio de Dos Hermanas;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Municipio de Dos Hermanas;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);31;21;-32,3
Municipio de Dos Hermanas;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);33;37;12,1
Municipio de Dos Hermanas;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);33;31;-6,1
Municipio de Dos Hermanas;6.-TRÁFICO DE DROGAS (EU);2;8;300,0
Municipio de Dos Hermanas;7.-DAÑOS;175;144;-17,7
Municipio de Dos Hermanas;8.-HURTOS;449;399;-11,1
Municipio de Sevilla;1.-DELITOS Y FALTAS;11848;10755;-9,2
Municipio de Sevilla;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;2;100,0
Municipio de Sevilla;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);446;459;2,9
Municipio de Sevilla;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);247;226;-8,5
Municipio de Sevilla;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);327;275;-15,9
Municipio de Sevilla;6.-TRÁFICO DE DROGAS (EU);32;41;28,1
Municipio de Sevilla;7.-DAÑOS;1034;950;-8,1
Municipio de Sevilla;8.-HURTOS;4852;4766;-1,8
Municipio de Utrera;1.-DELITOS Y FALTAS;838;529;-36,9
Municipio de Utrera;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Utrera;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);8;7;-12,5
Municipio de Utrera;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);57;17;-70,2
Municipio de Utrera;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);19;11;-42,1
Municipio de Utrera;6.-TRÁFICO DE DROGAS (EU);2;1;-50,0
Municipio de Utrera;7.-DAÑOS;87;54;-37,9
Municipio de Utrera;8.-HURTOS;259;151;-41,7
ARAGÓN;1.-DELITOS Y FALTAS;9502;9448;-0,6
ARAGÓN;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);4;3;-25,0
ARAGÓN;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);184;243;32,1
ARAGÓN;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);454;459;1,1
ARAGÓN;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);79;80;1,3
ARAGÓN;6.-TRÁFICO DE DROGAS (EU);64;48;-25,0
ARAGÓN;7.-DAÑOS;1355;1355;0,0
ARAGÓN;8.-HURTOS;2999;2952;-1,6
Provincia de Huesca;1.-DELITOS Y FALTAS;1347;1274;-5,4
