TERRITORIO;TIPOLOGÍA PENAL;2014;2015;Var. % 15/14
Municipio de Línea de la Concepción (La);1.-DELITOS Y FALTAS (EU);1614;1591;-1,4
Municipio de Línea de la Concepción (La);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100
Municipio de Línea de la Concepción (La);3.-DELINCUENCIA VIOLENTA (EU);70;73;4,3
Municipio de Línea de la Concepción (La);3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);46;41;-10,9
Municipio de Línea de la Concepción (La);4.-ROBOS CON FUERZA;129;181;40,3
Municipio de Línea de la Concepción (La);4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);47;52;10,6
Municipio de Línea de la Concepción (La);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);68;59;-13,2
Municipio de Línea de la Concepción (La);6.-TRÁFICO DE DROGAS (EU);19;32;68,4
Municipio de Línea de la Concepción (La);7.-DAÑOS;213;175;-17,8
Municipio de Línea de la Concepción (La);8.-HURTOS;316;328;3,8
Municipio de Puerto de Santa María (El);1.-DELITOS Y FALTAS (EU);2200;2119;-3,7
Municipio de Puerto de Santa María (El);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Municipio de Puerto de Santa María (El);3.-DELINCUENCIA VIOLENTA (EU);62;44;-29
Municipio de Puerto de Santa María (El);3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);42;33;-21,4
Municipio de Puerto de Santa María (El);4.-ROBOS CON FUERZA;274;196;-28,5
Municipio de Puerto de Santa María (El);4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);81;66;-18,5
Municipio de Puerto de Santa María (El);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);50;67;34
Municipio de Puerto de Santa María (El);6.-TRÁFICO DE DROGAS (EU);20;27;35
Municipio de Puerto de Santa María (El);7.-DAÑOS;317;287;-9,5
Municipio de Puerto de Santa María (El);8.-HURTOS;774;755;-2,5
Municipio de San Fernando;1.-DELITOS Y FALTAS (EU);1697;1747;2,9
Municipio de San Fernando;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de San Fernando;3.-DELINCUENCIA VIOLENTA (EU);36;26;-27,8
Municipio de San Fernando;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);22;20;-9,1
Municipio de San Fernando;4.-ROBOS CON FUERZA;168;117;-30,4
Municipio de San Fernando;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);49;28;-42,9
Municipio de San Fernando;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);45;82;82,2
Municipio de San Fernando;6.-TRÁFICO DE DROGAS (EU);7;17;142,9
Municipio de San Fernando;7.-DAÑOS;177;203;14,7
Municipio de San Fernando;8.-HURTOS;673;639;-5,1
Municipio de Sanlúcar de Barrameda;1.-DELITOS Y FALTAS (EU);1285;1249;-2,8
Municipio de Sanlúcar de Barrameda;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Sanlúcar de Barrameda;3.-DELINCUENCIA VIOLENTA (EU);46;44;-4,3
Municipio de Sanlúcar de Barrameda;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);31;36;16,1
Municipio de Sanlúcar de Barrameda;4.-ROBOS CON FUERZA;250;214;-14,4
Municipio de Sanlúcar de Barrameda;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);94;69;-26,6
Municipio de Sanlúcar de Barrameda;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);75;66;-12
Municipio de Sanlúcar de Barrameda;6.-TRÁFICO DE DROGAS (EU);16;1;-93,8
Municipio de Sanlúcar de Barrameda;7.-DAÑOS;150;160;6,7
Municipio de Sanlúcar de Barrameda;8.-HURTOS;475;451;-5,1
Provincia de Córdoba;1.-DELITOS Y FALTAS (EU);14045;13757;-2,1
Provincia de Córdoba;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;1;-66,7
Provincia de Córdoba;3.-DELINCUENCIA VIOLENTA (EU);388;381;-1,8
Provincia de Córdoba;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);280;275;-1,8
Provincia de Córdoba;4.-ROBOS CON FUERZA;2519;1958;-22,3
Provincia de Córdoba;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);739;578;-21,8
Provincia de Córdoba;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);177;200;13
Provincia de Córdoba;6.-TRÁFICO DE DROGAS (EU);95;58;-38,9
Provincia de Córdoba;7.-DAÑOS;1398;1374;-1,7
Provincia de Córdoba;8.-HURTOS;4502;4522;0,4
Municipio de Córdoba;1.-DELITOS Y FALTAS (EU);8395;8325;-0,8
Municipio de Córdoba;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;0;-100
Municipio de Córdoba;3.-DELINCUENCIA VIOLENTA (EU);272;260;-4,4
Municipio de Córdoba;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);231;219;-5,2
Municipio de Córdoba;4.-ROBOS CON FUERZA;1136;868;-23,6
Municipio de Córdoba;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);339;244;-28
Municipio de Córdoba;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);112;138;23,2
Municipio de Córdoba;6.-TRÁFICO DE DROGAS (EU);72;35;-51,4
Municipio de Córdoba;7.-DAÑOS;793;787;-0,8
Municipio de Córdoba;8.-HURTOS;3021;3061;1,3
Provincia de Granada;1.-DELITOS Y FALTAS (EU);17270;16766;-2,9
Provincia de Granada;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);6;3;-50
Provincia de Granada;3.-DELINCUENCIA VIOLENTA (EU);610;544;-10,8
Provincia de Granada;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);468;386;-17,5
Provincia de Granada;4.-ROBOS CON FUERZA;2925;2519;-13,9
Provincia de Granada;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);1147;1001;-12,7
Provincia de Granada;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);410;398;-2,9
Provincia de Granada;6.-TRÁFICO DE DROGAS (EU);165;235;42,4
Provincia de Granada;7.-DAÑOS;1956;1826;-6,6
Provincia de Granada;8.-HURTOS;5526;5273;-4,6
Municipio de Granada;1.-DELITOS Y FALTAS (EU);7089;6709;-5,4
Municipio de Granada;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100
Municipio de Granada;3.-DELINCUENCIA VIOLENTA (EU);397;292;-26,4
Municipio de Granada;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);330;236;-28,5
Municipio de Granada;4.-ROBOS CON FUERZA;770;653;-15,2
Municipio de Granada;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);227;213;-6,2
Municipio de Granada;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);193;162;-16,1
Municipio de Granada;6.-TRÁFICO DE DROGAS (EU);57;76;33,3
Municipio de Granada;7.-DAÑOS;655;575;-12,2
Municipio de Granada;8.-HURTOS;2976;2819;-5,3
Municipio de Motril;1.-DELITOS Y FALTAS (EU);1230;1301;5,8
Municipio de Motril;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100
Municipio de Motril;3.-DELINCUENCIA VIOLENTA (EU);39;47;20,5
Municipio de Motril;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);24;29;20,8
Municipio de Motril;4.-ROBOS CON FUERZA;251;222;-11,6
Municipio de Motril;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);104;42;-59,6
Municipio de Motril;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);21;25;19
Municipio de Motril;6.-TRÁFICO DE DROGAS (EU);26;19;-26,9
Municipio de Motril;7.-DAÑOS;166;146;-12
Municipio de Motril;8.-HURTOS;288;338;17,4
Provincia de Huelva;1.-DELITOS Y FALTAS (EU);10520;10144;-3,6
Provincia de Huelva;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;3;200
Provincia de Huelva;3.-DELINCUENCIA VIOLENTA (EU);330;281;-14,8
Provincia de Huelva;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);196;157;-19,9
Provincia de Huelva;4.-ROBOS CON FUERZA;2204;2197;-0,3
Provincia de Huelva;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);837;908;8,5
Provincia de Huelva;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);185;178;-3,8
Provincia de Huelva;6.-TRÁFICO DE DROGAS (EU);69;75;8,7
Provincia de Huelva;7.-DAÑOS;694;781;12,5
Provincia de Huelva;8.-HURTOS;3166;2846;-10,1
Municipio de Huelva;1.-DELITOS Y FALTAS (EU);4028;3934;-2,3
Municipio de Huelva;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Huelva;3.-DELINCUENCIA VIOLENTA (EU);165;120;-27,3
Municipio de Huelva;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);127;76;-40,2
Municipio de Huelva;4.-ROBOS CON FUERZA;430;510;18,6
Municipio de Huelva;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);77;90;16,9
Municipio de Huelva;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);39;64;64,1
Municipio de Huelva;6.-TRÁFICO DE DROGAS (EU);23;26;13
Municipio de Huelva;7.-DAÑOS;343;401;16,9
Municipio de Huelva;8.-HURTOS;1682;1569;-6,7
Provincia de Jaén;1.-DELITOS Y FALTAS (EU);8818;8834;0,2
Provincia de Jaén;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;3;0
Provincia de Jaén;3.-DELINCUENCIA VIOLENTA (EU);283;241;-14,8
Provincia de Jaén;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);211;169;-19,9
Provincia de Jaén;4.-ROBOS CON FUERZA;1490;1427;-4,2
Provincia de Jaén;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);392;462;17,9
Provincia de Jaén;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);146;182;24,7
Provincia de Jaén;6.-TRÁFICO DE DROGAS (EU);33;36;9,1
Provincia de Jaén;7.-DAÑOS;1015;1102;8,6
Provincia de Jaén;8.-HURTOS;2488;2422;-2,7
Municipio de Jaén;1.-DELITOS Y FALTAS (EU);2525;2429;-3,8
Municipio de Jaén;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Jaén;3.-DELINCUENCIA VIOLENTA (EU);130;99;-23,8
Municipio de Jaén;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);118;85;-28
Municipio de Jaén;4.-ROBOS CON FUERZA;410;318;-22,4
Municipio de Jaén;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);75;92;22,7
Municipio de Jaén;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);73;86;17,8
Municipio de Jaén;6.-TRÁFICO DE DROGAS (EU);5;3;-40
Municipio de Jaén;7.-DAÑOS;301;340;13
Municipio de Jaén;8.-HURTOS;778;744;-4,4
Municipio de Linares;1.-DELITOS Y FALTAS (EU);1103;973;-11,8
Municipio de Linares;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Municipio de Linares;3.-DELINCUENCIA VIOLENTA (EU);36;32;-11,1
Municipio de Linares;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);31;29;-6,5
Municipio de Linares;4.-ROBOS CON FUERZA;129;108;-16,3
Municipio de Linares;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);41;40;-2,4
Municipio de Linares;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);16;22;37,5
Municipio de Linares;6.-TRÁFICO DE DROGAS (EU);7;5;-28,6
Municipio de Linares;7.-DAÑOS;126;116;-7,9
Municipio de Linares;8.-HURTOS;410;349;-14,9
Provincia de Málaga;1.-DELITOS Y FALTAS (EU);37972;37452;-1,4
Provincia de Málaga;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);10;7;-30
Provincia de Málaga;3.-DELINCUENCIA VIOLENTA (EU);1186;1002;-15,5
Provincia de Málaga;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);842;681;-19,1
Provincia de Málaga;4.-ROBOS CON FUERZA;5551;5420;-2,4
Provincia de Málaga;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);1981;1871;-5,6
Provincia de Málaga;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);1095;1195;9,1
Provincia de Málaga;6.-TRÁFICO DE DROGAS (EU);400;432;8
Provincia de Málaga;7.-DAÑOS;3440;3538;2,8
Provincia de Málaga;8.-HURTOS;13679;13274;-3
Municipio de Benalmádena;1.-DELITOS Y FALTAS (EU);2138;2081;-2,7
Municipio de Benalmádena;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100
Municipio de Benalmádena;3.-DELINCUENCIA VIOLENTA (EU);53;43;-18,9
Municipio de Benalmádena;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);38;30;-21,1
Municipio de Benalmádena;4.-ROBOS CON FUERZA;195;239;22,6
Municipio de Benalmádena;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);94;82;-12,8
Municipio de Benalmádena;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);51;56;9,8
Municipio de Benalmádena;6.-TRÁFICO DE DROGAS (EU);6;15;150
Municipio de Benalmádena;7.-DAÑOS;269;241;-10,4
Municipio de Benalmádena;8.-HURTOS;785;758;-3,4
Municipio de Estepona;1.-DELITOS Y FALTAS (EU);1547;1643;6,2
Municipio de Estepona;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0
Municipio de Estepona;3.-DELINCUENCIA VIOLENTA (EU);33;33;0
Municipio de Estepona;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);20;20;0
Municipio de Estepona;4.-ROBOS CON FUERZA;340;319;-6,2
Municipio de Estepona;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);154;137;-11
Municipio de Estepona;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);62;56;-9,7
Municipio de Estepona;6.-TRÁFICO DE DROGAS (EU);30;29;-3,3
Municipio de Estepona;7.-DAÑOS;191;179;-6,3
Municipio de Estepona;8.-HURTOS;441;474;7,5
Municipio de Fuengirola;1.-DELITOS Y FALTAS (EU);2940;2926;-0,5
Municipio de Fuengirola;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Fuengirola;3.-DELINCUENCIA VIOLENTA (EU);132;89;-32,6
Municipio de Fuengirola;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);90;61;-32,2
Municipio de Fuengirola;4.-ROBOS CON FUERZA;310;294;-5,2
Municipio de Fuengirola;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);109;78;-28,4
Municipio de Fuengirola;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);93;75;-19,4
Municipio de Fuengirola;6.-TRÁFICO DE DROGAS (EU);46;47;2,2
Municipio de Fuengirola;7.-DAÑOS;269;246;-8,6
Municipio de Fuengirola;8.-HURTOS;1161;1289;11
Municipio de Málaga;1.-DELITOS Y FALTAS (EU);13509;12601;-6,7
Municipio de Málaga;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;1;-50
Municipio de Málaga;3.-DELINCUENCIA VIOLENTA (EU);510;390;-23,5
Municipio de Málaga;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);394;274;-30,5
Municipio de Málaga;4.-ROBOS CON FUERZA;1350;1176;-12,9
Municipio de Málaga;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);287;295;2,8
Municipio de Málaga;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);411;440;7,1
Municipio de Málaga;6.-TRÁFICO DE DROGAS (EU);154;145;-5,8
Municipio de Málaga;7.-DAÑOS;852;866;1,6
Municipio de Málaga;8.-HURTOS;5839;5389;-7,7
Municipio de Marbella;1.-DELITOS Y FALTAS (EU);4704;5031;7
Municipio de Marbella;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;2;-33,3
Municipio de Marbella;3.-DELINCUENCIA VIOLENTA (EU);169;145;-14,2
Municipio de Marbella;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);127;111;-12,6
Municipio de Marbella;4.-ROBOS CON FUERZA;869;859;-1,2
Municipio de Marbella;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);281;246;-12,5
Municipio de Marbella;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);160;183;14,4
Municipio de Marbella;6.-TRÁFICO DE DROGAS (EU);31;49;58,1
Municipio de Marbella;7.-DAÑOS;365;456;24,9
Municipio de Marbella;8.-HURTOS;1657;1739;4,9
Municipio de Mijas;1.-DELITOS Y FALTAS (EU);2565;2550;-0,6
Municipio de Mijas;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Municipio de Mijas;3.-DELINCUENCIA VIOLENTA (EU);60;43;-28,3
Municipio de Mijas;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);47;32;-31,9
Municipio de Mijas;4.-ROBOS CON FUERZA;601;690;14,8
Municipio de Mijas;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);263;255;-3
Municipio de Mijas;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);98;129;31,6
Municipio de Mijas;6.-TRÁFICO DE DROGAS (EU);26;20;-23,1
Municipio de Mijas;7.-DAÑOS;312;290;-7,1
Municipio de Mijas;8.-HURTOS;752;685;-8,9
Municipio de Vélez-Málaga;1.-DELITOS Y FALTAS (EU);1376;1323;-3,9
Municipio de Vélez-Málaga;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Municipio de Vélez-Málaga;3.-DELINCUENCIA VIOLENTA (EU);38;23;-39,5
Municipio de Vélez-Málaga;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);21;15;-28,6
Municipio de Vélez-Málaga;4.-ROBOS CON FUERZA;153;170;11,1
