TERRITORIO;TIPOLOGÍA PENAL;2014;2015;Var. % 15/14
Provincia de Huesca;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Provincia de Huesca;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);49;23;-53,1
Provincia de Huesca;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);146;169;15,8
Provincia de Huesca;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);39;35;-10,3
Provincia de Huesca;6.-TRÁFICO DE DROGAS (EU);44;33;-25
Provincia de Huesca;7.-DAÑOS;572;530;-7,3
Provincia de Huesca;8.-HURTOS;1251;1082;-13,5
Municipio de Huesca;1.-DELITOS Y FALTAS;866;844;-2,5
Municipio de Huesca;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Huesca;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);11;4;-63,6
Municipio de Huesca;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);20;24;20
Municipio de Huesca;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);9;5;-44,4
Municipio de Huesca;6.-TRÁFICO DE DROGAS (EU);13;6;-53,8
Municipio de Huesca;7.-DAÑOS;111;116;4,5
Municipio de Huesca;8.-HURTOS;289;268;-7,3
Provincia de Teruel;1.-DELITOS Y FALTAS;2232;1966;-11,9
Provincia de Teruel;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;2;100
Provincia de Teruel;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);23;20;-13
Provincia de Teruel;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);147;127;-13,6
Provincia de Teruel;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);23;15;-34,8
Provincia de Teruel;6.-TRÁFICO DE DROGAS (EU);29;16;-44,8
Provincia de Teruel;7.-DAÑOS;374;340;-9,1
Provincia de Teruel;8.-HURTOS;556;419;-24,6
Municipio de Teruel;1.-DELITOS Y FALTAS;582;493;-15,3
Municipio de Teruel;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Municipio de Teruel;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);10;7;-30
Municipio de Teruel;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);28;15;-46,4
Municipio de Teruel;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);9;6;-33,3
Municipio de Teruel;6.-TRÁFICO DE DROGAS (EU);9;10;11,1
Municipio de Teruel;7.-DAÑOS;107;75;-29,9
Municipio de Teruel;8.-HURTOS;174;148;-14,9
Provincia de Zaragoza;1.-DELITOS Y FALTAS;24066;22647;-5,9
Provincia de Zaragoza;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;4;100
Provincia de Zaragoza;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);615;510;-17,1
Provincia de Zaragoza;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);1145;1006;-12,1
Provincia de Zaragoza;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);260;217;-16,5
Provincia de Zaragoza;6.-TRÁFICO DE DROGAS (EU);170;166;-2,4
Provincia de Zaragoza;7.-DAÑOS;3414;3109;-8,9
Provincia de Zaragoza;8.-HURTOS;7679;7455;-2,9
Municipio de Zaragoza;1.-DELITOS Y FALTAS;17173;16410;-4,4
Municipio de Zaragoza;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;3;50
Municipio de Zaragoza;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);565;461;-18,4
Municipio de Zaragoza;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);561;507;-9,6
Municipio de Zaragoza;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);174;124;-28,7
Municipio de Zaragoza;6.-TRÁFICO DE DROGAS (EU);111;122;9,9
Municipio de Zaragoza;7.-DAÑOS;2397;2167;-9,6
Municipio de Zaragoza;8.-HURTOS;6192;6043;-2,4
ASTURIAS (PRINCIPADO DE);1.-DELITOS Y FALTAS;21573;20219;-6,3
ASTURIAS (PRINCIPADO DE);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;3;0
ASTURIAS (PRINCIPADO DE);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);484;464;-4,1
ASTURIAS (PRINCIPADO DE);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);710;668;-5,9
ASTURIAS (PRINCIPADO DE);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);372;323;-13,2
ASTURIAS (PRINCIPADO DE);6.-TRÁFICO DE DROGAS (EU);134;125;-6,7
ASTURIAS (PRINCIPADO DE);7.-DAÑOS;2459;2358;-4,1
ASTURIAS (PRINCIPADO DE);8.-HURTOS;6592;6170;-6,4
Municipio de Avilés;1.-DELITOS Y FALTAS;1628;1499;-7,9
Municipio de Avilés;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100
Municipio de Avilés;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);48;33;-31,3
Municipio de Avilés;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);47;41;-12,8
Municipio de Avilés;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);55;66;20
Municipio de Avilés;6.-TRÁFICO DE DROGAS (EU);9;19;111,1
Municipio de Avilés;7.-DAÑOS;225;191;-15,1
Municipio de Avilés;8.-HURTOS;446;432;-3,1
Municipio de Gijón;1.-DELITOS Y FALTAS;5316;5169;-2,8
Municipio de Gijón;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0
Municipio de Gijón;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);145;140;-3,4
Municipio de Gijón;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);112;144;28,6
Municipio de Gijón;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);95;72;-24,2
Municipio de Gijón;6.-TRÁFICO DE DROGAS (EU);31;28;-9,7
Municipio de Gijón;7.-DAÑOS;559;534;-4,5
Municipio de Gijón;8.-HURTOS;1774;1533;-13,6
Municipio de Oviedo;1.-DELITOS Y FALTAS;4994;5066;1,4
Municipio de Oviedo;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Oviedo;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);201;192;-4,5
Municipio de Oviedo;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);142;118;-16,9
Municipio de Oviedo;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);79;78;-1,3
Municipio de Oviedo;6.-TRÁFICO DE DROGAS (EU);21;28;33,3
Municipio de Oviedo;7.-DAÑOS;498;438;-12
Municipio de Oviedo;8.-HURTOS;2040;2119;3,9
Municipio de Siero;1.-DELITOS Y FALTAS;1383;1318;-4,7
Municipio de Siero;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Siero;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);23;28;21,7
Municipio de Siero;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);67;47;-29,9
Municipio de Siero;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);24;15;-37,5
Municipio de Siero;6.-TRÁFICO DE DROGAS (EU);9;3;-66,7
Municipio de Siero;7.-DAÑOS;145;149;2,8
Municipio de Siero;8.-HURTOS;503;470;-6,6
BALEARS (ILLES);1.-DELITOS Y FALTAS;55729;53258;-4,4
BALEARS (ILLES);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);11;5;-54,5
BALEARS (ILLES);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);1003;883;-12
BALEARS (ILLES);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);2783;2605;-6,4
BALEARS (ILLES);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);1140;1295;13,6
BALEARS (ILLES);6.-TRÁFICO DE DROGAS (EU);483;366;-24,2
BALEARS (ILLES);7.-DAÑOS;3833;3792;-1,1
BALEARS (ILLES);8.-HURTOS;25257;22921;-9,2
Isla de Eivissa;1.-DELITOS Y FALTAS;14279;12724;-10,9
Isla de Eivissa;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;1;-50
Isla de Eivissa;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);314;242;-22,9
Isla de Eivissa;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);520;563;8,3
Isla de Eivissa;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);359;524;46
Isla de Eivissa;6.-TRÁFICO DE DROGAS (EU);223;154;-30,9
Isla de Eivissa;7.-DAÑOS;695;659;-5,2
Isla de Eivissa;8.-HURTOS;7966;6607;-17,1
Municipio de Eivissa;1.-DELITOS Y FALTAS;3439;3245;-5,6
Municipio de Eivissa;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100
Municipio de Eivissa;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);81;50;-38,3
Municipio de Eivissa;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);64;53;-17,2
Municipio de Eivissa;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);136;210;54,4
Municipio de Eivissa;6.-TRÁFICO DE DROGAS (EU);88;64;-27,3
Municipio de Eivissa;7.-DAÑOS;155;146;-5,8
Municipio de Eivissa;8.-HURTOS;1778;1545;-13,1
Isla de Formentera;1.-DELITOS Y FALTAS;637;651;2,2
Isla de Formentera;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Isla de Formentera;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);3;3;0
Isla de Formentera;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);73;130;78,1
Isla de Formentera;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);51;73;43,1
Isla de Formentera;6.-TRÁFICO DE DROGAS (EU);2;6;200
Isla de Formentera;7.-DAÑOS;71;67;-5,6
Isla de Formentera;8.-HURTOS;196;171;-12,8
Isla de Mallorca;1.-DELITOS Y FALTAS;38412;37690;-1,9
Isla de Mallorca;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);9;4;-55,6
Isla de Mallorca;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);676;621;-8,1
Isla de Mallorca;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);2061;1823;-11,5
Isla de Mallorca;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);702;673;-4,1
Isla de Mallorca;6.-TRÁFICO DE DROGAS (EU);238;193;-18,9
Isla de Mallorca;7.-DAÑOS;2822;2840;0,6
Isla de Mallorca;8.-HURTOS;16301;15463;-5,1
Municipio de Calvià;1.-DELITOS Y FALTAS;4511;4451;-1,3
Municipio de Calvià;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Calvià;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);130;150;15,4
Municipio de Calvià;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);190;221;16,3
Municipio de Calvià;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);44;37;-15,9
Municipio de Calvià;6.-TRÁFICO DE DROGAS (EU);77;40;-48,1
Municipio de Calvià;7.-DAÑOS;278;274;-1,4
Municipio de Calvià;8.-HURTOS;2155;2122;-1,5
Municipio de Palma;1.-DELITOS Y FALTAS;20632;20342;-1,4
Municipio de Palma;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;4;100
Municipio de Palma;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);431;370;-14,2
Municipio de Palma;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);560;465;-17
Municipio de Palma;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);455;461;1,3
Municipio de Palma;6.-TRÁFICO DE DROGAS (EU);94;76;-19,1
Municipio de Palma;7.-DAÑOS;1451;1447;-0,3
Municipio de Palma;8.-HURTOS;9314;8616;-7,5
Isla de Menorca;1.-DELITOS Y FALTAS;2401;2193;-8,7
Isla de Menorca;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Isla de Menorca;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);10;17;70
Isla de Menorca;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);129;89;-31
Isla de Menorca;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);28;25;-10,7
Isla de Menorca;6.-TRÁFICO DE DROGAS (EU);20;13;-35
Isla de Menorca;7.-DAÑOS;245;226;-7,8
Isla de Menorca;8.-HURTOS;794;680;-14,4
CANARIAS;1.-DELITOS Y FALTAS;67635;67420;-0,3
CANARIAS;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);9;12;33,3
CANARIAS;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);1236;1129;-8,7
CANARIAS;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);2762;2493;-9,7
CANARIAS;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);1407;1270;-9,7
CANARIAS;6.-TRÁFICO DE DROGAS (EU);418;464;11
CANARIAS;7.-DAÑOS;5383;5378;-0,1
CANARIAS;8.-HURTOS;22959;22652;-1,3
Provincia de Palmas (Las);1.-DELITOS Y FALTAS;36646;35417;-3,4
Provincia de Palmas (Las);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);5;10;100
Provincia de Palmas (Las);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);728;553;-24
Provincia de Palmas (Las);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);1068;1083;1,4
Provincia de Palmas (Las);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);704;648;-8
Provincia de Palmas (Las);6.-TRÁFICO DE DROGAS (EU);241;270;12
Provincia de Palmas (Las);7.-DAÑOS;3046;3052;0,2
Provincia de Palmas (Las);8.-HURTOS;11805;11204;-5,1
Isla de Fuerteventura;1.-DELITOS Y FALTAS;3555;3729;4,9
Isla de Fuerteventura;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Isla de Fuerteventura;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);40;54;35
Isla de Fuerteventura;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);177;168;-5,1
Isla de Fuerteventura;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);48;62;29,2
Isla de Fuerteventura;6.-TRÁFICO DE DROGAS (EU);21;31;47,6
Isla de Fuerteventura;7.-DAÑOS;337;327;-3
Isla de Fuerteventura;8.-HURTOS;1140;1142;0,2
Isla de Gran Canaria;1.-DELITOS Y FALTAS;27773;26596;-4,2
Isla de Gran Canaria;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);4;7;75
Isla de Gran Canaria;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);583;429;-26,4
Isla de Gran Canaria;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);650;689;6
Isla de Gran Canaria;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);581;484;-16,7
Isla de Gran Canaria;6.-TRÁFICO DE DROGAS (EU);185;212;14,6
Isla de Gran Canaria;7.-DAÑOS;2265;2248;-0,8
Isla de Gran Canaria;8.-HURTOS;8845;8541;-3,4
Municipio de Palmas de Gran Canaria (Las);1.-DELITOS Y FALTAS;12782;12155;-4,9
Municipio de Palmas de Gran Canaria (Las);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);4;2;-50
Municipio de Palmas de Gran Canaria (Las);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);407;250;-38,6
Municipio de Palmas de Gran Canaria (Las);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);221;247;11,8
Municipio de Palmas de Gran Canaria (Las);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);325;271;-16,6
Municipio de Palmas de Gran Canaria (Las);6.-TRÁFICO DE DROGAS (EU);136;153;12,5
Municipio de Palmas de Gran Canaria (Las);7.-DAÑOS;994;1010;1,6
Municipio de Palmas de Gran Canaria (Las);8.-HURTOS;4256;4250;-0,1
Municipio de San Bartolomé de Tirajana;1.-DELITOS Y FALTAS;3768;3722;-1,2
Municipio de San Bartolomé de Tirajana;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Municipio de San Bartolomé de Tirajana;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);74;73;-1,4
Municipio de San Bartolomé de Tirajana;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);95;70;-26,3
Municipio de San Bartolomé de Tirajana;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);45;48;6,7
Municipio de San Bartolomé de Tirajana;6.-TRÁFICO DE DROGAS (EU);14;22;57,1
Municipio de San Bartolomé de Tirajana;7.-DAÑOS;248;238;-4
Municipio de San Bartolomé de Tirajana;8.-HURTOS;1803;1669;-7,4
Municipio de Santa Lucía de Tirajana;1.-DELITOS Y FALTAS;1797;2063;14,8
Municipio de Santa Lucía de Tirajana;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Municipio de Santa Lucía de Tirajana;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);5;27;440
Municipio de Santa Lucía de Tirajana;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);45;78;73,3
Municipio de Santa Lucía de Tirajana;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);19;36;89,5
Municipio de Santa Lucía de Tirajana;6.-TRÁFICO DE DROGAS (EU);2;5;150
Municipio de Santa Lucía de Tirajana;7.-DAÑOS;154;191;24
Municipio de Santa Lucía de Tirajana;8.-HURTOS;469;525;11,9
Municipio de Telde;1.-DELITOS Y FALTAS;3280;3355;2,3
Municipio de Telde;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;3;100
Municipio de Telde;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);45;42;-6,7
Municipio de Telde;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);81;105;29,6
Municipio de Telde;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);89;73;-18
Municipio de Telde;6.-TRÁFICO DE DROGAS (EU);16;18;12,5
Municipio de Telde;7.-DAÑOS;267;282;5,6
Municipio de Telde;8.-HURTOS;744;737;-0,9
Isla de Lanzarote;1.-DELITOS Y FALTAS;5318;5092;-4,2
Isla de Lanzarote;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;2;100
Isla de Lanzarote;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);105;70;-33,3
Isla de Lanzarote;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);241;226;-6,2
Isla de Lanzarote;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);75;102;36
Isla de Lanzarote;6.-TRÁFICO DE DROGAS (EU);35;27;-22,9
Isla de Lanzarote;7.-DAÑOS;444;477;7,4
Isla de Lanzarote;8.-HURTOS;1820;1521;-16,4
Municipio de Arrecife;1.-DELITOS Y FALTAS;1661;1744;5
Municipio de Arrecife;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;2;100
Municipio de Arrecife;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);58;33;-43,1
Municipio de Arrecife;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);37;51;37,8
Municipio de Arrecife;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);41;68;65,9
Municipio de Arrecife;6.-TRÁFICO DE DROGAS (EU);13;11;-15,4
Municipio de Arrecife;7.-DAÑOS;166;216;30,1
Municipio de Arrecife;8.-HURTOS;444;384;-13,5
Provincia de Santa Cruz de Tenerife;1.-DELITOS Y FALTAS;30989;32003;3,3
Provincia de Santa Cruz de Tenerife;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);4;2;-50
Provincia de Santa Cruz de Tenerife;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);508;576;13,4
Provincia de Santa Cruz de Tenerife;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);1694;1410;-16,8
Provincia de Santa Cruz de Tenerife;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);703;622;-11,5
Provincia de Santa Cruz de Tenerife;6.-TRÁFICO DE DROGAS (EU);177;194;9,6
Provincia de Santa Cruz de Tenerife;7.-DAÑOS;2337;2326;-0,5
Provincia de Santa Cruz de Tenerife;8.-HURTOS;11154;11448;2,6
Isla de Gomera (La);1.-DELITOS Y FALTAS;283;233;-17,7
Isla de Gomera (La);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Isla de Gomera (La);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);0;0;0
Isla de Gomera (La);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);12;3;-75
Isla de Gomera (La);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);4;2;-50
Isla de Gomera (La);6.-TRÁFICO DE DROGAS (EU);9;2;-77,8
Isla de Gomera (La);7.-DAÑOS;43;39;-9,3
Isla de Gomera (La);8.-HURTOS;58;33;-43,1
Isla de Hierro (El);1.-DELITOS Y FALTAS;143;102;-28,7
Isla de Hierro (El);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Isla de Hierro (El);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);0;1;100
Isla de Hierro (El);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);7;3;-57,1
Isla de Hierro (El);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);0;1;100
Isla de Hierro (El);6.-TRÁFICO DE DROGAS (EU);2;0;-100
Isla de Hierro (El);7.-DAÑOS;10;11;10
Isla de Hierro (El);8.-HURTOS;19;23;21,1
Isla de Palma (La);1.-DELITOS Y FALTAS;1648;1477;-10,4
Isla de Palma (La);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Isla de Palma (La);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);10;9;-10
Isla de Palma (La);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);70;80;14,3
Isla de Palma (La);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);20;12;-40
Isla de Palma (La);6.-TRÁFICO DE DROGAS (EU);10;10;0
Isla de Palma (La);7.-DAÑOS;180;176;-2,2
Isla de Palma (La);8.-HURTOS;464;374;-19,4
Isla de Tenerife;1.-DELITOS Y FALTAS;28915;30191;4,4
Isla de Tenerife;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);4;1;-75
Isla de Tenerife;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);498;566;13,7
Isla de Tenerife;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);1605;1324;-17,5
Isla de Tenerife;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);679;607;-10,6
Isla de Tenerife;6.-TRÁFICO DE DROGAS (EU);156;182;16,7
Isla de Tenerife;7.-DAÑOS;2104;2100;-0,2
Isla de Tenerife;8.-HURTOS;10613;11018;3,8
Municipio de Arona;1.-DELITOS Y FALTAS;3974;4212;6
Municipio de Arona;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100
Municipio de Arona;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);100;108;8
Municipio de Arona;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);221;199;-10
Municipio de Arona;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);93;94;1,1
Municipio de Arona;6.-TRÁFICO DE DROGAS (EU);11;29;163,6
Municipio de Arona;7.-DAÑOS;242;212;-12,4
Municipio de Arona;8.-HURTOS;1839;1805;-1,8
Municipio de San Cristóbal de la Laguna;1.-DELITOS Y FALTAS;4363;4430;1,5
Municipio de San Cristóbal de la Laguna;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100
Municipio de San Cristóbal de la Laguna;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);79;113;43
Municipio de San Cristóbal de la Laguna;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);248;200;-19,4
Municipio de San Cristóbal de la Laguna;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);136;121;-11
Municipio de San Cristóbal de la Laguna;6.-TRÁFICO DE DROGAS (EU);25;39;56
Municipio de San Cristóbal de la Laguna;7.-DAÑOS;365;386;5,8
Municipio de San Cristóbal de la Laguna;8.-HURTOS;1241;1294;4,3
Municipio de Santa Cruz de Tenerife;1.-DELITOS Y FALTAS;6821;7905;15,9
Municipio de Santa Cruz de Tenerife;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100
Municipio de Santa Cruz de Tenerife;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);153;196;28,1
Municipio de Santa Cruz de Tenerife;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);273;238;-12,8
Municipio de Santa Cruz de Tenerife;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);196;152;-22,4
Municipio de Santa Cruz de Tenerife;6.-TRÁFICO DE DROGAS (EU);51;43;-15,7
Municipio de Santa Cruz de Tenerife;7.-DAÑOS;554;587;6
Municipio de Santa Cruz de Tenerife;8.-HURTOS;2290;2828;23,5
CANTABRIA;1.-DELITOS Y FALTAS;13201;12546;-5
CANTABRIA;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;3;0
CANTABRIA;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);215;209;-2,8
CANTABRIA;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);645;487;-24,5
CANTABRIA;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);200;183;-8,5
CANTABRIA;6.-TRÁFICO DE DROGAS (EU);81;94;16
CANTABRIA;7.-DAÑOS;1245;1273;2,2
CANTABRIA;8.-HURTOS;4173;3854;-7,6
Municipio de Santander;1.-DELITOS Y FALTAS;4776;4613;-3,4
Municipio de Santander;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Santander;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);109;118;8,3
Municipio de Santander;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);189;129;-31,7
Municipio de Santander;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);99;86;-13,1
Municipio de Santander;6.-TRÁFICO DE DROGAS (EU);19;29;52,6
Municipio de Santander;7.-DAÑOS;438;466;6,4
Municipio de Santander;8.-HURTOS;1881;1674;-11
Municipio de Torrelavega;1.-DELITOS Y FALTAS;1140;1181;3,6
Municipio de Torrelavega;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Torrelavega;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);27;19;-29,6
