TERRITORIO;TIPOLOGÍA PENAL;2014;2015;Var. % 15/14
Municipio de Motril;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);37;36;-2,7
Municipio de Motril;6.-TRÁFICO DE DROGAS (EU);41;35;-14,6
Municipio de Motril;7.-DAÑOS;260;212;-18,5
Municipio de Motril;8.-HURTOS;501;549;9,6
Provincia de Huelva;1.-DELITOS Y FALTAS;15825;14894;-5,9
Provincia de Huelva;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);4;3;-25
Provincia de Huelva;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);284;266;-6,3
Provincia de Huelva;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);1166;1244;6,7
Provincia de Huelva;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);263;260;-1,1
Provincia de Huelva;6.-TRÁFICO DE DROGAS (EU);120;116;-3,3
Provincia de Huelva;7.-DAÑOS;996;1125;13
Provincia de Huelva;8.-HURTOS;4845;4300;-11,2
Municipio de Huelva;1.-DELITOS Y FALTAS;6024;5615;-6,8
Municipio de Huelva;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100
Municipio de Huelva;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);173;124;-28,3
Municipio de Huelva;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);131;136;3,8
Municipio de Huelva;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);59;88;49,2
Municipio de Huelva;6.-TRÁFICO DE DROGAS (EU);33;36;9,1
Municipio de Huelva;7.-DAÑOS;487;550;12,9
Municipio de Huelva;8.-HURTOS;2406;2238;-7
Provincia de Jaén;1.-DELITOS Y FALTAS;13262;12881;-2,9
Provincia de Jaén;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;4;33,3
Provincia de Jaén;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);305;267;-12,5
Provincia de Jaén;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);592;708;19,6
Provincia de Jaén;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);219;282;28,8
Provincia de Jaén;6.-TRÁFICO DE DROGAS (EU);73;63;-13,7
Provincia de Jaén;7.-DAÑOS;1516;1569;3,5
Provincia de Jaén;8.-HURTOS;3623;3372;-6,9
Municipio de Jaén;1.-DELITOS Y FALTAS;3652;3490;-4,4
Municipio de Jaén;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Jaén;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);160;141;-11,9
Municipio de Jaén;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);118;145;22,9
Municipio de Jaén;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);100;136;36
Municipio de Jaén;6.-TRÁFICO DE DROGAS (EU);12;4;-66,7
Municipio de Jaén;7.-DAÑOS;454;456;0,4
Municipio de Jaén;8.-HURTOS;1091;1050;-3,8
Municipio de Linares;1.-DELITOS Y FALTAS;1702;1466;-13,9
Municipio de Linares;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Municipio de Linares;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);48;50;4,2
Municipio de Linares;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);72;63;-12,5
Municipio de Linares;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);26;32;23,1
Municipio de Linares;6.-TRÁFICO DE DROGAS (EU);9;6;-33,3
Municipio de Linares;7.-DAÑOS;185;197;6,5
Municipio de Linares;8.-HURTOS;599;487;-18,7
Provincia de Málaga;1.-DELITOS Y FALTAS;60150;58751;-2,3
Provincia de Málaga;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);16;13;-18,8
Provincia de Málaga;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);1345;1118;-16,9
Provincia de Málaga;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);3271;2850;-12,9
Provincia de Málaga;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);1694;1887;11,4
Provincia de Málaga;6.-TRÁFICO DE DROGAS (EU);640;624;-2,5
Provincia de Málaga;7.-DAÑOS;5473;5399;-1,4
Provincia de Málaga;8.-HURTOS;22181;22027;-0,7
Municipio de Benalmádena;1.-DELITOS Y FALTAS;3475;3307;-4,8
Municipio de Benalmádena;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100
Municipio de Benalmádena;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);59;37;-37,3
Municipio de Benalmádena;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);163;128;-21,5
Municipio de Benalmádena;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);78;105;34,6
Municipio de Benalmádena;6.-TRÁFICO DE DROGAS (EU);13;19;46,2
Municipio de Benalmádena;7.-DAÑOS;421;381;-9,5
Municipio de Benalmádena;8.-HURTOS;1324;1253;-5,4
Municipio de Estepona;1.-DELITOS Y FALTAS;2659;2625;-1,3
Municipio de Estepona;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0
Municipio de Estepona;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);50;34;-32
Municipio de Estepona;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);251;193;-23,1
Municipio de Estepona;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);96;91;-5,2
Municipio de Estepona;6.-TRÁFICO DE DROGAS (EU);37;40;8,1
Municipio de Estepona;7.-DAÑOS;301;289;-4
Municipio de Estepona;8.-HURTOS;781;789;1
Municipio de Fuengirola;1.-DELITOS Y FALTAS;4734;4577;-3,3
Municipio de Fuengirola;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Fuengirola;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);150;118;-21,3
Municipio de Fuengirola;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);190;127;-33,2
Municipio de Fuengirola;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);152;147;-3,3
Municipio de Fuengirola;6.-TRÁFICO DE DROGAS (EU);66;65;-1,5
Municipio de Fuengirola;7.-DAÑOS;457;400;-12,5
Municipio de Fuengirola;8.-HURTOS;1901;2097;10,3
Municipio de Málaga;1.-DELITOS Y FALTAS;20586;19437;-5,6
Municipio de Málaga;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;2;-33,3
Municipio de Málaga;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);565;435;-23
Municipio de Málaga;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);493;423;-14,2
Municipio de Málaga;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);584;650;11,3
Municipio de Málaga;6.-TRÁFICO DE DROGAS (EU);216;206;-4,6
Municipio de Málaga;7.-DAÑOS;1308;1307;-0,1
Municipio de Málaga;8.-HURTOS;9103;8675;-4,7
Municipio de Marbella;1.-DELITOS Y FALTAS;7874;8304;5,5
Municipio de Marbella;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);5;2;-60
Municipio de Marbella;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);217;183;-15,7
Municipio de Marbella;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);452;431;-4,6
Municipio de Marbella;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);271;300;10,7
Municipio de Marbella;6.-TRÁFICO DE DROGAS (EU);57;64;12,3
Municipio de Marbella;7.-DAÑOS;633;707;11,7
Municipio de Marbella;8.-HURTOS;2896;3126;7,9
Municipio de Mijas;1.-DELITOS Y FALTAS;4142;3891;-6,1
Municipio de Mijas;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;4;100
Municipio de Mijas;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);67;52;-22,4
Municipio de Mijas;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);492;424;-13,8
Municipio de Mijas;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);163;184;12,9
Municipio de Mijas;6.-TRÁFICO DE DROGAS (EU);42;28;-33,3
Municipio de Mijas;7.-DAÑOS;508;450;-11,4
Municipio de Mijas;8.-HURTOS;1225;1158;-5,5
Municipio de Vélez-Málaga;1.-DELITOS Y FALTAS;2125;2132;0,3
Municipio de Vélez-Málaga;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Municipio de Vélez-Málaga;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);47;22;-53,2
Municipio de Vélez-Málaga;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);69;91;31,9
Municipio de Vélez-Málaga;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);33;49;48,5
Municipio de Vélez-Málaga;6.-TRÁFICO DE DROGAS (EU);27;40;48,1
Municipio de Vélez-Málaga;7.-DAÑOS;214;276;29
Municipio de Vélez-Málaga;8.-HURTOS;790;707;-10,5
Municipio de Torremolinos;1.-DELITOS Y FALTAS;3926;3932;0,2
Municipio de Torremolinos;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100
Municipio de Torremolinos;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);59;80;35,6
Municipio de Torremolinos;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);103;100;-2,9
Municipio de Torremolinos;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);86;80;-7
Municipio de Torremolinos;6.-TRÁFICO DE DROGAS (EU);47;40;-14,9
Municipio de Torremolinos;7.-DAÑOS;362;363;0,3
Municipio de Torremolinos;8.-HURTOS;1587;1602;0,9
Provincia de Sevilla;1.-DELITOS Y FALTAS;65292;62264;-4,6
Provincia de Sevilla;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);7;9;28,6
Provincia de Sevilla;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);1869;1669;-10,7
Provincia de Sevilla;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);2929;2632;-10,1
Provincia de Sevilla;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);1436;1478;2,9
Provincia de Sevilla;6.-TRÁFICO DE DROGAS (EU);302;245;-18,9
Provincia de Sevilla;7.-DAÑOS;6072;5653;-6,9
Provincia de Sevilla;8.-HURTOS;22562;21075;-6,6
Municipio de Alcalá de Guadaíra;1.-DELITOS Y FALTAS;3036;3015;-0,7
Municipio de Alcalá de Guadaíra;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Municipio de Alcalá de Guadaíra;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);60;40;-33,3
Municipio de Alcalá de Guadaíra;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);222;180;-18,9
Municipio de Alcalá de Guadaíra;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);53;62;17
Municipio de Alcalá de Guadaíra;6.-TRÁFICO DE DROGAS (EU);15;10;-33,3
Municipio de Alcalá de Guadaíra;7.-DAÑOS;313;319;1,9
Municipio de Alcalá de Guadaíra;8.-HURTOS;995;892;-10,4
Municipio de Dos Hermanas;1.-DELITOS Y FALTAS;3677;3752;2
Municipio de Dos Hermanas;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;0;-100
Municipio de Dos Hermanas;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);93;97;4,3
Municipio de Dos Hermanas;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);122;107;-12,3
Municipio de Dos Hermanas;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);87;100;14,9
Municipio de Dos Hermanas;6.-TRÁFICO DE DROGAS (EU);18;15;-16,7
Municipio de Dos Hermanas;7.-DAÑOS;454;453;-0,2
Municipio de Dos Hermanas;8.-HURTOS;1127;1241;10,1
Municipio de Sevilla;1.-DELITOS Y FALTAS;35681;33276;-6,7
Municipio de Sevilla;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;4;100
Municipio de Sevilla;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);1447;1225;-15,3
Municipio de Sevilla;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);1044;736;-29,5
Municipio de Sevilla;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);910;863;-5,2
Municipio de Sevilla;6.-TRÁFICO DE DROGAS (EU);123;96;-22
Municipio de Sevilla;7.-DAÑOS;3331;2988;-10,3
Municipio de Sevilla;8.-HURTOS;14540;13310;-8,5
Municipio de Utrera;1.-DELITOS Y FALTAS;1902;2015;5,9
Municipio de Utrera;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Utrera;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);19;23;21,1
Municipio de Utrera;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);85;121;42,4
Municipio de Utrera;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);33;47;42,4
Municipio de Utrera;6.-TRÁFICO DE DROGAS (EU);8;7;-12,5
Municipio de Utrera;7.-DAÑOS;204;202;-1
Municipio de Utrera;8.-HURTOS;588;591;0,5
ARAGÓN;1.-DELITOS Y FALTAS;30385;28480;-6,3
ARAGÓN;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;7;250
ARAGÓN;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);687;553;-19,5
ARAGÓN;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);1438;1302;-9,5
ARAGÓN;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);322;267;-17,1
ARAGÓN;6.-TRÁFICO DE DROGAS (EU);243;215;-11,5
ARAGÓN;7.-DAÑOS;4360;3979;-8,7
ARAGÓN;8.-HURTOS;9486;8956;-5,6
Provincia de Huesca;1.-DELITOS Y FALTAS;4087;3867;-5,4
