Comunidades,Años,Trimestre,PIB
Región de Murcia,2015,3,27.1
Región de Murcia,2015,4,26.9
Región de Murcia,2016,1,27.5
Región de Murcia,2016,2,28.4
Región de Murcia,2016,3,28
Región de Murcia,2016,4,28.5
Región de Murcia,2017,1,28.3
Región de Murcia,2017,2,29.3
Región de Murcia,2017,3,28.7
Región de Murcia,2017,4,29
Región de Murcia,2018,1,29.5
Región de Murcia,2018,2,29.8
Región de Murcia,2018,3,30.2
Región de Murcia,2018,4,29.7
Región de Murcia,2019,1,30.4
Región de Murcia,2019,2,30.6
Región de Murcia,2019,3,30.9
Principado de Asturias,1995,1,3.9
Principado de Asturias,1995,2,3.9
Principado de Asturias,1995,3,3.8
Principado de Asturias,1995,4,3.7
Principado de Asturias,1996,1,3.8
Principado de Asturias,1996,2,3.9
Principado de Asturias,1996,3,3.8
Principado de Asturias,1996,4,3.7
Principado de Asturias,1997,1,3.8
Principado de Asturias,1997,2,4
Principado de Asturias,1997,3,4
Principado de Asturias,1997,4,3.9
Principado de Asturias,1998,1,4.2
Principado de Asturias,1998,2,4.3
Principado de Asturias,1998,3,4
Principado de Asturias,1998,4,4.2
Principado de Asturias,1999,1,4.7
Principado de Asturias,1999,2,4.7
Principado de Asturias,1999,3,4.4
Principado de Asturias,1999,4,4.2
Principado de Asturias,2000,1,4.2
Principado de Asturias,2000,2,3.9
Principado de Asturias,2000,3,3.7
Principado de Asturias,2000,4,4.2
Principado de Asturias,2001,1,4.8
Principado de Asturias,2001,2,4.7
Principado de Asturias,2001,3,4.5
Principado de Asturias,2001,4,4.2
Principado de Asturias,2002,1,5.1
Principado de Asturias,2002,2,5.3
Principado de Asturias,2002,3,4.8
Principado de Asturias,2002,4,5.1
Principado de Asturias,2003,1,5.3
Principado de Asturias,2003,2,5.1
Principado de Asturias,2003,3,4.9
Principado de Asturias,2003,4,5.1
Principado de Asturias,2004,1,5
Principado de Asturias,2004,2,4.8
Principado de Asturias,2004,3,4.7
Principado de Asturias,2004,4,4.4
Principado de Asturias,2005,1,4.3
Principado de Asturias,2005,2,4.5
Principado de Asturias,2005,3,4.4
Principado de Asturias,2005,4,4
Principado de Asturias,2006,1,3.7
Principado de Asturias,2006,2,3.7
Principado de Asturias,2006,3,3.6
Principado de Asturias,2006,4,3.4
Principado de Asturias,2007,1,3.3
Principado de Asturias,2007,2,3.2
Principado de Asturias,2007,3,3
Principado de Asturias,2007,4,3.2
Principado de Asturias,2008,1,3.1
Principado de Asturias,2008,2,3.1
Principado de Asturias,2008,3,3
Principado de Asturias,2008,4,3.2
Principado de Asturias,2009,1,3.6
Principado de Asturias,2009,2,4
Principado de Asturias,2009,3,4.2
Principado de Asturias,2009,4,4.8
Principado de Asturias,2010,1,4.7
Principado de Asturias,2010,2,5.7
Principado de Asturias,2010,3,6.2
Principado de Asturias,2010,4,7.4
Principado de Asturias,2011,1,7.6
Principado de Asturias,2011,2,8.6
Principado de Asturias,2011,3,9
Principado de Asturias,2011,4,9.6
Principado de Asturias,2012,1,10.2
Principado de Asturias,2012,2,11.5
Principado de Asturias,2012,3,11.1
Principado de Asturias,2012,4,12.5
Principado de Asturias,2013,1,12.9
Principado de Asturias,2013,2,12.9
Principado de Asturias,2013,3,13.5
Principado de Asturias,2013,4,14.8
Principado de Asturias,2014,1,16.7
Principado de Asturias,2014,2,16.7
Principado de Asturias,2014,3,16.7
Principado de Asturias,2014,4,16.9
Principado de Asturias,2015,1,17.7
Principado de Asturias,2015,2,18.2
Principado de Asturias,2015,3,18
Principado de Asturias,2015,4,18.2
Principado de Asturias,2016,1,19.4
Principado de Asturias,2016,2,20.1
Principado de Asturias,2016,3,19.1
Principado de Asturias,2016,4,18.9
Principado de Asturias,2017,1,19.2
Principado de Asturias,2017,2,19.6
Principado de Asturias,2017,3,18.7
Principado de Asturias,2017,4,18.6
Principado de Asturias,2018,1,18.8
Principado de Asturias,2018,2,19.4
Principado de Asturias,2018,3,19.4
Principado de Asturias,2018,4,18.5
Principado de Asturias,2019,1,19.5
Principado de Asturias,2019,2,20.3
Principado de Asturias,2019,3,20.3
Castilla y León,1995,1,3
Castilla y León,1995,2,2.8
Castilla y León,1995,3,2.9
Castilla y León,1995,4,2.9
Castilla y León,1996,1,2.8
Castilla y León,1996,2,3.1
Castilla y León,1996,3,3.1
Castilla y León,1996,4,3
Castilla y León,1997,1,3.1
Castilla y León,1997,2,3.4
Castilla y León,1997,3,3.3
Castilla y León,1997,4,3.4
Castilla y León,1998,1,3.3
Castilla y León,1998,2,3.3
Castilla y León,1998,3,3.3
Castilla y León,1998,4,3.3
Castilla y León,1999,1,3.4
Castilla y León,1999,2,3.6
Castilla y León,1999,3,3.4
Castilla y León,1999,4,3.2
Castilla y León,2000,1,3
Castilla y León,2000,2,2.9
Castilla y León,2000,3,2.8
Castilla y León,2000,4,3
Castilla y León,2001,1,3
Castilla y León,2001,2,3
Castilla y León,2001,3,3
Castilla y León,2001,4,3.3
Castilla y León,2002,1,3.3
Castilla y León,2002,2,2.9
Castilla y León,2002,3,2.9
Castilla y León,2002,4,3.4
Castilla y León,2003,1,3.1
Castilla y León,2003,2,3
Castilla y León,2003,3,2.9
Castilla y León,2003,4,3.3
Castilla y León,2004,1,3
Castilla y León,2004,2,2.6
Castilla y León,2004,3,2.6
Castilla y León,2004,4,3.2
Castilla y León,2005,1,2.8
Castilla y León,2005,2,2.6
Castilla y León,2005,3,2.5
Castilla y León,2005,4,3.7
Castilla y León,2006,1,3.2
Castilla y León,2006,2,3.1
Castilla y León,2006,3,3
Castilla y León,2006,4,3.4
Castilla y León,2007,1,3
Castilla y León,2007,2,3
Castilla y León,2007,3,2.9
Castilla y León,2007,4,3.4
Castilla y León,2008,1,3.1
Castilla y León,2008,2,3
Castilla y León,2008,3,3
Castilla y León,2008,4,4.6
Castilla y León,2009,1,3.6
Castilla y León,2009,2,4.4
Castilla y León,2009,3,4.9
Castilla y León,2009,4,5.8
Castilla y León,2010,1,5.7
Castilla y León,2010,2,6.2
Castilla y León,2010,3,6.6
Castilla y León,2010,4,8.3
Castilla y León,2011,1,8.6
Castilla y León,2011,2,9.7
Castilla y León,2011,3,9.8
Castilla y León,2011,4,10.5
Castilla y León,2012,1,10.8
Castilla y León,2012,2,13.4
Castilla y León,2012,3,13.4
Castilla y León,2012,4,14.8
Castilla y León,2013,1,16.1
Castilla y León,2013,2,16.1
Castilla y León,2013,3,16.3
Castilla y León,2013,4,16.4
Castilla y León,2014,1,18.9
Castilla y León,2014,2,18.3
Castilla y León,2014,3,18.3
Castilla y León,2014,4,18
Castilla y León,2015,1,18
Castilla y León,2015,2,19.8
Castilla y León,2015,3,19.8
Castilla y León,2015,4,19.7
Castilla y León,2016,1,19.6
Castilla y León,2016,2,20.1
Castilla y León,2016,3,19.8
Castilla y León,2016,4,20.4
Castilla y León,2017,1,20.6
Castilla y León,2017,2,20.5
Castilla y León,2017,3,20.9
Castilla y León,2017,4,21
Castilla y León,2018,1,21.2
Castilla y León,2018,2,21.2
Castilla y León,2018,3,21.5
Castilla y León,2018,4,21.1
Castilla y León,2019,1,21.1
Castilla y León,2019,2,21.3
Castilla y León,2019,3,21.1
Comunidad Valenciana,1995,1,6.3
Comunidad Valenciana,1995,2,6.1
Comunidad Valenciana,1995,3,6.1
Comunidad Valenciana,1995,4,6.3
Comunidad Valenciana,1996,1,6.5
Comunidad Valenciana,1996,2,6.5
Comunidad Valenciana,1996,3,6.5
Comunidad Valenciana,1996,4,6.9
Comunidad Valenciana,1997,1,6.9
Comunidad Valenciana,1997,2,7.7
Comunidad Valenciana,1997,3,7.4
Comunidad Valenciana,1997,4,7.5
Comunidad Valenciana,1998,1,7.8
Comunidad Valenciana,1998,2,7.9
Comunidad Valenciana,1998,3,7.8
Comunidad Valenciana,1998,4,7.8
Comunidad Valenciana,1999,1,8.4
Comunidad Valenciana,1999,2,8.4
Comunidad Valenciana,1999,3,8
Comunidad Valenciana,1999,4,8.7
Comunidad Valenciana,2000,1,8.8
Comunidad Valenciana,2000,2,9
Comunidad Valenciana,2000,3,8.8
Comunidad Valenciana,2000,4,9.6
Comunidad Valenciana,2001,1,9.6
Comunidad Valenciana,2001,2,9.4
Comunidad Valenciana,2001,3,9.2
Comunidad Valenciana,2001,4,9.7
Comunidad Valenciana,2002,1,9.2
Comunidad Valenciana,2002,2,9.6
Comunidad Valenciana,2002,3,9.5
Comunidad Valenciana,2002,4,9.7
Comunidad Valenciana,2003,1,10
Comunidad Valenciana,2003,2,10.4
Comunidad Valenciana,2003,3,10.1
Comunidad Valenciana,2003,4,10.2
Comunidad Valenciana,2004,1,10.9
Comunidad Valenciana,2004,2,10.8
Comunidad Valenciana,2004,3,11
Comunidad Valenciana,2004,4,11.2
Comunidad Valenciana,2005,1,11.5
Comunidad Valenciana,2005,2,11.1
Comunidad Valenciana,2005,3,11.1
Comunidad Valenciana,2005,4,11.6
Comunidad Valenciana,2006,1,11.4
Comunidad Valenciana,2006,2,11.3
Comunidad Valenciana,2006,3,11
Comunidad Valenciana,2006,4,11.5
Comunidad Valenciana,2007,1,11.3
Comunidad Valenciana,2007,2,11.3
Comunidad Valenciana,2007,3,11.1
Comunidad Valenciana,2007,4,11.3
Comunidad Valenciana,2008,1,11.5
Comunidad Valenciana,2008,2,11.7
Comunidad Valenciana,2008,3,11.9
Comunidad Valenciana,2008,4,12.6
Comunidad Valenciana,2009,1,13.9
Comunidad Valenciana,2009,2,14.9
Comunidad Valenciana,2009,3,15.7
Comunidad Valenciana,2009,4,15.7
Comunidad Valenciana,2010,1,16.9
Comunidad Valenciana,2010,2,17.8
Comunidad Valenciana,2010,3,18.1
Comunidad Valenciana,2010,4,19.7
Comunidad Valenciana,2011,1,20.1
Comunidad Valenciana,2011,2,21.3
Comunidad Valenciana,2011,3,21.3
Comunidad Valenciana,2011,4,21.7
Comunidad Valenciana,2012,1,22.2
Comunidad Valenciana,2012,2,26.8
Comunidad Valenciana,2012,3,26.9
Comunidad Valenciana,2012,4,31.2
Comunidad Valenciana,2013,1,30.9
Comunidad Valenciana,2013,2,31.2
Comunidad Valenciana,2013,3,31.7
Comunidad Valenciana,2013,4,34.1
Comunidad Valenciana,2014,1,35.7
Comunidad Valenciana,2014,2,36.1
Comunidad Valenciana,2014,3,37.1
Comunidad Valenciana,2014,4,38.5
Comunidad Valenciana,2015,1,38.5
Comunidad Valenciana,2015,2,40.6
Comunidad Valenciana,2015,3,40.4
Comunidad Valenciana,2015,4,41.6
Comunidad Valenciana,2016,1,41.2
Comunidad Valenciana,2016,2,41.9
Comunidad Valenciana,2016,3,41.6
Comunidad Valenciana,2016,4,42.7
Comunidad Valenciana,2017,1,42.1
Comunidad Valenciana,2017,2,42.5
Comunidad Valenciana,2017,3,41.5
Comunidad Valenciana,2017,4,42.7
Comunidad Valenciana,2018,1,41.8
Comunidad Valenciana,2018,2,42.2
Comunidad Valenciana,2018,3,41.6
Comunidad Valenciana,2018,4,42.2
Comunidad Valenciana,2019,1,41.7
Comunidad Valenciana,2019,2,42.2
Comunidad Valenciana,2019,3,41.8
País Vasco,1995,1,6.8
País Vasco,1995,2,6.9
País Vasco,1995,3,7.4
País Vasco,1995,4,7.1
País Vasco,1996,1,7.3
País Vasco,1996,2,7.7
País Vasco,1996,3,7.4
País Vasco,1996,4,7.7
País Vasco,1997,1,7.5
País Vasco,1997,2,7.7
País Vasco,1997,3,7.6
País Vasco,1997,4,7.8
País Vasco,1998,1,7.4
País Vasco,1998,2,7.5
País Vasco,1998,3,7.1
País Vasco,1998,4,6.8
País Vasco,1999,1,6.7
País Vasco,1999,2,6.1
País Vasco,1999,3,6
País Vasco,1999,4,5.9
País Vasco,2000,1,6.3
País Vasco,2000,2,5.9
País Vasco,2000,3,5.6
País Vasco,2000,4,5.2
País Vasco,2001,1,4.9
País Vasco,2001,2,4.2
País Vasco,2001,3,4.1
País Vasco,2001,4,3.7
País Vasco,2002,1,3.7
País Vasco,2002,2,3.3
País Vasco,2002,3,3.2
País Vasco,2002,4,2.9
País Vasco,2003,1,3
País Vasco,2003,2,2.9
País Vasco,2003,3,2.9
País Vasco,2003,4,3.1
País Vasco,2004,1,3
País Vasco,2004,2,3
País Vasco,2004,3,2.7
País Vasco,2004,4,2.7
País Vasco,2005,1,2.5
País Vasco,2005,2,2.3
País Vasco,2005,3,2.1
País Vasco,2005,4,2
País Vasco,2006,1,2
País Vasco,2006,2,1.9
País Vasco,2006,3,1.9
País Vasco,2006,4,1.5
País Vasco,2007,1,1.2
País Vasco,2007,2,1.4
País Vasco,2007,3,1.3
País Vasco,2007,4,1
País Vasco,2008,1,1
País Vasco,2008,2,0.8
País Vasco,2008,3,0.8
País Vasco,2008,4,1.5
País Vasco,2009,1,1.5
País Vasco,2009,2,2.2
País Vasco,2009,3,2.8
País Vasco,2009,4,4.1
País Vasco,2010,1,5.3
País Vasco,2010,2,6.2
País Vasco,2010,3,6.5
País Vasco,2010,4,7.7
País Vasco,2011,1,7.7
País Vasco,2011,2,8.3
País Vasco,2011,3,8.2
País Vasco,2011,4,8.6
País Vasco,2012,1,10.5
País Vasco,2012,2,11.1
País Vasco,2012,3,11.1
País Vasco,2012,4,11.4
País Vasco,2013,1,12.3
País Vasco,2013,2,13.3
País Vasco,2013,3,13.1
País Vasco,2013,4,13.2
País Vasco,2014,1,14.5
País Vasco,2014,2,15
País Vasco,2014,3,14.3
País Vasco,2014,4,14
País Vasco,2015,1,14.8
País Vasco,2015,2,15.2
País Vasco,2015,3,14.9
País Vasco,2015,4,14.3
País Vasco,2016,1,15
País Vasco,2016,2,15.4
País Vasco,2016,3,15
País Vasco,2016,4,14.5
País Vasco,2017,1,15.3
País Vasco,2017,2,15.5
País Vasco,2017,3,14.8
País Vasco,2017,4,14.3
País Vasco,2018,1,15
País Vasco,2018,2,14.8
País Vasco,2018,3,14.9
País Vasco,2018,4,13.7
País Vasco,2019,1,13.8
País Vasco,2019,2,14.4
País Vasco,2019,3,14.2
Islas Baleares,1995,1,3.5
Islas Baleares,1995,2,3.6
Islas Baleares,1995,3,3.5
Islas Baleares,1995,4,3.3
Islas Baleares,1996,1,3.4
Islas Baleares,1996,2,3.4
Islas Baleares,1996,3,3.2
Islas Baleares,1996,4,3
Islas Baleares,1997,1,3.1
Islas Baleares,1997,2,3.1
Islas Baleares,1997,3,3
Islas Baleares,1997,4,3.2
Islas Baleares,1998,1,2.6
Islas Baleares,1998,2,2.5
Islas Baleares,1998,3,2.5
Islas Baleares,1998,4,3.2
Islas Baleares,1999,1,2.2
Islas Baleares,1999,2,2.1
Islas Baleares,1999,3,2.1
Islas Baleares,1999,4,3
Islas Baleares,2000,1,2.4
Islas Baleares,2000,2,2.5
Islas Baleares,2000,3,2.4
Islas Baleares,2000,4,3.1
Islas Baleares,2001,1,2.6
Islas Baleares,2001,2,3
Islas Baleares,2001,3,2.9
Islas Baleares,2001,4,2.9
Islas Baleares,2002,1,3
Islas Baleares,2002,2,3.4
Islas Baleares,2002,3,3.5
Islas Baleares,2002,4,3.5
Islas Baleares,2003,1,4.3
Islas Baleares,2003,2,4.5
Islas Baleares,2003,3,4.6
Islas Baleares,2003,4,4.4
Islas Baleares,2004,1,4.6
Islas Baleares,2004,2,5.1
Islas Baleares,2004,3,5.2
Islas Baleares,2004,4,4.5
Islas Baleares,2005,1,5.8
Islas Baleares,2005,2,5.9
Islas Baleares,2005,3,6
Islas Baleares,2005,4,7
Islas Baleares,2006,1,6.4
Islas Baleares,2006,2,6.1
Islas Baleares,2006,3,6.4
Islas Baleares,2006,4,6.7
Islas Baleares,2007,1,6.8
Islas Baleares,2007,2,7.3
Islas Baleares,2007,3,6.8
Islas Baleares,2007,4,6.9
Islas Baleares,2008,1,7.7
Islas Baleares,2008,2,8.7
Islas Baleares,2008,3,8.7
Islas Baleares,2008,4,9.9
Islas Baleares,2009,1,11.5
Islas Baleares,2009,2,12.6
Islas Baleares,2009,3,13.4
Islas Baleares,2009,4,13.7
Islas Baleares,2010,1,14.8
Islas Baleares,2010,2,15.9
Islas Baleares,2010,3,16.6
Islas Baleares,2010,4,17
Islas Baleares,2011,1,18.1
Islas Baleares,2011,2,18.6
Islas Baleares,2011,3,18.4
Islas Baleares,2011,4,18.3
Islas Baleares,2012,1,18.4
Islas Baleares,2012,2,22.5
Islas Baleares,2012,3,22.2
Islas Baleares,2012,4,23.9
Islas Baleares,2013,1,24
Islas Baleares,2013,2,24.4
Islas Baleares,2013,3,24.8
Islas Baleares,2013,4,27
Islas Baleares,2014,1,28.3
Islas Baleares,2014,2,29.1
Islas Baleares,2014,3,29
Islas Baleares,2014,4,29.7
Islas Baleares,2015,1,30.2
Islas Baleares,2015,2,30.9
Islas Baleares,2015,3,29.9
Islas Baleares,2015,4,30.4
Islas Baleares,2016,1,30.4
Islas Baleares,2016,2,30.5
Islas Baleares,2016,3,30.3
Islas Baleares,2016,4,29.9
Islas Baleares,2017,1,29.8
Islas Baleares,2017,2,30.2
Islas Baleares,2017,3,30.2
Islas Baleares,2017,4,29.1
Islas Baleares,2018,1,29.1
Islas Baleares,2018,2,29.1
Islas Baleares,2018,3,28.9
Islas Baleares,2018,4,27.8
Islas Baleares,2019,1,29.3
Islas Baleares,2019,2,29.3
Islas Baleares,2019,3,28.6
Canarias,1995,1,4.5
Canarias,1995,2,4.4
Canarias,1995,3,4.2
Canarias,1995,4,4.2
Canarias,1996,1,4.1
Canarias,1996,2,4.4
Canarias,1996,3,4.6
Canarias,1996,4,5.5
Canarias,1997,1,5.3
Canarias,1997,2,5
Canarias,1997,3,4.2
Canarias,1997,4,4.5
Canarias,1998,1,4.7
Canarias,1998,2,4.5
Canarias,1998,3,4.1
Canarias,1998,4,4.5
Canarias,1999,1,3.9
Canarias,1999,2,4.2
Canarias,1999,3,3.5
Canarias,1999,4,3.7
Canarias,2000,1,3.8
Canarias,2000,2,3.1
Canarias,2000,3,3
Canarias,2000,4,3.5
Canarias,2001,1,3.2
Canarias,2001,2,3.2
Canarias,2001,3,3.1
Canarias,2001,4,3.5
Canarias,2002,1,3
Canarias,2002,2,3
Canarias,2002,3,2.5
Canarias,2002,4,3.1
Canarias,2003,1,2.7
Canarias,2003,2,2.8
Canarias,2003,3,2.7
Canarias,2003,4,3.5
Canarias,2004,1,2.8
Canarias,2004,2,2.7
Canarias,2004,3,2.7
Canarias,2004,4,3.4
Canarias,2005,1,2.9
Canarias,2005,2,2.7
Canarias,2005,3,2.7
Canarias,2005,4,3.9
Canarias,2006,1,3
Canarias,2006,2,2.9
Canarias,2006,3,2.7
Canarias,2006,4,4
Canarias,2007,1,3
Canarias,2007,2,2.9
Canarias,2007,3,2.8
Canarias,2007,4,3.7
Canarias,2008,1,3.1
Canarias,2008,2,3
Canarias,2008,3,3
Canarias,2008,4,4.4
Canarias,2009,1,4.1
Canarias,2009,2,5.3
Canarias,2009,3,5.1
Canarias,2009,4,5.8
Canarias,2010,1,8.5
Canarias,2010,2,8.2
Canarias,2010,3,8.2
Canarias,2010,4,8
Canarias,2011,1,7.8
Canarias,2011,2,8.3
Canarias,2011,3,8.3
Canarias,2011,4,9.1
Canarias,2012,1,9.3
Canarias,2012,2,10.1
Canarias,2012,3,10.2
Canarias,2012,4,11.8
Canarias,2013,1,11.8
Canarias,2013,2,12.2
Canarias,2013,3,12.6
Canarias,2013,4,13.4
Canarias,2014,1,14.2
Canarias,2014,2,13.8
Canarias,2014,3,14.6
Canarias,2014,4,15.1
Canarias,2015,1,15.4
Canarias,2015,2,16.2
Canarias,2015,3,16.2
Canarias,2015,4,16.3
Canarias,2016,1,16
Canarias,2016,2,16.2
Canarias,2016,3,16.2
Canarias,2016,4,16.3
Canarias,2017,1,16.4
Canarias,2017,2,16.8
Canarias,2017,3,16.6
Canarias,2017,4,15.9
Canarias,2018,1,15.6
Canarias,2018,2,15.6
Canarias,2018,3,15.2
Canarias,2018,4,14.9
Canarias,2019,1,13.9
Canarias,2019,2,14.2
Canarias,2019,3,14.1
Comunidad de Madrid,1995,1,3.7
Comunidad de Madrid,1995,2,3.7
Comunidad de Madrid,1995,3,3.5
Comunidad de Madrid,1995,4,3.6
Comunidad de Madrid,1996,1,3.7
Comunidad de Madrid,1996,2,4
Comunidad de Madrid,1996,3,4.1
Comunidad de Madrid,1996,4,4.1
Comunidad de Madrid,1997,1,4.2
Comunidad de Madrid,1997,2,4.3
Comunidad de Madrid,1997,3,4.2
Comunidad de Madrid,1997,4,4.3
Comunidad de Madrid,1998,1,4.2
Comunidad de Madrid,1998,2,4.1
Comunidad de Madrid,1998,3,4.1
Comunidad de Madrid,1998,4,4.3
Comunidad de Madrid,1999,1,4.3
Comunidad de Madrid,1999,2,4.3
Comunidad de Madrid,1999,3,4.1
Comunidad de Madrid,1999,4,4.2
Comunidad de Madrid,2000,1,3.8
Comunidad de Madrid,2000,2,3.7
Comunidad de Madrid,2000,3,3.7
Comunidad de Madrid,2000,4,3.7
Comunidad de Madrid,2001,1,4
Comunidad de Madrid,2001,2,4.5
Comunidad de Madrid,2001,3,5
Comunidad de Madrid,2001,4,5.5
Comunidad de Madrid,2002,1,5.7
Comunidad de Madrid,2002,2,5.8
Comunidad de Madrid,2002,3,6
Comunidad de Madrid,2002,4,6.4
Comunidad de Madrid,2003,1,6.3
Comunidad de Madrid,2003,2,6.3
Comunidad de Madrid,2003,3,6.1
Comunidad de Madrid,2003,4,6.3
Comunidad de Madrid,2004,1,6.2
Comunidad de Madrid,2004,2,6.1
Comunidad de Madrid,2004,3,5.8
Comunidad de Madrid,2004,4,5.8
Comunidad de Madrid,2005,1,6.4
Comunidad de Madrid,2005,2,6.1
Comunidad de Madrid,2005,3,5.9
Comunidad de Madrid,2005,4,6.1
Comunidad de Madrid,2006,1,5.7
Comunidad de Madrid,2006,2,5.7
Comunidad de Madrid,2006,3,5.6
Comunidad de Madrid,2006,4,5.6
Comunidad de Madrid,2007,1,5.4
Comunidad de Madrid,2007,2,5.4
Comunidad de Madrid,2007,3,5.2
Comunidad de Madrid,2007,4,5.6
Comunidad de Madrid,2008,1,5.5
Comunidad de Madrid,2008,2,5.7
Comunidad de Madrid,2008,3,5.4
Comunidad de Madrid,2008,4,5.6
Comunidad de Madrid,2009,1,5.9
Comunidad de Madrid,2009,2,6.4
Comunidad de Madrid,2009,3,6.2
Comunidad de Madrid,2009,4,6.4
Comunidad de Madrid,2010,1,6.6
Comunidad de Madrid,2010,2,7
Comunidad de Madrid,2010,3,7
Comunidad de Madrid,2010,4,7.2
Comunidad de Madrid,2011,1,7.4
Comunidad de Madrid,2011,2,7.8
Comunidad de Madrid,2011,3,8
Comunidad de Madrid,2011,4,8.2
Comunidad de Madrid,2012,1,8.7
Comunidad de Madrid,2012,2,9.6
Comunidad de Madrid,2012,3,9.4
Comunidad de Madrid,2012,4,10.7
Comunidad de Madrid,2013,1,11.7
Comunidad de Madrid,2013,2,12.1
Comunidad de Madrid,2013,3,12
Comunidad de Madrid,2013,4,11.9
Comunidad de Madrid,2014,1,12.8
Comunidad de Madrid,2014,2,13.3
Comunidad de Madrid,2014,3,13.3
Comunidad de Madrid,2014,4,13
Comunidad de Madrid,2015,1,13.8
Comunidad de Madrid,2015,2,13.6
Comunidad de Madrid,2015,3,13.9
Comunidad de Madrid,2015,4,14.1
Comunidad de Madrid,2016,1,14.3
Comunidad de Madrid,2016,2,14.5
Comunidad de Madrid,2016,3,14.4
Comunidad de Madrid,2016,4,14.4
Comunidad de Madrid,2017,1,14.9
Comunidad de Madrid,2017,2,15.2
Comunidad de Madrid,2017,3,15
Comunidad de Madrid,2017,4,15
Comunidad de Madrid,2018,1,15
Comunidad de Madrid,2018,2,15.1
Comunidad de Madrid,2018,3,14.6
Comunidad de Madrid,2018,4,14.6
Comunidad de Madrid,2019,1,15.3
Comunidad de Madrid,2019,2,14.8
Comunidad de Madrid,2019,3,14.3
Comunidad Foral de Navarra,1995,1,9.2
Comunidad Foral de Navarra,1995,2,10.8
Comunidad Foral de Navarra,1995,3,10.5
Comunidad Foral de Navarra,1995,4,10.1
Comunidad Foral de Navarra,1996,1,9.8
Comunidad Foral de Navarra,1996,2,11
Comunidad Foral de Navarra,1996,3,9.5
Comunidad Foral de Navarra,1996,4,9.3
Comunidad Foral de Navarra,1997,1,9
Comunidad Foral de Navarra,1997,2,9.3
Comunidad Foral de Navarra,1997,3,8.5
Comunidad Foral de Navarra,1997,4,8.3
Comunidad Foral de Navarra,1998,1,8.3
Comunidad Foral de Navarra,1998,2,9.1
Comunidad Foral de Navarra,1998,3,8.9
Comunidad Foral de Navarra,1998,4,7.2
Comunidad Foral de Navarra,1999,1,7
Comunidad Foral de Navarra,1999,2,6.9
Comunidad Foral de Navarra,1999,3,6.8
Comunidad Foral de Navarra,1999,4,6.5
Comunidad Foral de Navarra,2000,1,6.4
Comunidad Foral de Navarra,2000,2,6.8
Comunidad Foral de Navarra,2000,3,6.6
Comunidad Foral de Navarra,2000,4,5.8
Comunidad Foral de Navarra,2001,1,5.8
Comunidad Foral de Navarra,2001,2,5.7
Comunidad Foral de Navarra,2001,3,5.6
Comunidad Foral de Navarra,2001,4,5.4
Comunidad Foral de Navarra,2002,1,5.3
Comunidad Foral de Navarra,2002,2,5.2
Comunidad Foral de Navarra,2002,3,5.1
Comunidad Foral de Navarra,2002,4,5
Comunidad Foral de Navarra,2003,1,5
Comunidad Foral de Navarra,2003,2,4.9
Comunidad Foral de Navarra,2003,3,4.8
Comunidad Foral de Navarra,2003,4,4.7
Comunidad Foral de Navarra,2004,1,4.7
Comunidad Foral de Navarra,2004,2,4.6
Comunidad Foral de Navarra,2004,3,4.5
Comunidad Foral de Navarra,2004,4,4.5
Comunidad Foral de Navarra,2005,1,4.4
Comunidad Foral de Navarra,2005,2,4.3
Comunidad Foral de Navarra,2005,3,4.2
Comunidad Foral de Navarra,2005,4,4.1
Comunidad Foral de Navarra,2006,1,4.1
Comunidad Foral de Navarra,2006,2,4
Comunidad Foral de Navarra,2006,3,3.9
Comunidad Foral de Navarra,2006,4,3.8
Comunidad Foral de Navarra,2007,1,3.8
Comunidad Foral de Navarra,2007,2,3.6
Comunidad Foral de Navarra,2007,3,3.6
Comunidad Foral de Navarra,2007,4,3.6
Comunidad Foral de Navarra,2008,1,3.5
Comunidad Foral de Navarra,2008,2,3.5
Comunidad Foral de Navarra,2008,3,3.4
Comunidad Foral de Navarra,2008,4,4.6
Comunidad Foral de Navarra,2009,1,4.6
Comunidad Foral de Navarra,2009,2,5.6
Comunidad Foral de Navarra,2009,3,5.9
Comunidad Foral de Navarra,2009,4,6
Comunidad Foral de Navarra,2010,1,8.1
Comunidad Foral de Navarra,2010,2,8.3
Comunidad Foral de Navarra,2010,3,8.3
Comunidad Foral de Navarra,2010,4,9.3
Comunidad Foral de Navarra,2011,1,10.3
Comunidad Foral de Navarra,2011,2,10.8
Comunidad Foral de Navarra,2011,3,11.3
Comunidad Foral de Navarra,2011,4,13.4
Comunidad Foral de Navarra,2012,1,15.1
Comunidad Foral de Navarra,2012,2,16.5
Comunidad Foral de Navarra,2012,3,16.5
Comunidad Foral de Navarra,2012,4,16.2
Comunidad Foral de Navarra,2013,1,17.8
Comunidad Foral de Navarra,2013,2,18.6
Comunidad Foral de Navarra,2013,3,18.9
Comunidad Foral de Navarra,2013,4,17.9
Comunidad Foral de Navarra,2014,1,20.3
Comunidad Foral de Navarra,2014,2,19
Comunidad Foral de Navarra,2014,3,18.7
Comunidad Foral de Navarra,2014,4,17.9
Comunidad Foral de Navarra,2015,1,18.2
Comunidad Foral de Navarra,2015,2,19.7
Comunidad Foral de Navarra,2015,3,19.1
Comunidad Foral de Navarra,2015,4,17.9
Comunidad Foral de Navarra,2016,1,18.8
Comunidad Foral de Navarra,2016,2,20.1
